"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","M_vs_HBVM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.155294893017377,19.4774872166428,3.66179498109926,0.00427138595932332,0.296618671664983,-1.72787925675376,"Q12792",14,4.1447791236704,0.00172892710291836,0.227321514180526,-0.155294893017384,"Non-significant",0.643359459797566,"TWF1","Twinfilin-1","Q12792"
0.274159972013507,18.6247421969085,3.85822583348323,0.00308492958850746,0.275834387132425,-1.43667374410928,"Q16134",20,4.14728763874838,0.00172172792227489,0.227321514180526,-0.274159972013504,"Non-significant",0.643359459797566,"ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial","Q16134"
-0.265615634045322,21.2185884626804,-4.01298774579277,0.0023950013897864,0.26327816696864,-1.21094532271932,"Q99538",9,-4.14437161812746,0.00173009957069196,0.227321514180526,0.265615634045329,"Non-significant",0.643359459797566,"LGMN","Legumain","Q99538"
-0.297219718283163,17.7568171198247,-4.29451380973957,0.00152312634831924,0.251116669071297,-0.809582977016352,"Q02083",5,-4.11664888582693,0.00181184742140169,0.233484414823321,0.297219718283156,"Non-significant",0.63174210345816,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","Q02083"
0.267989786089363,21.476075792976,3.70164185625746,0.00399711770572862,0.296618671664983,-1.66840859313382,"P01023",48,4.07101642054416,0.00195531248002475,0.237407372405304,-0.267989786089359,"Non-significant",0.624505798670275,"A2M","Alpha-2-macroglobulin","P01023"
0.448595678006182,21.9307218276035,3.8853287552465,0.00295052755083435,0.275834387132425,-1.39689686171919,"P08319",28,4.07256724766105,0.00195024695680059,0.237407372405304,-0.448595678006185,"Non-significant",0.624505798670275,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","P08319"
-6.88073805516358,22.0941782673887,-3.98744559172864,0.00249667068866146,0.26327816696864,-1.24796144593695,"P42336",1,-4.09049129954892,0.00189268548270303,0.237407372405304,6.88073805516359,"Non-significant",0.624505798670275,"PIK3CA","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","P42336"
-0.262897704044619,19.22001129669,-3.98307382520757,0.00251452062169721,0.26327816696864,-1.25430671727875,"Q9Y625",8,-4.06231073247598,0.00198400430602851,0.237407372405304,0.262897704044608,"Non-significant",0.624505798670275,"GPC6","Glypican-6","Q9Y625"
-0.166824691247871,19.0638757901745,-3.85861729223993,0.00308294350519847,0.275834387132425,-1.43609850681116,"O75600",9,-4.01600820707046,0.00214416592760573,0.244791820578583,0.166824691247875,"Non-significant",0.611203097706759,"GCAT","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","O75600"
0.238757631801374,21.5761225174289,3.67240601042068,0.0041964909866126,0.296618671664983,-1.71202358645492,"O94925",24,4.01292251573339,0.00215530777706856,0.244791820578583,-0.23875763180137,"Non-significant",0.611203097706759,"GLS","Glutaminase kidney isoform, mitochondrial","O94925"
-0.326699191610338,22.8814224971699,-3.85777125650772,0.00308723758169405,0.275834387132425,-1.4373417582664,"P78330",11,-4.01561087704816,0.00214559723590093,0.244791820578583,0.326699191610338,"Non-significant",0.611203097706759,"PSPH","Phosphoserine phosphatase","P78330"
0.805502210825544,17.6378388695596,4.18110081442015,0.00182548197704041,0.251116669071297,-0.969776393542303,"A0A0G2JNW3",1,3.98528446654725,0.00225783645602758,0.25216270153068,-0.805502210825544,"Non-significant",0.598319151376523,"LILRB3","Leukocyte immunoglobulin-like receptor subfamily B member 3","A0A0G2JNW3"
-0.494267814658002,18.2033231441097,-4.23912157170353,0.0016636106189379,0.251116669071297,-0.88756520823741,"O00115",2,-3.92452824197981,0.00250149353397742,0.257788839552327,0.494267814658006,"Non-significant",0.588735888478959,"DNASE2","Deoxyribonuclease-2-alpha","O00115"
0.590501974641075,17.7185074148835,3.86786502986641,0.00303641105200502,0.275834387132425,-1.42251537026418,"O43657",6,3.93654944119979,0.0024511975408638,0.257788839552327,-0.590501974641068,"Non-significant",0.588735888478959,"TSPAN6","Tetraspanin-6","O43657"
-0.423505090892121,17.7749701917081,-4.44787185066279,0.00119565115545529,0.231306387333647,-0.596312863722943,"P20827",2,-3.93779569594836,0.00244604385055374,0.257788839552327,0.423505090892121,"Non-significant",0.588735888478959,"EFNA1","Ephrin-A1","P20827"
-0.246659068303977,20.7385181431134,-3.74648111720908,0.00371027217468956,0.296618671664983,-1.6017229561329,"P40261",11,-3.93540289533596,0.0024559488844174,0.257788839552327,0.24665906830397,"Non-significant",0.588735888478959,"NNMT","Nicotinamide N-methyltransferase","P40261"
0.227540521717327,19.9730141699569,3.62025292514487,0.00457821953693846,0.297532954626537,-1.79008326522342,"Q16719",17,3.91642687808936,0.00253599404527428,0.257788839552327,-0.227540521717327,"Non-significant",0.588735888478959,"KYNU","Kynureninase","Q16719"
-0.422411879762233,17.3232912337429,-4.41831698280764,0.00125243652507444,0.233127143181218,-0.637109146134534,"Q9NPR2",2,-3.91571866440275,0.00253903348909918,0.257788839552327,0.422411879762233,"Non-significant",0.588735888478959,"SEMA4B","Semaphorin-4B","Q9NPR2"
-0.38400706824741,17.3234555083586,-4.20217816658024,0.00176484146845169,0.251116669071297,-0.939849334641313,"Q5EBL8",3,-3.89685791740876,0.00262138828131531,0.262177953329759,0.384007068247406,"Non-significant",0.581403831142468,"PDZD11","PDZ domain-containing protein 11","Q5EBL8"
0.15477308177487,20.9609791135894,3.24342383181715,0.00865601768564822,0.342396797376428,-2.36246920283971,"O95954",30,3.83024548191929,0.00293517082020848,0.280979709517386,-0.154773081774877,"Non-significant",0.551325040816629,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
0.233559713462526,20.6097008904952,4.13577487707088,0.00196342940588219,0.251116669071297,-1.03437031185025,"P50120",5,3.84243860096075,0.00287494301740873,0.280979709517386,-0.233559713462533,"Non-significant",0.551325040816629,"RBP2","Retinol-binding protein 2","P50120"
0.232795933431181,17.8380674789164,3.70806646234547,0.00395464088711544,0.296618671664983,-1.65883829877427,"Q12882",9,3.83191812001036,0.00292683188836511,0.280979709517386,-0.232795933431181,"Non-significant",0.551325040816629,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
0.778642277512269,21.9938099230745,3.7105092598311,0.00393861359215935,0.296618671664983,-1.65520078144449,"P02765",12,3.82075118597268,0.00298297432957042,0.281533957499315,-0.778642277512276,"Non-significant",0.550469214790821,"AHSG","Alpha-2-HS-glycoprotein","P02765"
1.53415553198993,18.359050969412,3.68633895424822,0.00410021653390093,0.296618671664983,-1.69122487506068,"P02774",4,3.77299412503446,0.00323598422226053,0.301171253796776,-1.53415553198993,"Non-significant",0.521186483046433,"GC","Vitamin D-binding protein","P02774"
-0.459126953064715,16.1506201770173,-3.67847996697024,0.00415423516181143,0.296618671664983,-1.70295364022716,"A0A087WWI0",2,-3.44682014572213,0.00567761486951659,0.306857295090195,0.459126953064716,"Non-significant",0.513063547531568,"LRMDA","Leucine-rich melanocyte differentiation-associated protein","A0A087WWI0"
-0.406268941429907,18.3611421354733,-4.95210559112129,0.000552137882772959,0.159831600288565,0.076494422255438,"A0A1B0GVF1",1,-3.70305367818231,0.00364735607913723,0.306857295090195,0.406268941429907,"Non-significant",0.513063547531568,NA,"Uncharacterized protein (Fragment)","A0A1B0GVF1"
0.711815835538625,15.3345999478454,3.89344720173101,0.00291147042155155,0.275834387132425,-1.38500194441101,"A0A2R8Y611",1,3.68306868833543,0.00377458624427837,0.306857295090195,-0.711815835538625,"Non-significant",0.513063547531568,"AP3D1","AP-3 complex subunit delta (Fragment)","A0A2R8Y611"
0.733129604995273,16.3755643906314,3.58751311111811,0.00483611645482204,0.297532954626537,-1.83924858941665,"A0A2R8Y648",1,3.44612993370048,0.00568443203547716,0.306857295090195,-0.733129604995284,"Non-significant",0.513063547531568,"GCLC","Gamma-ECS","A0A2R8Y648"
0.438716504631875,16.04358157985,4.24948142920316,0.00163633388996684,0.251116669071297,-0.872942699649032,"H0Y948",1,3.49446554048258,0.00522676427503839,0.306857295090195,-0.438716504631875,"Non-significant",0.513063547531568,"AFDN","Afadin (Fragment)","H0Y948"
0.281226247789412,17.1736878057882,3.33551332637311,0.00739970655499787,0.324255691058212,-2.2214138771748,"O15440",8,3.41081962940975,0.00604464452348989,0.306857295090195,-0.281226247789416,"Non-significant",0.513063547531568,"ABCC5","Multidrug resistance-associated protein 5","O15440"
0.195799205960657,19.8643590308769,3.33562651388532,0.00739828354174965,0.324255691058212,-2.22124090653113,"O43837",19,3.65891915215071,0.00393447788250488,0.306857295090195,-0.195799205960665,"Non-significant",0.513063547531568,"IDH3B","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","O43837"
-0.485107538931111,16.848672302591,-3.93713811435471,0.00271036058756343,0.271076511899441,-1.32114704000863,"O95684",2,-3.68114126204411,0.0037870971799094,0.306857295090195,0.485107538931103,"Non-significant",0.513063547531568,"CEP43","Centrosomal protein 43","O95684"
-0.176481546882734,21.9858869789337,-3.19323119461293,0.00943090964248299,0.342396797376428,-2.43959904142912,"P09104",20,-3.54513863330448,0.00478751713709863,0.306857295090195,0.176481546882727,"Non-significant",0.513063547531568,"ENO2","Gamma-enolase","P09104"
0.415103344777362,15.8223887042451,4.1424313890174,0.00194250275043899,0.251116669071297,-1.02486398290948,"P10589",2,3.71398790759233,0.00357963223033168,0.306857295090195,-0.415103344777373,"Non-significant",0.513063547531568,"NR2F2","COUP transcription factor 2","P10589"
-0.313792265226635,18.805328586333,-3.63442436040136,0.0044710543621634,0.297532954626537,-1.76884043003458,"P11168",6,-3.6313727274538,0.00412543833786218,0.306857295090195,0.313792265226631,"Non-significant",0.513063547531568,"SLC2A2","Solute carrier family 2, facilitated glucose transporter member 2","P11168"
-0.317249493200368,22.0540546680273,-3.30889763300938,0.00774226392617726,0.324255691058212,-2.26211585770629,"P11279",11,-3.43389985493652,0.00580663175878104,0.306857295090195,0.317249493200368,"Non-significant",0.513063547531568,"LAMP1","Lysosome-associated membrane glycoprotein 1","P11279"
0.118182650791621,22.0189166742997,2.74624382493586,0.0203532954564855,0.366011418381673,-3.13038825419925,"P16615",39,3.46115917584145,0.00553787355795395,0.306857295090195,-0.118182650791621,"Non-significant",0.513063547531568,"ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","P16615"
0.216548340681367,20.4010867245655,3.20179113196431,0.00929389919466971,0.342396797376428,-2.42643401493099,"P17844",18,3.44563640346898,0.00568931174726113,0.306857295090195,-0.216548340681367,"Non-significant",0.513063547531568,"DDX5","Probable ATP-dependent RNA helicase DDX5","P17844"
-0.249521559116481,22.9302259755769,-3.32342304725416,0.00755334037232245,0.324255691058212,-2.23989592893191,"P17931",17,-3.5376370059424,0.00485006667171759,0.306857295090195,0.24952155911647,"Non-significant",0.513063547531568,"LGALS3","Galectin-3","P17931"
0.443827272364388,21.7537815948105,3.38246410872499,0.00683294250204893,0.324255691058212,-2.14975654609539,"P18085",6,3.43182170740004,0.00582766269838218,0.306857295090195,-0.443827272364384,"Non-significant",0.513063547531568,"ARF4","ADP-ribosylation factor 4","P18085"
-0.444530357843927,19.554667042608,-3.58952465769542,0.00481984485221399,0.297532954626537,-1.83622433302136,"P18827",4,-3.5562076014169,0.00469673692190479,0.306857295090195,0.444530357843924,"Non-significant",0.513063547531568,"SDC1","Syndecan-1","P18827"
1.06624996829137,18.7234274285819,3.56587363400419,0.00501480522363597,0.297532954626537,-1.87181107479438,"P20742",3,3.62361255560407,0.00418094480796401,0.306857295090195,-1.06624996829137,"Non-significant",0.513063547531568,"PZP","Pregnancy zone protein","P20742"
0.274176960827976,19.2226181434015,3.43094109773665,0.00629453423353451,0.324255691058212,-2.07597308587683,"P21291",6,3.41289600201909,0.006022828091486,0.306857295090195,-0.274176960827976,"Non-significant",0.513063547531568,"CSRP1","Cysteine and glycine-rich protein 1","P21291"
-0.355663001249368,20.4927834345163,-3.9966134497322,0.00245966793140579,0.26327816696864,-1.23466415084048,"P23297",2,-3.47432036333888,0.00541272218686674,0.306857295090195,0.355663001249365,"Non-significant",0.513063547531568,"S100A1","Protein S100-A1","P23297"
0.2120697766467,21.751350178389,3.28958331220657,0.00800102213505509,0.330955860043235,-2.29168674700267,"P24539",12,3.48115577614842,0.00534887434738939,0.306857295090195,-0.212069776646697,"Non-significant",0.513063547531568,"ATP5PB","ATP synthase F(0) complex subunit B1, mitochondrial","P24539"
-0.156614972011603,17.4769586808867,-3.32928284626171,0.00747847310917454,0.324255691058212,-2.23093675947986,"P25205",11,-3.57766612181749,0.00452576831174308,0.306857295090195,0.156614972011599,"Non-significant",0.513063547531568,"MCM3","DNA replication licensing factor MCM3","P25205"
-0.243157160792322,18.4561002151106,-3.57954363621439,0.00490114425228857,0.297532954626537,-1.85123475571579,"P45973",6,-3.51934512230033,0.00500614045552797,0.306857295090195,0.243157160792325,"Non-significant",0.513063547531568,"CBX5","Chromobox protein homolog 5","P45973"
1.98281300143297,20.1734209253463,3.33117998786933,0.00745439829745669,0.324255691058212,-2.22803677020601,"P48668",22,3.42295268907623,0.00591830035601726,0.306857295090195,-1.98281300143298,"Non-significant",0.513063547531568,"KRT6A","Keratin, type II cytoskeletal 6A","P48668"
-0.251597325089751,20.5738499348269,-3.3116717799634,0.00770581060510029,0.324255691058212,-2.25787089188811,"Q08495",14,-3.49848361373511,0.00519046693723106,0.306857295090195,0.251597325089758,"Non-significant",0.513063547531568,"DMTN","Dematin","Q08495"
0.262905711805129,19.5803283397267,3.47781210499011,0.00581552440700216,0.311758632410572,-2.00484425739827,"Q14534",14,3.67507061701567,0.00382678281698023,0.306857295090195,-0.262905711805129,"Non-significant",0.513063547531568,"SQLE","Squalene monooxygenase","Q14534"
0.417002688575284,18.392520805533,3.52236965551493,0.00539504472862021,0.306049342162055,-1.93742979068813,"Q53FZ2",12,3.64874508652206,0.00400392086606523,0.306857295090195,-0.417002688575284,"Non-significant",0.513063547531568,"ACSM3","Acyl-coenzyme A synthetase ACSM3, mitochondrial","Q53FZ2"
-0.361927233375518,17.5637754657205,-3.57618086584057,0.00492885447328,0.297532954626537,-1.85629452787591,"Q6EMK4",7,-3.63466457898713,0.00410212304788219,0.306857295090195,0.361927233375514,"Non-significant",0.513063547531568,"VASN","Vasorin","Q6EMK4"
