"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_Null","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.439099915845411,21.4513866152855,-8.02493125262197,1.27289328440514e-05,0.00625205920623763,3.71448717458609,"P35503",11,-8.65491239293593,1.31693809550202e-06,0.000796722882866933,0.439099915845407,"Non-significant",3.09869270918046,"UGT1A3","UDP-glucuronosyltransferase 1A3","P35503"
-1.02877988477791,21.7772312748317,-8.75255165512068,5.97092041453896e-06,0.0050013922122282,4.41106165374693,"P53801",2,-8.57780840370288,1.44986994494938e-06,0.000796722882866933,1.02877988477791,"Up in Null",3.09869270918046,"PTTG1IP","Pituitary tumor-transforming gene 1 protein-interacting protein","P53801"
0.14600458904868,20.4004866670616,6.2133593077543,0.000107378460332355,0.0156422404931981,1.68331148785316,"Q92673",72,8.52679756444607,1.5456495265289e-06,0.000796722882866933,-0.146004589048676,"Non-significant",3.09869270918046,"SORL1","Sortilin-related receptor","Q92673"
0.247084732425101,21.0774149973642,7.12774240840937,3.48908461549776e-05,0.00966469878058565,2.76514097205464,"Q16658",22,8.11616805638944,2.61371021309411e-06,0.00125103372413883,-0.247084732425101,"Non-significant",2.90273098286454,"FSCN1","Fascin","Q16658"
0.21298103458529,20.9577492092951,6.72083499092875,5.680964212649e-05,0.0105744836636003,2.29868270726732,"P06865",22,7.67379760204903,4.7028303460304e-06,0.00155779689576341,-0.212981034585287,"Non-significant",2.80748916591835,"HEXA","Beta-hexosaminidase subunit alpha","P06865"
0.273527507774407,22.2874373375298,6.80346923818263,5.13721235777763e-05,0.0105744836636003,2.39531219143615,"P10253",28,7.84319686786517,3.74538932866359e-06,0.00155779689576341,-0.273527507774411,"Non-significant",2.80748916591835,"GAA","Lysosomal alpha-glucosidase","P10253"
0.494010456680307,20.1423134053239,7.09977634080068,3.60569272518492e-05,0.00966469878058565,2.7338258221535,"Q13510",12,7.8150806517959,3.88869234434351e-06,0.00155779689576341,-0.494010456680307,"Non-significant",2.80748916591835,"ASAH1","Acid ceramidase","Q13510"
0.205118744908081,20.8820090631758,6.84713715793159,4.87285279044851e-05,0.0105332214673534,2.44598036536714,"Q8N142",20,7.72696123660672,4.37696660524645e-06,0.00155779689576341,-0.205118744908074,"Non-significant",2.80748916591835,"ADSS1","Adenylosuccinate synthetase isozyme 1","Q8N142"
-0.583879001219429,20.4436846765519,-7.00237347813791,4.04599656185684e-05,0.00968293677178668,2.62391067598645,"Q8WTV0",9,-7.64622660695729,4.88191834219245e-06,0.00155779689576341,0.583879001219429,"Up in Null",2.80748916591835,"SCARB1","Scavenger receptor class B member 1","Q8WTV0"
0.232163935715249,19.3650089542927,7.02789527467735,3.92525436955342e-05,0.00968293677178668,2.65283884069492,"Q9HBR0",17,7.746125601902,4.26547327736591e-06,0.00155779689576341,-0.232163935715249,"Non-significant",2.80748916591835,"SLC38A10","Putative sodium-coupled neutral amino acid transporter 10","Q9HBR0"
-0.439948203814808,17.702933359055,-7.17146984872837,3.31487345285177e-05,0.00966469878058565,2.81388879495199,"Q9NXX6",9,-7.65493894037581,4.82455459574919e-06,0.00155779689576341,0.439948203814811,"Non-significant",2.80748916591835,"NSMCE4A","Non-structural maintenance of chromosomes element 4 homolog A","Q9NXX6"
-0.305933276689405,21.5454759977753,-8.15230494728725,1.11076593154511e-05,0.00625205920623763,3.8409546154279,"P04004",7,-7.55897306134378,5.49818703076898e-06,0.00160188483883404,0.305933276689405,"Non-significant",2.79536870901123,"VTN","Vitronectin","P04004"
0.241813010978017,21.0849577088344,7.79007465764046,1.64355060641639e-05,0.00734228840906413,3.47604000243273,"Q9NUI1",10,7.58035726566918,5.33985166362905e-06,0.00160188483883404,-0.241813010978017,"Non-significant",2.79536870901123,"DECR2","Peroxisomal 2,4-dienoyl-CoA reductase","Q9NUI1"
0.337148014635357,21.2263802436904,7.22640554779072,3.10925737154409e-05,0.00966469878058565,2.87475978046332,"Q99538",9,7.45488840910049,6.34356857283916e-06,0.00177117720860813,-0.337148014635364,"Non-significant",2.75173798490223,"LGMN","Legumain","Q99538"
-0.394853966198458,18.6446604548327,-7.2731888695899,2.94504530364992e-05,0.00966469878058565,2.92627296000468,"Q96QD8",7,-7.38597647960734,6.97872210474799e-06,0.00187057667295665,0.394853966198454,"Non-significant",2.7280244858301,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
-0.214220164375401,21.1937617363,-7.04469044313231,3.84793135205014e-05,0.00968293677178668,2.67182600226161,"P05162",13,-7.31896845576848,7.6615802573986e-06,0.00197462497326261,0.214220164375408,"Non-significant",2.70451537472522,"LGALS2","Galectin-2","P05162"
0.153020202687529,20.5057412289192,7.21794597248234,3.13999797554251e-05,0.00966469878058565,2.86541310908001,"Q08495",14,7.20042976672252,9.04974790469564e-06,0.00224601335960613,-0.153020202687522,"Non-significant",2.64858766482168,"DMTN","Dematin","Q08495"
-0.474355578439134,22.3347706150606,-7.59601268241981,2.03891392199629e-05,0.00803691893605713,3.27373499708531,"HBB_HUMAN",4,-7.15417880306469,9.66189085085957e-06,0.00231229752112893,0.474355578439138,"Non-significant",2.63595628639709,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.302897706847084,21.3519317712664,-6.4977492893678,7.48545093654632e-05,0.0119428587442374,2.03286299584419,"Q14108",13,-7.04946919997155,1.12163998421755e-05,0.00250536984474727,0.30289770684708,"Non-significant",2.6011281541573,"SCARB2","Lysosome membrane protein 2","Q14108"
0.288162528702991,17.7838820700385,7.60449867545932,2.01961436498523e-05,0.00803691893605713,3.28268310536857,"Q6EMK4",7,7.07275191289769,1.08491100941028e-05,0.00250536984474727,-0.288162528702987,"Non-significant",2.6011281541573,"VASN","Vasorin","Q6EMK4"
0.405843057078595,18.2822939361911,9.86582782834836,2.0554356288551e-06,0.00344336853723951,5.36455607827546,"P20933",3,6.96789958675947,1.26110191835535e-05,0.00272601417899974,-0.405843057078599,"Non-significant",2.56447188957056,"AGA","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase","P20933"
0.306075641278394,18.8225630749615,6.6311139273818,6.34274787900604e-05,0.0107437637357101,2.19264866661535,"P50897",10,6.94440703886,1.30460207432548e-05,0.0027319182812672,-0.30607564127839,"Non-significant",2.56353229566602,"PPT1","Palmitoyl-protein thioesterase 1","P50897"
0.146713672925003,20.4312414335956,5.60060455546292,0.000242328984488537,0.0246620592930646,0.888178406185054,"O95479",33,6.85607608974271,1.48297354911426e-05,0.00301133507654989,-0.146713672925003,"Non-significant",2.52124091708767,"H6PD","GDH/6PGL endoplasmic bifunctional protein","O95479"
-0.362579051079415,21.2283783767625,-6.74124050599901,5.54113117675177e-05,0.0105744836636003,2.3226355798223,"P22309",7,-6.83404895433192,1.53137377379846e-05,0.00301815754653632,0.362579051079411,"Non-significant",2.52025809398205,"UGT1A1","UDP-glucuronosyltransferase 1A1","P22309"
0.25915946234355,18.7634180835448,7.14328434740382,3.42605349091111e-05,0.00966469878058565,2.78249745250162,"P21549",8,6.80877449653137,1.58898325913068e-05,0.0030422219484099,-0.25915946234355,"Non-significant",2.51680910472962,"AGXT","Serine--pyruvate aminotransferase","P21549"
-0.37936266846614,17.0936612753973,-6.69660628320169,5.85197570916138e-05,0.0105984024938082,2.2701638653154,"Q8NBJ4",6,-6.67747418332237,1.92764152739662e-05,0.00358809052085688,0.37936266846614,"Non-significant",2.44513660904691,"GOLM1","Golgi membrane protein 1","Q8NBJ4"
-0.464883126343622,17.7087158977116,-6.29238860013019,9.70322132711528e-05,0.0147775650256817,1.78166608310202,"O43657",6,-6.56761532886597,2.26984659842544e-05,0.00411087623136456,0.464883126343622,"Non-significant",2.38606559858928,"TSPAN6","Tetraspanin-6","O43657"
-0.244924116580854,18.4542139255401,-6.87648086814377,4.70350603526511e-05,0.0105332214673534,2.47987530047553,"O75462",8,-6.52030063446922,2.43657059470173e-05,0.00429669988292008,0.244924116580858,"Non-significant",2.36686497997763,"CRLF1","Cytokine receptor-like factor 1","O75462"
-0.132609719054447,19.1519068303126,-5.3050409558034,0.000365569517767434,0.0295504950497477,0.483670614890763,"Q9UDR5",29,-6.42915888367122,2.79540617136145e-05,0.0048030812190495,0.132609719054443,"Non-significant",2.31848006947455,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","Q9UDR5"
-0.379594648639749,21.1045087324966,-5.91203765306906,0.000159213334944175,0.0205595308428552,1.29956994107833,"HBA_HUMAN",10,-6.39658124323481,2.93690932319088e-05,0.00486965086952127,0.379594648639745,"Non-significant",2.31250217448879,"HBA1","Hemoglobin subunit alpha","HBA_HUMAN"
-0.246309777583981,18.9596163687439,-6.2443678979912,0.000103183490297489,0.0153651681885217,1.72201524534008,"Q16819",10,-6.38710255409439,2.97949090658666e-05,0.00486965086952127,0.246309777583985,"Non-significant",2.31250217448879,"MEP1A","Meprin A subunit alpha","Q16819"
0.340012984692937,17.8136684125933,6.86754446026894,4.75439412085212e-05,0.0105332214673534,2.4695658239847,"Q02083",5,6.35291618117399,3.13858103146225e-05,0.00500753130757822,-0.340012984692933,"Non-significant",2.30037632677409,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","Q02083"
-0.128149636855028,19.3241783549113,-5.43574584042574,0.000304329456278064,0.0275582660340447,0.664250834022706,"P07225",22,-6.29182487292741,3.44569473583405e-05,0.00536967451740093,0.128149636855035,"Non-significant",2.27005203824472,"XII.01","Vitamin K-dependent protein S","P07225"
-0.168588879929736,20.9350524421373,-5.34496688354027,0.000345569326114112,0.0289563078895341,0.539117530107056,"P27487",27,-6.24480501027415,3.7036757160214e-05,0.00545822736574845,0.168588879929736,"Non-significant",2.2629483774911,"DPP4","Dipeptidyl peptidase 4","P27487"
0.164053470184463,22.6036080081453,5.25198071830525,0.000394090196755203,0.0307069582378676,0.409594611714803,"P50416",31,6.22331212117511,3.82833437084282e-05,0.00545822736574845,-0.164053470184466,"Non-significant",2.2629483774911,"CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform","P50416"
0.203606194249616,18.0966810113939,6.6487467594902,6.20637801638357e-05,0.0107437637357101,2.2135798352005,"Q96JG8",9,6.24409235275421,3.70773954332916e-05,0.00545822736574845,-0.203606194249613,"Non-significant",2.2629483774911,"MAGED4","Melanoma-associated antigen D4","Q96JG8"
-0.181940343344191,20.2582975689464,-6.33750767484819,9.16122074574721e-05,0.0142765907481981,1.83739607864101,"Q9NZC3",11,-6.22566940874632,3.81444792779728e-05,0.00545822736574845,0.181940343344188,"Non-significant",2.2629483774911,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
0.14870035794862,20.6359445145599,5.35663948127178,0.000339946142623886,0.0289563078895341,0.55528030204793,"O75191",22,6.14736236341324,4.30561527091117e-05,0.00588814855721955,-0.148700357948623,"Non-significant",2.23002124133924,"XYLB","Xylulose kinase","O75191"
0.222825388255629,18.2793564099937,6.60057369480889,6.58667302762661e-05,0.0107651941361283,2.15628834674784,"Q8N8N7",8,6.15933922295835,4.22635368177484e-05,0.00588814855721955,-0.222825388255636,"Non-significant",2.23002124133924,"PTGR2","Prostaglandin reductase 2","Q8N8N7"
-0.271463821675937,17.4876705180588,-9.43225270953095,3.07570812818833e-06,0.004122064033398,5.00831697127518,"Q96MG7",4,-6.12910752489762,4.42946165843879e-05,0.00593636451463967,0.271463821675937,"Non-significant",2.22647943962994,"NSMCE3","Non-structural maintenance of chromosomes element 3 homolog","Q96MG7"
0.274097307647416,21.1743997900721,5.7776393486075,0.000190543306810887,0.0216411982871145,1.12389181213241,"P09668",10,6.07182113975927,4.84316915612656e-05,0.0063635444147459,-0.274097307647416,"Non-significant",2.19630092035864,"CTSH","Pro-cathepsin H","P09668"
0.285008828244621,18.1518521989063,5.96738162394368,0.000147966758184005,0.0199270571617584,1.37109809525673,"P00813",8,6.05773686902514,4.95101142039627e-05,0.00638013990924526,-0.285008828244624,"Non-significant",2.19516979758809,"ADA","Adenosine deaminase","P00813"
-0.161969388403932,19.1180960554908,-5.34470759332575,0.000345695363552116,0.0289563078895341,0.538758253105317,"O43491",20,-6.03082570618584,5.16418659545289e-05,0.00652928573134525,0.161969388403936,"Non-significant",2.18513432560119,"EPB41L2","Band 4.1-like protein 2","O43491"
0.177472361607993,18.8177292603216,5.58791090178999,0.000246583789379992,0.0246620592930646,0.871088578895868,"O00462",15,6.01366954080243,5.30513328357753e-05,0.0065832774320839,-0.177472361607993,"Non-significant",2.18155784251018,"MANBA","Beta-mannosidase","O00462"
-0.213244069259204,17.7358914057503,-5.89965347174804,0.000161853965934023,0.0205595308428552,1.28349936520931,"Q13214",10,-5.93852229373633,5.97213465499918e-05,0.0072762316951181,0.213244069259204,"Non-significant",2.13809348026425,"SEMA3B","Semaphorin-3B","Q13214"
0.292116502246575,21.6578643362703,5.42430857864608,0.000309221463875493,0.0276279070590624,0.6485568004293,"P09382",12,5.89327803458706,6.4159542763637e-05,0.00756598675355551,-0.292116502246579,"Non-significant",2.1211344234005,"LGALS1","Galectin-1","P09382"
0.264592114337201,18.1333292848867,5.86633054210285,0.000169196312647999,0.0206142634737135,1.24013912133496,"P10646",8,5.89007975807035,6.44861768156718e-05,0.00756598675355551,-0.264592114337201,"Non-significant",2.1211344234005,"TFPI","Tissue factor pathway inhibitor","P10646"
0.221651394060125,19.6504395650587,5.55350075213508,0.000258526598727905,0.0250160603984872,0.824633813868523,"Q96JY6",12,5.88038715178014,6.54868275938247e-05,0.00756598675355551,-0.221651394060125,"Non-significant",2.1211344234005,"PDLIM2","PDZ and LIM domain protein 2","Q96JY6"
0.261378810905533,23.5630729566283,5.1693268453934,0.000443369481268899,0.0333822347638527,0.293320336074838,"P51654",18,5.78045579474246,7.68127799238349e-05,0.00872410912321386,-0.261378810905541,"Non-significant",2.05927891080159,"GPC3","Glypican-3","P51654"
0.189521782874596,19.2751063825449,5.54640864996308,0.000261064443650936,0.0250160603984872,0.815036110268752,"Q13637",12,5.7573422668761,7.97157110173358e-05,0.00890291632545279,-0.189521782874603,"Non-significant",2.05046770834518,"RAB32","Ras-related protein Rab-32","Q13637"
0.669944799571336,16.7149521975894,5.88209543634832,0.000165678953218054,0.0205595308428552,1.26067408727947,"P52943",2,5.72043919383813,8.45927796349972e-05,0.00929272485793633,-0.66994479957134,"Up in HBV",2.03185692139398,"CRIP2","Cysteine-rich protein 2","P52943"
-0.146229917602366,19.3400759357081,-5.28669254828608,0.000375173637811088,0.0296870716327882,0.458105076294102,"P98082",16,-5.70356513727096,8.69267038436329e-05,0.00939509423316426,0.146229917602366,"Non-significant",2.02709885955089,"DAB2","Disabled homolog 2","P98082"
-0.207843964719018,21.5916441980656,-5.14358651159759,0.000460032087627265,0.033507337165112,0.256890378793418,"P19224",16,-5.66694478222969,9.22283997984542e-05,0.00980988106427685,0.207843964719014,"Non-significant",2.00833625800653,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
0.150218454672242,17.3159098316475,5.89143340473747,0.000163632719497549,0.0205595308428552,1.27281930871829,"Q92835",11,5.61354143455139,0.000100578724691176,0.0105309067836808,-0.150218454672245,"Non-significant",1.97753423145521,"INPP5D","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1","Q92835"
-0.109665895637654,20.2966302300036,-4.7687391278431,0.0007957985327121,0.0460385866297911,-0.285344953957052,"P22033",23,-5.58641491191039,0.000105121823009795,0.0108372513229021,0.109665895637654,"Non-significant",1.96508085494415,"MMUT","Methylmalonyl-CoA mutase, mitochondrial","P22033"
0.187760510054559,24.7680494184873,4.99477515112058,0.000570462585946149,0.0381880715007911,0.0442430530475937,"P07858",18,5.56541116731055,0.000108787694261251,0.0110452475643128,-0.187760510054567,"Non-significant",1.95682454555895,"CTSB","Cathepsin B","P07858"
-0.117425891874692,23.0264747900072,-4.33854454735675,0.00153015000066659,0.0638229867010938,-0.933912290680671,"Q9Y4L1",58,-5.55337710959477,0.00011094846627829,0.0110965025750869,0.117425891874689,"Non-significant",1.95481388172531,"HYOU1","Hypoxia up-regulated protein 1","Q9Y4L1"
-0.345682513048455,16.7333776096199,-5.6257037722655,0.000234146329837725,0.0246369544657028,0.921895689278131,"ANT3_HUMAN",5,-5.52519970058582,0.000116186475909277,0.0111223653581152,0.345682513048455,"Non-significant",1.9538028429035,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
0.135305422966059,19.1920015496814,4.82544738408991,0.000731529095865563,0.043767647066028,-0.201917101655305,"Q96AQ6",22,5.53534127309069,0.000114271860720212,0.0111223653581152,-0.135305422966063,"Non-significant",1.9538028429035,"PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1","Q96AQ6"
-0.254994255875047,19.2253209534926,-5.03353146083762,0.000539211110016957,0.0372500376105529,0.0999584494506305,"Q9BYK8",14,-5.52558718392687,0.00011611270659007,0.0111223653581152,0.254994255875047,"Non-significant",1.9538028429035,"HELZ2","Helicase with zinc finger domain 2","Q9BYK8"
0.197403175551507,18.6667684020636,5.82466515313427,0.000178885290813743,0.0210300058551385,1.18568090918503,"P06746",8,5.44187602019199,0.000133254542479376,0.0115369323593464,-0.197403175551511,"Non-significant",1.93790965361658,"POLB","DNA polymerase beta","P06746"
0.192159905539746,21.9715575915717,5.28406524965732,0.000376570823576629,0.0296870716327882,0.454440017097189,"P11279",11,5.43718572440425,0.000134290512465157,0.0115369323593464,-0.192159905539746,"Non-significant",1.93790965361658,"LAMP1","Lysosome-associated membrane glycoprotein 1","P11279"
0.283652346272788,19.5049398803184,6.77791393007331,5.29909435668047e-05,0.0105744836636003,2.36553360553705,"P18827",4,5.46560382429641,0.000128140921038953,0.0115369323593464,-0.283652346272788,"Non-significant",1.93790965361658,"SDC1","Syndecan-1","P18827"
-0.191099669496921,19.2598764535155,-5.62782779829137,0.000233467625498277,0.0246369544657028,0.924744480907355,"P23921",9,-5.44030011473808,0.0001336016804109,0.0115369323593464,0.191099669496921,"Non-significant",1.93790965361658,"RRM1","Ribonucleoside-diphosphate reductase large subunit","P23921"
-0.245733747025835,17.8614241295278,-5.30417141261837,0.000366018667233108,0.0295504950497477,0.482460245045142,"Q12882",9,-5.46583224505763,0.000128092708728579,0.0115369323593464,0.245733747025831,"Non-significant",1.93790965361658,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
0.0863435037524525,21.4723023294741,3.79672351337276,0.00361449664773037,0.0956239032071891,-1.78687675514423,"Q15149",205,5.47357747951365,0.000126469176163858,0.0115369323593464,-0.0863435037524454,"Non-significant",1.93790965361658,"PLEC","Plectin","Q15149"
0.232845079635066,20.2231479039388,5.5092919312256,0.000274790009441101,0.0259347584966876,0.764677135326027,"Q6IAA8",8,5.45600405071619,0.000130184478020861,0.0115369323593464,-0.232845079635062,"Non-significant",1.93790965361658,"LAMTOR1","Ragulator complex protein LAMTOR1","Q6IAA8"
-0.359148316192501,16.0621109173941,-5.78989649670055,0.000187427922777118,0.0216411982871145,1.14003018541218,"Q9UNY4",4,-5.44221088378212,0.000133180901502302,0.0115369323593464,0.359148316192503,"Non-significant",1.93790965361658,"TTF2","Transcription termination factor 2","Q9UNY4"
0.27009113193283,18.1913623115865,5.64560591340894,0.000227869077302383,0.0246369544657028,0.948561123617737,"Q13572",6,5.40396737114164,0.000141874311190083,0.0120341741681613,-0.27009113193283,"Non-significant",1.91958370734295,"ITPK1","Inositol-tetrakisphosphate 1-kinase","Q13572"
-0.151234889974891,18.0160749255862,-5.07621819188983,0.000506894583331094,0.0357547431884385,0.161052480707676,"Q8N3U4",14,-5.35046127511905,0.000155050939139397,0.0129874542896638,0.151234889974891,"Non-significant",1.88647596796464,"STAG2","Cohesin subunit SA-2","Q8N3U4"
-0.252185507357385,18.3115344889428,-5.40245040510545,0.000318806992615096,0.028109548125181,0.618505983273465,"P10909",7,-5.31775134454567,0.000163734178985831,0.0135454658442476,0.252185507357385,"Non-significant",1.8682060544841,"CLU","Clusterin","P10909"
-0.164906420992427,20.8161141030235,-5.04443295850116,0.000530753921423809,0.0370477294527181,0.115587975565835,"P42785",13,-5.29257658545322,0.000170764219530366,0.0139547687204022,0.164906420992427,"Non-significant",1.85527735690272,"PRCP","Lysosomal Pro-X carboxypeptidase","P42785"
0.100019088624784,21.9225595331961,4.18170013268316,0.00195459497751437,0.0722523048519737,-1.17696060580631,"P22570",34,5.24215123253957,0.000185815595213653,0.0147536879720911,-0.100019088624784,"Non-significant",1.83109940573815,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","P22570"
0.180181783706782,20.7550017788147,5.01006935555414,0.000557904855730205,0.0377628327095768,0.0662577395140698,"Q06520",12,5.2379029023887,0.000187145721180084,0.0147536879720911,-0.180181783706789,"Non-significant",1.83109940573815,"SULT2A1","Sulfotransferase 2A1","Q06520"
-0.152637842050556,20.4449318387358,-4.6474958590938,0.000954259500196995,0.0505644754196141,-0.46535709086835,"Q99873",20,-5.24051252866422,0.000186327484277918,0.0147536879720911,0.152637842050556,"Non-significant",1.83109940573815,"PRMT1","Protein arginine N-methyltransferase 1","Q99873"
-0.192913541508716,18.7433237102227,-5.1508671156805,0.000455252202749348,0.033507337165112,0.267205082573503,"P07307",10,-5.22016975615157,0.000192806677649466,0.0148505465164261,0.192913541508723,"Non-significant",1.82825756353864,"ASGR2","Asialoglycoprotein receptor 2","P07307"
-0.0898906798755696,20.3594137199624,-3.98108531292787,0.00268628344828543,0.0836030426276893,-1.49255991921587,"Q9Y3Z3",41,-5.22567079930987,0.0001910316036818,0.0148505465164261,0.0898906798755661,"Non-significant",1.82825756353864,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Q9Y3Z3"
0.247617057636944,18.5384176175937,4.87436813441585,0.00068052443917241,0.042247939546837,-0.130342893440796,"Q14192",10,5.16384375471381,0.000212009803655447,0.0161440647078994,-0.247617057636948,"Non-significant",1.79198711038446,"FHL2","Four and a half LIM domains protein 2","Q14192"
-0.102068576606971,20.2090477856199,-4.22547998327768,0.00182486879576694,0.0698768331453388,-1.10878213843343,"O15460",28,-5.11946160785415,0.000228549528670884,0.0168640317577861,0.102068576606971,"Non-significant",1.77303858861779,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","O15460"
0.148441264079562,18.6063046862542,5.45342193642912,0.000296931531418957,0.0272566875621702,0.688465139433382,"Q6P9B6",10,5.11826279713416,0.000229014608261234,0.0168640317577861,-0.148441264079562,"Non-significant",1.77303858861779,"MEAK7","MTOR-associated protein MEAK7","Q6P9B6"
-0.408907834393698,17.573662957995,-6.7391708302234,5.55514282242136e-05,0.0105744836636003,2.32020884323112,"Q969G9",2,-5.13086644208598,0.000224174194038898,0.0168640317577861,0.408907834393698,"Non-significant",1.77303858861779,"NKD1","Protein naked cuticle homolog 1","Q969G9"
-0.19740376665461,20.1976974028605,-5.59686418708128,0.00024357446770464,0.0246620592930646,0.883145272932775,"Q9UI09",7,-5.08369836852334,0.00024285934744331,0.0176891357306263,0.197403766654602,"Non-significant",1.75229338566513,"NDUFA12","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12","Q9UI09"
-0.293389662577408,20.5970482865843,-5.30907637606715,0.000363492797930197,0.0295504950497477,0.489286200616422,"P50120",5,-5.07494784565073,0.000246501592751211,0.017761367451891,0.293389662577408,"Non-significant",1.75052360083509,"RBP2","Retinol-binding protein 2","P50120"
-0.143778308908626,19.5545085673131,-5.19773317804442,0.000425727639722262,0.0324181922020327,0.333402530511692,"Q8IYS1",11,-5.06035002910481,0.00025270554631196,0.018014679423792,0.143778308908626,"Non-significant",1.7443734618632,"PM20D2","Peptidase M20 domain-containing protein 2","Q8IYS1"
0.131584891011464,20.724546234844,4.38501596864281,0.00142401726846451,0.0618269973143054,-0.862553328107424,"P07355",23,5.04628421313285,0.000258838211360725,0.0180557137224979,-0.13158489101146,"Non-significant",1.7433853397148,"ANXA2","Annexin A2","P07355"
-0.138894751423578,17.8139856067634,-4.7147624714639,0.000862580169557388,0.04763884931503,-0.365210142395965,"Q7KZI7",15,-5.04059089169627,0.00026136460693662,0.0180557137224979,0.138894751423578,"Non-significant",1.7433853397148,"MARK2","Serine/threonine-protein kinase MARK2","Q7KZI7"
-0.20492002060233,21.1709525775888,-4.72605742016908,0.000848127687074834,0.0473608635924039,-0.348461216678325,"Q9NZ01",12,-5.04730377883301,0.000258388487834742,0.0180557137224979,0.204920020602327,"Non-significant",1.7433853397148,"TECR","Very-long-chain enoyl-CoA reductase","Q9NZ01"
0.172041621987436,19.7218235586366,4.91773698621059,0.000638473831529449,0.0409247847314307,-0.0672004137710305,"Q15942",11,5.02779220544304,0.000267138696862344,0.0182662898742303,-0.172041621987439,"Non-significant",1.73834965466031,"ZYX","Zyxin","Q15942"
