"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","M_vs_Null","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.576435391602814,17.2329470628516,6.32134342490527,9.1878481851024e-05,0.0307838853441856,1.82976163838962,"P23142",2,5.67727702194278,9.35381261038617e-05,0.0272521296966077,-0.576435391602807,"Up in M",1.56459955286096,"FBLN1","Fibulin-1","P23142"
0.502941038260488,19.0050818935974,5.86763578939719,0.000166258054061044,0.038417076560795,1.2708708797423,"P20742",3,5.58690276989153,0.00010823356221028,0.0302197125154619,-0.502941038260488,"Up in M",1.51970967148417,"PZP","Pregnancy zone protein","P20742"
0.12137045128468,25.6573507916131,4.30811117975886,0.00158941570474331,0.140523929501692,-0.901888569306785,"P23141",48,5.47727979147279,0.00012939030279754,0.0322009960374631,-0.12137045128468,"Non-significant",1.49213069455002,"CES1","Liver carboxylesterase 1","P23141"
0.165253396458169,19.5935231216932,4.65342027804027,0.000935745155881461,0.120996831942099,-0.387540187842488,"Q14764",32,5.47560302053249,0.000129745842860991,0.0322009960374631,-0.165253396458169,"Non-significant",1.49213069455002,"MVP","Major vault protein","Q14764"
0.145823220017782,20.4221793506274,5.87775255269664,0.000164024453390943,0.038417076560795,1.28368803196367,"Q9NZC3",11,5.50901429066233,0.000122851242617676,0.0322009960374631,-0.145823220017782,"Non-significant",1.49213069455002,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
-0.244899475687873,19.0177816667959,-4.85761374576517,0.000689557566545743,0.107458726823791,-0.092033129234073,"P32754",18,-5.40922896964839,0.000144678737497482,0.0346247221418081,0.244899475687866,"Non-significant",1.46061370306146,"HPD","4-hydroxyphenylpyruvate dioxygenase","P32754"
0.226739937485991,17.2009309609399,5.31770246230414,0.000354292387457895,0.0719428269198592,0.549318243040637,"O15440",8,5.21854868992943,0.000198522799898294,0.0412959043000919,-0.226739937485984,"Non-significant",1.38409301924127,"ABCC5","Multidrug resistance-associated protein 5","O15440"
0.0978989768174579,21.6283564737192,4.00882058164326,0.0025494056969174,0.171741197157445,-1.36161789097197,"O60716",42,5.26841716867744,0.000182667793866553,0.0412959043000919,-0.0978989768174579,"Non-significant",1.38409301924127,"CTNND1","Catenin delta-1","O60716"
-0.172193356372134,19.0515632547921,-4.79488582765282,0.000756875451795391,0.111197890924155,-0.182111648807597,"O95302",15,-5.18632790901332,0.000209530032264308,0.0412959043000919,0.172193356372134,"Non-significant",1.38409301924127,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","O95302"
-0.308863226807905,20.3544683484204,-5.06925272291683,0.000505704032636464,0.0891769137551828,0.207237197290148,"P16949",7,-5.19426363896623,0.000206760889413704,0.0412959043000919,0.308863226807908,"Non-significant",1.38409301924127,"STMN1","Stathmin","P16949"
-0.256116421417968,17.7865317016886,-5.5992469931908,0.000239248735508586,0.0517163153755818,0.924839699581559,"Q4V328",6,-5.21260345668948,0.000200507196724015,0.0412959043000919,0.256116421417961,"Non-significant",1.38409301924127,"GRIPAP1","GRIP1-associated protein 1","Q4V328"
-0.302155213554649,16.6283744580109,-8.06237843412639,1.19309745518942e-05,0.00799494604722433,3.69257104232663,"Q96S19",3,-5.23127059315853,0.00019434542596198,0.0412959043000919,0.302155213554645,"Non-significant",1.38409301924127,"METTL26","Methyltransferase-like 26","Q96S19"
-0.131327733706829,21.1040295213302,-4.31722326830071,0.00156701394659058,0.140523929501692,-0.88808801908811,"O95954",30,-5.14872631258441,0.000223190130546483,0.0414936592785224,0.131327733706829,"Non-significant",1.38201826354671,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
0.159329330298029,21.3949267251361,4.62314364765029,0.000979574984191808,0.121557999427209,-0.431912846434859,"P51690",18,5.1331749782833,0.000229109893046609,0.0414936592785224,-0.159329330298029,"Non-significant",1.38201826354671,"ARSL","Arylsulfatase L","P51690"
-0.223780562243554,18.962891215824,-5.08997113355141,0.000490752850262359,0.0891769137551828,0.236146330039849,"Q8TAV3",9,-5.15188936751158,0.00022200584137703,0.0414936592785224,0.223780562243558,"Non-significant",1.38201826354671,"CYP2W1","Cytochrome P450 2W1","Q8TAV3"
0.117596243656504,19.7875131585684,4.37723757895247,0.00142756550941657,0.140523929501692,-0.797495982561462,"O60610",23,5.09503433111608,0.000244336360610236,0.0430867882223471,-0.117596243656507,"Non-significant",1.36565587790741,"DIAPH1","Protein diaphanous homolog 1","O60610"
0.137931642308413,24.1619931187662,4.18285444574151,0.0019341031075201,0.154201720433758,-1.09279346921115,"Q96HE7",40,5.05570733729196,0.000261151588748301,0.0448711999026248,-0.137931642308413,"Non-significant",1.34803231682482,"ERO1A","ERO1-like protein alpha","Q96HE7"
0.124247982222286,25.1470570138713,4.1682949965732,0.00197901029059889,0.154201720433758,-1.1151263495724,"P42330",32,5.02293068315976,0.00027609168291674,0.0462522591806269,-0.124247982222283,"Non-significant",1.33486704939592,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
0.178479340261852,18.5117824796897,4.73381401954678,0.000829174948764202,0.111197890924155,-0.270410946051413,"Q53FZ2",12,4.94788755191966,0.000313768884294752,0.0512820803331496,-0.178479340261852,"Non-significant",1.29003436533632,"ACSM3","Acyl-coenzyme A synthetase ACSM3, mitochondrial","Q53FZ2"
1.19787664464915,16.2114974603138,4.40636119727513,0.00136468386218185,0.140523929501692,-0.753724080183475,"P01876",5,4.87853360194645,0.000353386240902533,0.0550752627955121,-1.19787664464915,"Non-significant",1.25904342190541,"IGHA1","Immunoglobulin heavy constant alpha 1","P01876"
0.184329315759598,18.1355461499488,4.99703436679815,0.000561742397806937,0.091810629456202,0.105926008350615,"Q13418",9,4.87848567968641,0.000353415355947921,0.0550752627955121,-0.184329315759598,"Non-significant",1.25904342190541,"ILK","Integrin-linked protein kinase","Q13418"
0.101613815187211,21.332685187637,4.12003643521726,0.00213588455358953,0.162642754472767,-1.1893582956514,"O75306",23,4.83506330205164,0.000380855496432786,0.0578353269006389,-0.101613815187218,"Non-significant",1.23780680532721,"NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","O75306"
-0.338335349176537,15.9174213059257,-4.83114532878263,0.0007171505258419,0.109218765310604,-0.12996599911078,"O95255",5,-4.81809421795559,0.000392175868825673,0.0578353269006389,0.338335349176536,"Non-significant",1.23780680532721,"ABCC6","Multidrug resistance-associated protein 6","O95255"
0.103112883341858,20.3592041321923,4.35939117466517,0.00146760738996392,0.140523929501692,-0.824380293580651,"P83111",18,4.81098998496265,0.000397019107212265,0.0578353269006389,-0.103112883341858,"Non-significant",1.23780680532721,"LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial","P83111"
0.406767544176702,19.7128631652301,5.96419466420793,0.000146205645301356,0.0367101533713806,1.39253762713183,"C9JQL5",2,4.73835998084803,0.000450271921091597,0.0581129159925046,-0.406767544176699,"Non-significant",1.23572733196648,NA,"Putative dispanin subfamily A member 2d","C9JQL5"
0.119611425117167,20.678345492721,3.95424446338478,0.0027823544510943,0.175682429418066,-1.44673483347803,"GELS_HUMAN",28,4.68131882723198,0.000497298318446609,0.0581129159925046,-0.11961142511716,"Non-significant",1.23572733196648,"GSN","Gelsolin","GELS_HUMAN"
-0.13499453100507,19.0604546851667,-4.27197351245589,0.00168164702319781,0.141520372272576,-0.956737877019672,"P00439",19,-4.78064441199905,0.000418421024322342,0.0581129159925046,0.13499453100507,"Non-significant",1.23572733196648,"PAH","Phenylalanine-4-hydroxylase","P00439"
0.111729254970932,20.1812217875888,4.27993767879819,0.00166084579284235,0.141520372272576,-0.944633880554568,"P00491",17,4.66501091909512,0.000511664235719709,0.0581129159925046,-0.111729254970939,"Non-significant",1.23572733196648,"PNP","Purine nucleoside phosphorylase","P00491"
0.42718528914153,16.8927545922773,4.92083103173659,0.0006281302945235,0.100216692942904,-0.00188659505036881,"P05543",3,4.70152188132957,0.000480082230450697,0.0581129159925046,-0.42718528914153,"Non-significant",1.23572733196648,"SERPINA7","Thyroxine-binding globulin","P05543"
0.111613346281842,20.6776549804042,3.67282963278335,0.00439306269922031,0.197569886895808,-1.89123813327133,"P0C0L4",69,4.67806491670276,0.00050013078705821,0.0581129159925046,-0.111613346281839,"Non-significant",1.23572733196648,"C4A","Complement C4-A","P0C0L4"
0.19173523528838,21.7914337980693,4.35699402794458,0.00147307571048124,0.140523929501692,-0.827994978151645,"P19224",16,4.79421313391953,0.000408706183002539,0.0581129159925046,-0.191735235288384,"Non-significant",1.23572733196648,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
-0.136872915198087,18.2456403531,-4.6385565250498,0.000956996283081815,0.120996831942099,-0.409306345717461,"P41214",12,-4.66937992482778,0.000507773576267468,0.0581129159925046,0.136872915198087,"Non-significant",1.23572733196648,"EIF2D","Eukaryotic translation initiation factor 2D","P41214"
0.223237087618319,21.2302488690718,4.73617346997098,0.000826249304154714,0.111197890924155,-0.266988663046479,"P62330",8,4.74691312287043,0.000443630915295924,0.0581129159925046,-0.223237087618319,"Non-significant",1.23572733196648,"ARF6","ADP-ribosylation factor 6","P62330"
-0.137189510482838,18.8306196194242,-5.04518165916163,0.000523688141326886,0.0899275769802781,0.173562799848196,"Q8N6H7",10,-4.68464108506478,0.000494423606745121,0.0581129159925046,0.137189510482841,"Non-significant",1.23572733196648,"ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","Q8N6H7"
0.294378255310193,24.1647058199861,4.39407699210473,0.00139084194066756,0.140523929501692,-0.772171587456859,"Q8TDB8",10,4.73490216505726,0.000452986081851405,0.0581129159925046,-0.294378255310196,"Non-significant",1.23572733196648,"SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3","Q8TDB8"
-0.137479349264389,18.4774298316301,-4.75293839741867,0.000805774985045868,0.111197890924155,-0.242697087653879,"Q9H9A6",12,-4.7664265592049,0.000428859691580822,0.0581129159925046,0.137479349264385,"Non-significant",1.23572733196648,"LRRC40","Leucine-rich repeat-containing protein 40","Q9H9A6"
-0.125040923887294,19.4258464539573,-4.3451554692248,0.00150039940894655,0.140523929501692,-0.845858792744234,"Q9ULR3",16,-4.69227741653309,0.000487881471352353,0.0581129159925046,0.125040923887294,"Non-significant",1.23572733196648,"PPM1H","Protein phosphatase 1H","Q9ULR3"
0.104392256841816,19.662632864503,3.90463841649957,0.00301349892867161,0.177479085424146,-1.52442237521756,"A0FGR8",26,4.64780278207104,0.000527293113128687,0.0585812947002084,-0.104392256841816,"Non-significant",1.23224103424297,"ESYT2","Extended synaptotagmin-2","A0FGR8"
0.158771823400311,21.1961578689446,3.87889798171892,0.00314129176073772,0.180826121156343,-1.56485200212122,"P02751",72,4.64135938392202,0.000533272493167096,0.0585812947002084,-0.158771823400311,"Non-significant",1.23224103424297,"FN1","Fibronectin","P02751"
-0.563949930022584,15.5840731524274,-4.77411338027479,0.00078068336573225,0.111197890924155,-0.212078907247855,"P50748",2,-4.63048294555125,0.000543526492993601,0.058744694025002,0.563949930022586,"Non-significant",1.23103135390265,"KNTC1","Kinetochore-associated protein 1","P50748"
0.074001834743548,20.7408040681495,3.15930628359965,0.0103336723370028,0.263292541179678,-2.72096012970402,"P11717",86,4.61094716963489,0.000562463390257889,0.0598264631447319,-0.0740018347435516,"Non-significant",1.2231066712701,"IGF2R","Cation-independent mannose-6-phosphate receptor","P11717"
0.144887366828481,21.0393694491624,4.10153006334543,0.00219947151224491,0.163068664305784,-1.21790876345673,"Q8TD30",19,4.58772564699509,0.000585870371279273,0.0613424587178501,-0.144887366828485,"Non-significant",1.21223882068815,"GPT2","Alanine aminotransferase 2","Q8TD30"
0.204351541171558,20.112756688613,5.16003665527624,0.000443592447927805,0.0849289426732635,0.333396026986197,"Q6ZNA5",6,4.57649701582353,0.000597550328197083,0.0616028422961331,-0.204351541171562,"Non-significant",1.21039924944192,"FRRS1","Ferric-chelate reductase 1","Q6ZNA5"
-0.166923833821446,18.2446520765021,-6.05571455232467,0.000129587641831639,0.0367101533713806,1.50648732654962,"O60238",6,-4.55134020298496,0.00062460676931741,0.0634165145635752,0.166923833821446,"Non-significant",1.1977976309214,"BNIP3L","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like","O60238"
0.281461797154932,22.0170316768052,5.08522036268857,0.000494138952547026,0.0891769137551828,0.22952354942317,"O15260",4,4.52326201137381,0.000656316312242428,0.0643121099798033,-0.281461797154936,"Non-significant",1.19170724166038,"SURF4","Surfeit locus protein 4","O15260"
0.214184389414235,18.3565473877882,4.03815265526034,0.00243275914533266,0.166346112580348,-1.31602863380605,"O43157",19,4.51206221864464,0.000669427686068852,0.0643121099798033,-0.214184389414243,"Non-significant",1.19170724166038,"PLXNB1","Plexin-B1","O43157"
0.351483336358527,18.8267739737651,3.95687349424412,0.00277063551832764,0.175682429418066,-1.44262600489997,"O60437",47,4.46861040507893,0.000722930087088362,0.0643121099798033,-0.351483336358534,"Non-significant",1.19170724166038,"PPL","Periplakin","O60437"
0.084605027357604,20.6115624572975,3.45054469250361,0.00634197779523749,0.222465418256194,-2.24806125804368,"P05165",39,4.47775100998375,0.000711317218546889,0.0643121099798033,-0.0846050273576004,"Non-significant",1.19170724166038,"PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial","P05165"
0.148306310587923,22.1137198896018,3.92381258422183,0.00292185375051214,0.176390468307945,-1.49435813961341,"P05556",23,4.47199101814048,0.000718612324302627,0.0643121099798033,-0.148306310587927,"Non-significant",1.19170724166038,"ITGB1","Integrin beta-1","P05556"
0.100218804912966,19.4383625757953,3.87250828909011,0.00317388594435203,0.180826121156343,-1.57490033328782,"P07225",22,4.48191522285323,0.000706091158893597,0.0643121099798033,-0.10021880491297,"Non-significant",1.19170724166038,"XII.01","Vitamin K-dependent protein S","P07225"
-0.204336226590286,17.8538851073778,-4.3662626728388,0.00145205094356355,0.140523929501692,-0.814023348180613,"P30260",9,-4.46631909718012,0.000725871898293574,0.0643121099798033,0.204336226590282,"Non-significant",1.19170724166038,"CDC27","Cell division cycle protein 27 homolog","P30260"
-0.185325287945879,19.0849456734911,-4.34516256382359,0.00150038287483799,0.140523929501692,-0.845848081209148,"P52292",10,-4.46358257007445,0.000729401635347717,0.0643121099798033,0.18532528794589,"Non-significant",1.19170724166038,"KPNA2","Importin subunit alpha-1","P52292"
0.115642614423287,20.4450303669948,3.90343657163126,0.003019342745613,0.177479085424146,-1.52630829968045,"Q7Z3C6",23,4.50881338108842,0.00067328179056561,0.0643121099798033,-0.115642614423283,"Non-significant",1.19170724166038,"ATG9A","Autophagy-related protein 9A","Q7Z3C6"
0.16386854314915,20.3729971049362,4.24282870940231,0.00176014547390785,0.142105238803091,-1.00110934449754,"Q9Y6M5",13,4.50957368619282,0.000672377775154014,0.0643121099798033,-0.163868543149157,"Non-significant",1.19170724166038,"SLC30A1","Zinc transporter 1","Q9Y6M5"
0.0998346130624306,20.9666929268056,3.50862701762412,0.00575892560763058,0.219628372462606,-2.1544101353772,"P06213",44,4.41299385346669,0.000797966895369608,0.0676857742515411,-0.0998346130624306,"Non-significant",1.16950259886661,"INSR","Insulin receptor","P06213"
0.10623581235199,22.9103855542672,4.05827532974627,0.00235599084645916,0.165182938310766,-1.28481767696545,"P30084",17,4.42397596262817,0.000782533704155546,0.0676857742515411,-0.106235812351994,"Non-significant",1.16950259886661,"ECHS1","Enoyl-CoA hydratase, mitochondrial","P30084"
-6.94394296993436,22.1257807247741,-3.96485097076185,0.00273539187317273,0.175682429418066,-1.43016354067364,"P42336",1,-4.42009265879284,0.000787955190137839,0.0676857742515411,6.94394296993436,"Non-significant",1.16950259886661,"PIK3CA","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","P42336"
-0.40263977583078,15.9792934745892,-9.83785498689206,2.04469292062779e-06,0.00228358121018781,5.20133840014572,"E7EN19",1,-4.39086835317484,0.000830027233919753,0.0695251561812033,0.402639775830774,"Non-significant",1.15785802686425,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","E7EN19"
0.150419573042086,22.2801802829125,3.72043347961407,0.00406373022751711,0.192944455805593,-1.81542980552074,"P02679",32,4.32334870558685,0.000936388299022208,0.0774659011326891,-0.150419573042093,"Non-significant",1.11088942276761,"FGG","Fibrinogen gamma chain","P02679"
0.16655986017366,23.4837640446358,3.91019768860212,0.00298662154312913,0.177479085424146,-1.51570108782552,"O00584",16,4.29844930055368,0.00097909599439971,0.0777730943234372,-0.16655986017366,"Non-significant",1.10917062162016,"RNASET2","Ribonuclease T2","O00584"
0.154988928469432,24.7516636276948,3.84329303536153,0.00332749057527346,0.18307043022033,-1.6209050661322,"P07858",18,4.27357140868799,0.00102378585954047,0.0777730943234372,-0.154988928469436,"Non-significant",1.10917062162016,"CTSB","Cathepsin B","P07858"
0.101190796913873,20.4734399730874,3.81964440578069,0.00345752073704749,0.187717322238246,-1.65821679768183,"P13797",19,4.27876218139425,0.00101428994045911,0.0777730943234372,-0.101190796913873,"Non-significant",1.10917062162016,"PLS3","Plastin-3","P13797"
-0.144668283408659,20.1115273883379,-3.76419008193594,0.00378371450247684,0.187812376897017,-1.74595850695591,"P21397",22,-4.27024511195568,0.00102991930222443,0.0777730943234372,0.144668283408659,"Non-significant",1.10917062162016,"MAOA","Amine oxidase [flavin-containing] A","P21397"
0.117395120568187,18.0779642702237,4.08355238651445,0.00226315263101595,0.163068664305784,-1.24568751487579,"Q00653",14,4.26860846658392,0.00103295111099626,0.0777730943234372,-0.11739512056819,"Non-significant",1.10917062162016,"NFKB2","Nuclear factor NF-kappa-B p100 subunit","Q00653"
-0.111899856191741,19.4704881008084,-3.63097179177298,0.00470562629189604,0.203434850206422,-1.95808507619917,"Q01780",27,-4.27039967697605,0.00102963345445797,0.0777730943234372,0.111899856191737,"Non-significant",1.10917062162016,"EXOSC10","Exosome component 10","Q01780"
-0.284948867003436,16.0802498094699,-4.36348626614095,0.00145831536944592,0.140523929501692,-0.818207205479903,"Q6YHU6",5,-4.28719445939375,0.000999058081937687,0.0777730943234372,0.284948867003438,"Non-significant",1.10917062162016,"THADA","Thyroid adenoma-associated protein","Q6YHU6"
0.140830946570688,21.8488655026991,4.43518755400973,0.00130532460562053,0.140523929501692,-0.710522730396382,"Q9H3M7",10,4.29868972852546,0.000978674097719553,0.0777730943234372,-0.140830946570691,"Non-significant",1.10917062162016,"TXNIP","Thioredoxin-interacting protein","Q9H3M7"
-0.16671321559463,17.8557604263626,-3.85146530829517,0.00328375467121252,0.18307043022033,-1.6080262667853,"Q02388",16,-4.23592333923804,0.001095473256665,0.0815640699212466,0.16671321559463,"Non-significant",1.08850111172863,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
0.082514028170813,20.0537408619581,3.11194953199278,0.0111945407613668,0.270439531080638,-2.79822104697165,"Q07954",85,4.222027772027,0.00112322831805467,0.0827115709811465,-0.082514028170813,"Non-significant",1.08243373032964,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
-0.227378974731721,18.1719389651344,-4.64558508677302,0.00094688413662877,0.120996831942099,-0.399009593201662,"Q96CX6",5,-4.20913653026567,0.00114962813561646,0.0837354145300644,0.227378974731721,"Non-significant",1.07709082537476,"LRRC58","Leucine-rich repeat-containing protein 58","Q96CX6"
-0.201143279266631,17.6410398644006,-4.32561745847232,0.00154667234395569,0.140523929501692,-0.875385378545274,"Q9NUB1",7,-4.20128692209566,0.00116601691495616,0.084015906958293,0.201143279266631,"Non-significant",1.07563848000734,"ACSS1","Acetyl-coenzyme A synthetase 2-like, mitochondrial","Q9NUB1"
-0.156197293585329,19.1745646490324,-4.17446252469592,0.00195985440527519,0.154201720433758,-1.10566234771977,"Q63HM1",10,-4.19307843014338,0.00118341365208877,0.0843622859856048,0.156197293585333,"Non-significant",1.07385166058875,"AFMID","Kynurenine formamidase","Q63HM1"
0.101711612472748,25.8472216910439,3.44109610966879,0.00644246213007059,0.223683620381363,-2.26332083855714,"P68104",34,4.18055136786842,0.00121048208093492,0.0853835834141571,-0.101711612472744,"Non-significant",1.06862562249603,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","P68104"
0.21809708506996,22.6263832839792,3.71669146534542,0.00408866030807256,0.192944455805593,-1.8213803859294,"P52895",20,4.16171339213773,0.00125239802281635,0.0855945357920485,-0.218097085069964,"Non-significant",1.06755395905072,"AKR1C2","Aldo-keto reductase family 1 member C2","P52895"
-0.0718549198433003,20.7547663652275,-3.09868752027677,0.01144853416789,0.273012909106872,-2.81986817680671,"Q04637",42,-4.16079040350218,0.00125448989779058,0.0855945357920485,0.0718549198433038,"Non-significant",1.06755395905072,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","Q04637"
0.277377707683439,18.7552264640361,4.07456805457542,0.00229570166184774,0.163654221660018,-1.25958604084855,"Q9BV68",6,4.15636658983113,0.00126456633986163,0.0855945357920485,-0.277377707683449,"Non-significant",1.06755395905072,"RNF126","E3 ubiquitin-protein ligase RNF126","Q9BV68"
-0.809258375680978,16.0143195097199,-3.77972603856565,0.00368920703059989,0.187717322238246,-1.72134243115976,"Q9NTJ3",5,-4.16374589749753,0.00124780422367122,0.0855945357920485,0.809258375680974,"Non-significant",1.06755395905072,"SMC4","Structural maintenance of chromosomes protein 4","Q9NTJ3"
