"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","MF_vs_OF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.66533581481858,17.7815707456301,3.63788651842308,0.0044429294103048,0.0501407836018494,-2.02427953273901,"Q6ISS4",1,3.57772966904784,0.00446049914346431,0.0463438300837902,-0.66533581481858,"Up in MF",1.33400807681453,"LAIR2","Leukocyte-associated immunoglobulin-like receptor 2","Q6ISS4"
0.305225131821913,22.0037202009479,3.39326409047485,0.00670597978776485,0.0604249439129718,-2.43086073716712,"P00747",6,3.56002465391261,0.0045997818174296,0.0464803612706875,-0.305225131821917,"Non-significant",1.33273050503132,"PLG","Plasminogen","P00747"
0.258815568055805,19.1767398785049,3.45271810842712,0.0060642506234197,0.0591027622994804,-2.33167374805571,"P39060",5,3.55684221619412,0.00462528880507657,0.0464803612706875,-0.258815568055809,"Non-significant",1.33273050503132,"COL18A1","Collagen alpha-1(XVIII) chain","P39060"
0.354471262964051,19.1810953678463,4.10799673744834,0.00205195712845194,0.0331013084142379,-1.25816436695519,"P05386",1,3.51957234467613,0.00493507495385832,0.0478283407822631,-0.354471262964047,"Non-significant",1.32031468501987,"RPLP1","60S acidic ribosomal protein P1","P05386"
0.248360226012974,19.8187397668469,3.20794689048271,0.00919296079318728,0.0709791070999018,-2.74110650468239,"P62258",9,3.52437786731287,0.00489396108262,0.0478283407822631,-0.248360226012974,"Non-significant",1.32031468501987,"YWHAE","14-3-3 protein epsilon","P62258"
0.342771121629021,19.1892408119222,3.9321842237598,0.00273072021240378,0.0387072259811368,-1.54189156757372,"Q9H0W9",2,3.51281413058605,0.00499349724317266,0.0478283407822631,-0.342771121629017,"Non-significant",1.32031468501987,"C11orf54","Ester hydrolase C11orf54","Q9H0W9"
0.418538011578445,17.4766448114634,3.44040457819958,0.00619174816643835,0.0591027622994804,-2.35219932489386,"P22314",4,3.49321184580663,0.00516700847321369,0.0478410540450219,-0.418538011578445,"Non-significant",1.32019926043909,"UBA1","Ubiquitin-like modifier-activating enzyme 1","P22314"
0.33974918728131,18.7725400479573,3.61408132376308,0.00462331666128718,0.0501407836018494,-2.06365168525267,"P40925",3,3.48637677692811,0.00522895696740043,0.0478410540450219,-0.339749187281313,"Non-significant",1.32019926043909,"MDH1","Malate dehydrogenase, cytoplasmic","P40925"
0.289172243967695,19.4219684190473,3.32621941735969,0.00751426165216194,0.0630992108599352,-2.54293800083813,"P55786",6,3.49394094099042,0.00516044511785962,0.0478410540450219,-0.289172243967691,"Non-significant",1.32019926043909,"NPEPPS","Puromycin-sensitive aminopeptidase","P55786"
0.214783466460101,23.9146720370955,2.98011396973226,0.0135912440400747,0.0936116022086045,-3.12358459558199,"P02751",92,3.4682860590595,0.00539662909735752,0.0479439657489879,-0.214783466460105,"Non-significant",1.31926604557002,"FN1","Fibronectin","P02751"
0.334526060724063,19.9211170693811,3.60905628606729,0.00466235671338567,0.0501407836018494,-2.07196870734963,"Q6H9L7",3,3.47530329587034,0.00533094425211036,0.0479439657489879,-0.334526060724073,"Non-significant",1.31926604557002,"ISM2","Isthmin-2","Q6H9L7"
-0.111981996106291,22.5240569280292,-2.46101767033354,0.0332898246554742,0.167267725522997,-3.98715465787927,"P12109",14,-3.4256052453336,0.00581444483720814,0.0509179240744085,0.111981996106291,"Non-significant",1.29312931085906,"COL6A1","Collagen alpha-1(VI) chain","P12109"
-0.238391900310312,20.9006201456713,-3.20349537687588,0.00926317874060709,0.0709791070999018,-2.74857375460095,"P13591",6,-3.38800401620506,0.00620999385136252,0.0536158624068342,0.238391900310308,"Non-significant",1.27070670402741,"NCAM1","Neural cell adhesion molecule 1","P13591"
0.346623507521915,18.6571529230498,3.14093595618152,0.0103100960953052,0.0780257889681735,-2.85355958842274,"P06744",8,3.32440112982189,0.00694293077409165,0.0567602604819521,-0.346623507521908,"Non-significant",1.24595562016286,"GPI","Glucose-6-phosphate isomerase","P06744"
0.47395358216178,17.216241264921,3.44320459970912,0.00616251494216103,0.0591027622994804,-2.34753112168607,"P48506",2,3.33575518218152,0.00680588123110912,0.0567602604819521,-0.473953582161776,"Non-significant",1.24595562016286,"GCLC","Glutamate--cysteine ligase catalytic subunit","P48506"
-0.217400392515497,21.779220830167,-3.12451382701358,0.010604442048473,0.0783195539242647,-2.88112953199971,"Q14118",6,-3.31672661919767,0.00703716116905116,0.0567602604819521,0.217400392515493,"Non-significant",1.24595562016286,"DAG1","Dystroglycan","Q14118"
0.866045511122255,19.8495635762486,3.24591740332082,0.00861573404663094,0.0694926969813785,-2.67743432317278,"Q9BTM1",3,3.318731652799,0.00701241722701163,0.0567602604819521,-0.866045511122252,"Non-significant",1.24595562016286,"H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC4;H2AC6;H2AC7;H2AJ;H2AW","Histone H2A type 1-B/E","Q9BTM1"
-0.141675792715041,24.3504831729274,-2.66898802836056,0.0232530665232405,0.130771832832536,-3.6438631832038,"RETBP_HUMAN",13,-3.34095521240669,0.00674404062647759,0.0567602604819521,0.141675792715031,"Non-significant",1.24595562016286,"RBP4","Retinol-binding protein 4","RETBP_HUMAN"
0.289053269285144,18.2095189442962,3.30600822951064,0.00777709663605508,0.0644237869986725,-2.57676562220607,"P60842",4,3.30901257007508,0.00713319443222016,0.0567876387915709,-0.289053269285141,"Non-significant",1.24574618874056,"EIF4A2","Eukaryotic initiation factor 4A-II","P60842"
0.219750607354904,25.8531226477437,2.90950604262663,0.0153498455173538,0.0986498978730071,-3.24204509984104,"P08833",16,3.2976094570921,0.00727761180382832,0.0571945645608559,-0.219750607354907,"Non-significant",1.24264524207046,"IGFBP1","Insulin-like growth factor-binding protein 1","P08833"
-0.15465419902905,25.6958681309142,-2.60618494423198,0.0259172051010208,0.143128348891223,-3.74806108339005,"P19823",44,-3.27191881323057,0.00761401703309919,0.0590809169783519,0.154654199029054,"Non-significant",1.22855277274486,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
0.434707150351549,19.4726577815863,3.1333795407679,0.0104444852448493,0.0780788957938125,-2.86624510303288,"Q3LXA3",6,3.25496085678772,0.00784472671419863,0.060110218447547,-0.434707150351553,"Non-significant",1.2210516937517,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
0.386566970660077,18.9475425085454,3.4332577868483,0.00626701394692695,0.0591027622994804,-2.36411661174569,"P39687",2,3.2332186419767,0.0081509887908298,0.0601994714310682,-0.38656697066008,"Non-significant",1.22040732195776,"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A","P39687"
0.427281918715742,17.5941798236045,3.462722290964,0.00596266211778889,0.0591027622994804,-2.3150045576729,"P62310",1,3.23399702298618,0.00813981691691399,0.0601994714310682,-0.427281918715749,"Non-significant",1.22040732195776,"LSM3","U6 snRNA-associated Sm-like protein LSm3","P62310"
0.324923760134297,17.3030461331916,3.79646242653244,0.00341367868234446,0.0442803823347806,-1.76328993167876,"Q9NZP8",1,3.24438440025666,0.00799221448560441,0.0601994714310682,-0.324923760134293,"Non-significant",1.22040732195776,"C1RL","Complement C1r subcomponent-like protein","Q9NZP8"
0.394127545176307,18.10821121932,3.0981658140632,0.0110947273994944,0.0800125634810593,-2.92536908504948,"P68104",6,3.22272468321778,0.00830313928394506,0.0605931473935515,-0.394127545176318,"Non-significant",1.2175764883328,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","P68104"
0.38670298437945,17.0120718322016,3.51044817106729,0.0055016820096964,0.0562441740538526,-2.23557204101779,"Q13838",1,3.2058125985453,0.00855445715957203,0.0616927322213841,-0.38670298437945,"Non-significant",1.20976599548151,"DDX39A;DDX39B","ATP-dependent RNA helicase DDX39A","Q13838"
0.167093097984885,20.998358843094,2.69622046589904,0.0221844170378464,0.128292902303772,-3.5985657042348,"P0DMV9",14,3.19659357925176,0.00869470088119471,0.0619750190717716,-0.167093097984893,"Non-significant",1.20778333091329,"HSPA1A;HSPA1B","Heat shock 70 kDa protein 1A","P0DMV9"
-0.277970189465822,23.3006196932848,-2.95831108704902,0.0141113469597708,0.094212633985441,-3.16017640621556,"P02652",8,-3.16299886861915,0.00922584640348923,0.0650051016705621,0.27797018946583,"Non-significant",1.18705255811978,"APOA2","Apolipoprotein A-II","P02652"
-0.137632287705877,26.8416455254385,-2.45383878325599,0.033703791866794,0.167970930197925,-3.99890324661127,"P01023",90,-3.15148262609428,0.00941541672472417,0.0655869369574536,0.137632287705873,"Non-significant",1.18318265105464,"A2M","Alpha-2-macroglobulin","P01023"
0.384239800310297,18.1586826297404,3.3752807298042,0.00691357809785819,0.0605431910569581,-2.46090117878202,"Q04446",1,3.10379691777541,0.010243411797121,0.0705529374341029,-0.384239800310294,"Non-significant",1.15148489991297,"GBE1","1,4-alpha-glucan-branching enzyme","Q04446"
0.932610150807799,15.3305933915452,3.04474695475064,0.0121608599974799,0.0866814788192465,-3.01507092782888,"P98172",1,3.08606609491853,0.0105697887821162,0.0719920058159691,-0.932610150807799,"Non-significant",1.14271572610714,"EFNB1","Ephrin-B1","P98172"
0.27387743140055,20.3414210332203,2.97351660127481,0.0137465393773752,0.0936292070925664,-3.13465793253725,"P63104",5,3.06452528398081,0.0109805038454743,0.0739675698601727,-0.273877431400553,"Non-significant",1.13095864942915,"YWHAZ","14-3-3 protein zeta/delta","P63104"
0.800221472072812,15.5926263976741,3.00876515906943,0.0129372004425398,0.0901193621736008,-3.07548713530466,"P42574",1,3.03260094870347,0.0116190955380082,0.0774185387478152,-0.800221472072815,"Non-significant",1.11115503012052,"CASP3","Caspase-3","P42574"
0.336792038532487,18.9906228873755,3.38509478549612,0.00679947759214643,0.0604249439129718,-2.44450510383323,"P30046",1,3.01852055835605,0.011912555073203,0.0785203898911119,-0.336792038532494,"Non-significant",1.10501755258785,"DDT","D-dopachrome decarboxylase","P30046"
0.344042936492286,19.7274946632373,3.3437578099559,0.0072935912698514,0.0620968256724849,-2.51359843534984,"P78417",1,3.00643749223975,0.0121703479016001,0.0793662049327749,-0.344042936492283,"Non-significant",1.10036438593046,"GSTO1","Glutathione S-transferase omega-1","P78417"
0.317898086974729,18.6122514306583,3.41192176420402,0.00649737892751235,0.0603468679176526,-2.39971231308393,"P07741",1,2.98992426113076,0.0125317883173455,0.0795880990189336,-0.317898086974726,"Non-significant",1.09915186840326,"APRT","Adenine phosphoribosyltransferase","P07741"
0.357206679021573,18.865247602522,3.02459567735544,0.0125896210545982,0.0887061805341228,-3.04890773905316,"SODC_HUMAN",3,2.98713608903644,0.0125938753749373,0.0795880990189336,-0.357206679021569,"Non-significant",1.09915186840326,"SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN"
-0.121500309571484,26.9461349568262,-2.26840638952754,0.0463256594692937,0.199983304610401,-4.29927941837201,"TRFE_HUMAN",94,-2.98942437282885,0.0125428970869937,0.0795880990189336,0.121500309571481,"Non-significant",1.09915186840326,"TF","Serotransferrin","TRFE_HUMAN"
-0.124877002538312,23.6139872337655,-2.29524421932465,0.0442485073193036,0.196056616926087,-4.25621352512012,"Q16819",23,-2.9641020765947,0.0131188038163851,0.0820594565249394,0.124877002538309,"Non-significant",1.08587136366695,"MEP1A","Meprin A subunit alpha","Q16819"
0.315180097013265,17.4704506983776,3.21110058962766,0.00914354448891314,0.0709791070999018,-2.73581659437354,"Q9GZV4",2,2.94749981121879,0.0135107752025074,0.0836576282741112,-0.315180097013265,"Non-significant",1.07749445199621,"EIF5A;EIF5A2;EIF5AL1","Eukaryotic translation initiation factor 5A-1","Q9GZV4"
