"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HF_vs_HMF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.397461119594873,24.4339766555626,5.65208264921247,0.000206424056886739,0.0180768495530816,0.703811169928054,"P01042",4,5.51976305287664,0.000206582063429724,0.0125100169027781,-0.397461119594869,"Non-significant",1.90274210351375,"KNG1","Kininogen-1","P01042"
0.193920696675743,24.2548187782133,3.7781047655218,0.00356893884255549,0.0683674847027035,-2.25094307174256,"P01019",23,5.30622088258125,0.000283221299819388,0.0144678880657737,-0.193920696675743,"Non-significant",1.83959485991905,"AGT","Angiotensinogen","P01019"
-0.485860937021329,22.6623818974055,-4.70269309112534,0.00082244087065424,0.0387812502854653,-0.734851430643353,"P00738",31,-5.13697318037787,0.00036537355778934,0.017228768532682,0.485860937021325,"Non-significant",1.76374576367641,"HP","Haptoglobin","P00738"
0.334024772470034,25.7964503885159,4.3467414736102,0.00142748582816599,0.0437524406332877,-1.30646489372819,"P19823",44,5.0223399432989,0.000435174607996515,0.017956652590541,-0.334024772470038,"Non-significant",1.74577461961474,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
-0.507914919016468,20.7438372057202,-4.89367742380975,0.000616363610021315,0.0314859077452555,-0.43516395841511,"P31431",5,-5.00580833708572,0.000446354884142649,0.017956652590541,0.507914919016468,"Up in HMF",1.74577461961474,"SDC4","Syndecan-4","P31431"
-0.700958467972882,15.4398068274846,-5.30389102814696,0.000337640341503932,0.0229970588157678,0.19116329520437,"Q5R3I4",1,-4.97406013016272,0.000468689137762897,0.017956652590541,0.700958467972878,"Up in HMF",1.74577461961474,"TTC38","Tetratricopeptide repeat protein 38","Q5R3I4"
-0.308034601881175,22.8599649845326,-4.47477030371754,0.00116829147476764,0.0388312998155242,-1.09896994846264,"P05787",7,-4.87763605163296,0.00054408703920354,0.0196191385312806,0.308034601881179,"Non-significant",1.70732006623869,"KRT8","Keratin, type II cytoskeletal 8","P05787"
-0.391813227218101,21.5068430124808,-4.45566367452784,0.00120358025529357,0.0388312998155242,-1.12980365132678,"P07858",8,-4.80038224336995,0.000613741772333469,0.0209013170244676,0.391813227218105,"Non-significant",1.67982634745651,"CTSB","Cathepsin B","P07858"
-0.542852014254997,18.536786509367,-4.99884198383373,0.000527021576422485,0.031456066571325,-0.272313398193921,"O43278",2,-4.65078100241598,0.000776850111523047,0.025063637808612,0.542852014254997,"Up in HMF",1.60095589401439,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
-0.444350831559763,18.049025916515,-4.58252072691092,0.000988745767603327,0.0388312998155242,-0.92597402588529,"Q16651",3,-4.43156699295827,0.00110346645417107,0.0338212468203434,0.44435083155977,"Non-significant",1.47081038617607,"PRSS8","Prostasin","Q16651"
-0.278716181396032,21.265998478324,-4.08874093832223,0.00215220642567829,0.0515937868445777,-1.73065535114449,"O00584",6,-4.32983810186306,0.00130154643832421,0.0379927603187018,0.278716181396032,"Non-significant",1.42029915215123,"RNASET2","Ribonuclease T2","O00584"
-0.622747462610281,16.8230177038722,-4.45867255301443,0.00119794908568582,0.0388312998155242,-1.12494490138996,"P0DMM9",1,-4.21787119034323,0.00156338970900964,0.0435617223464959,0.622747462610285,"Up in HMF",1.36089495741049,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
-0.234961250428857,19.2538922180345,-3.50585405781689,0.00561152573901882,0.0855456215453462,-2.71378893869414,"P07237",17,-4.17753797529557,0.00167077493933746,0.0445297842527766,0.234961250428857,"Non-significant",1.35134940902453,"P4HB","Protein disulfide-isomerase","P07237"
-0.190946064245807,19.3130747121775,-3.39385985935433,0.00677469936300515,0.0922864602116035,-2.90553468721699,"P14625",9,-4.06506374673231,0.0020130179762786,0.0508636137005824,0.190946064245807,"Non-significant",1.2935927878003,"HSP90B1","Endoplasmin","P14625"
-0.78608994708388,19.4244618529714,-4.00451074224688,0.0024656162680217,0.0539793847249037,-1.87077399679856,"Q9BTM1",3,-4.0470313364894,0.00207437250002375,0.0508636137005824,0.78608994708388,"Non-significant",1.2935927878003,"H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC4;H2AC6;H2AC7;H2AJ;H2AW","Histone H2A type 1-B/E","Q9BTM1"
0.188178057185524,26.8826647494717,3.18891056791972,0.00959007402876847,0.113052218839136,-3.2576346540937,"P02771",77,3.98379058739012,0.00230543311807279,0.0543550192837932,-0.188178057185524,"Non-significant",1.26476034584438,"AFP","Alpha-fetoprotein","P02771"
0.50613400007316,20.4571312832224,3.83231871192053,0.00326462405262836,0.0667071514753729,-2.15947122698643,"P02766",5,3.92461920633998,0.00254598909441398,0.0578033820324359,-0.50613400007316,"Non-significant",1.23804675059237,"TTR","Transthyretin","P02766"
-0.412929345562628,17.0292624490902,-4.46717338383943,0.00118218966866647,0.0388312998155242,-1.11122400570671,"P62310",1,-3.87018308921704,0.0027904168700697,0.0589836393569904,0.412929345562624,"Non-significant",1.22926843449876,"LSM3","U6 snRNA-associated Sm-like protein LSm3","P62310"
-0.349819728727269,20.2288461461575,-4.07161270539733,0.00221237012361574,0.0515937868445777,-1.75908663124569,"RS27A_HUMAN",3,-3.87870069382462,0.0027506149035741,0.0589836393569904,0.349819728727265,"Non-significant",1.22926843449876,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B","RS27A_HUMAN"
-0.80182892673789,16.7982181168161,-3.67660336347609,0.00422088424299729,0.0749440625571655,-2.42286693965319,"P06748",3,-3.72617205863593,0.00356200486169518,0.0727156781933298,0.80182892673789,"Non-significant",1.13837194101498,"NPM1","Nucleophosmin","P06748"
-0.268879214673685,19.6081052058482,-3.36640767631535,0.00709609906111776,0.0945632331405475,-2.95262302344938,"P62258",9,-3.70747820968893,0.00367730183359417,0.0727156781933298,0.268879214673689,"Non-significant",1.13837194101498,"YWHAE","14-3-3 protein epsilon","P62258"
-0.272440872968691,20.1230672389179,-3.49426660390911,0.0057216484230982,0.0855456215453462,-2.73359802485429,"P27797",6,-3.67215790401896,0.00390581853797435,0.0748208363680712,0.272440872968698,"Non-significant",1.12597744144645,"CALR","Calreticulin","P27797"
-0.405917008710489,18.8929162901454,-4.14247641618439,0.00197436378458452,0.0515937868445777,-1.64167010359985,"Q8TDB8",1,-3.64696253635709,0.00407777488141772,0.0757477576457291,0.405917008710496,"Non-significant",1.12063021901708,"SLC2A14;SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3","Q8TDB8"
-0.3067585620323,18.8773299618885,-4.58711660856293,0.000981769464403249,0.0388312998155242,-0.918629172954503,"P05386",1,-3.53857308843678,0.00491165324343886,0.0836345399507784,0.306758562032307,"Non-significant",1.07761432767945,"RPLP1","60S acidic ribosomal protein P1","P05386"
-0.255612924468576,20.3534950035002,-3.31639023195799,0.00772268441111081,0.0996794210993935,-3.03848858805588,"PRDX1_HUMAN",7,-3.56878420373817,0.00466290000305508,0.0836345399507784,0.255612924468576,"Non-significant",1.07761432767945,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
0.385879211359093,16.5348960037703,4.05498053724259,0.00227248327047895,0.0515937868445777,-1.78672503588425,"Q92954",1,3.54188436562223,0.00488373338309091,0.0836345399507784,-0.385879211359093,"Non-significant",1.07761432767945,"PRG4","Proteoglycan 4","Q92954"
0.196470593226312,22.1860264523767,2.98357657539928,0.013623747671054,0.141058109233903,-3.61079677104446,"P02763",12,3.50380735163048,0.00521491644094988,0.0863984804946561,-0.196470593226312,"Non-significant",1.06349389546774,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
-0.339066312457277,17.6659337052883,-4.20085872714057,0.00179853660518622,0.0501137699535978,-1.54536042101112,"Q04446",1,-3.48691533436726,0.00536916601138446,0.0866131253941756,0.339066312457273,"Non-significant",1.06241628980333,"GBE1","1,4-alpha-glucan-branching enzyme","Q04446"
-0.564729885264684,14.5565602994372,-3.59502592461191,0.00483421111658253,0.0766403691995725,-2.56161532737478,"O15394",1,-3.45552660861533,0.00566838616754574,0.0872288524458502,0.564729885264684,"Non-significant",1.05933984092224,"NCAM2","Neural cell adhesion molecule 2","O15394"
-0.424029465960214,18.1444811952361,-3.79217452694763,0.00348722170378199,0.0683674847027035,-2.22717918867298,"P04179",1,-3.4456401722349,0.00576614200023588,0.0872288524458502,0.42402946596021,"Non-significant",1.05933984092224,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179"
-0.290316289928086,18.4041992584928,-3.6513926766581,0.0044012826297846,0.0749440625571655,-2.46569442906452,"SODC_HUMAN",3,-3.43885545678155,0.00583422993520368,0.0872288524458502,0.290316289928089,"Non-significant",1.05933984092224,"SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN"
-0.456520013280828,15.4579632295956,-3.69453194521953,0.00409728614023931,0.0749440625571655,-2.39243945014646,"P78371",1,-3.42448449007584,0.0059811921244116,0.0872969231491502,0.456520013280825,"Non-significant",1.05900106308589,"CCT2","T-complex protein 1 subunit beta","P78371"
-0.547505843300812,17.4809639265946,-3.39653383381772,0.00674420648147997,0.0922864602116035,-2.90094969468688,"P55795",3,-3.40821515109878,0.00615216637001812,0.0877041391818862,0.547505843300804,"Non-significant",1.0569799096963,"HNRNPF;HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P55795"
-0.853756755827549,15.9276909391246,-3.39389044537342,0.00677434977003648,0.0922864602116035,-2.9054822404922,"P01040",1,-3.39116254991883,0.00633676550502243,0.0882826648767898,0.853756755827549,"Non-significant",1.05412456581604,"CSTA","Cystatin-A","P01040"
-0.372149798263816,18.1713719142545,-3.66079832192752,0.0043330594198196,0.0749440625571655,-2.44971073628422,"Q06481",2,-3.36397840661083,0.00664287674988196,0.0904907432817254,0.372149798263813,"Non-significant",1.04339584452164,"APLP2","Amyloid-like protein 2","Q06481"
0.167959906390202,23.4635574580198,2.68510988261653,0.0227615700105833,0.18120574566867,-4.12143798836666,"Q16819",23,3.32613028260673,0.00709451633457281,0.0945421415889811,-0.167959906390202,"Non-significant",1.02437456418941,"MEP1A","Meprin A subunit alpha","Q16819"
-0.333223928018239,17.4907970179389,-3.92293684133039,0.00281500474014548,0.0595033760589371,-2.00717895120431,"O75368",1,-3.31225230773483,0.00726789931499288,0.0947919634061838,0.333223928018235,"Non-significant",1.02322848118828,"SH3BGRL","SH3 domain-binding glutamic acid-rich-like protein","O75368"
0.575959259954587,17.1567225956477,3.21653179322244,0.00914952198508994,0.112173139537203,-3.21012618439586,"Q96P44",3,3.24097682484406,0.00822915542088689,0.105093172354243,-0.575959259954583,"Non-significant",0.978425498103021,"COL21A1","Collagen alpha-1(XXI) chain","Q96P44"
-0.277143829443357,21.2662905480562,-3.07865831189152,0.0115761037660005,0.129689914158256,-3.4473085346495,"P07737",6,-3.21569586264295,0.00860050979553091,0.107594132748172,0.277143829443361,"Non-significant",0.968211410682339,"PFN1","Profilin-1","P07737"
-0.224360475510622,21.6482139909212,-2.80585053794666,0.0184898517573168,0.161918273246217,-3.91555087771184,"P60174",20,-3.19489835454984,0.00891879609878542,0.109344440171109,0.224360475510625,"Non-significant",0.961203294605257,"TPI1","Triosephosphate isomerase","P60174"
-0.414354080375141,18.4468395671967,-3.31011358918324,0.00780524015133913,0.0996794210993935,-3.04926956391753,"P62805",2,-3.14964631148615,0.00965344849613037,0.11603066525741,0.414354080375144,"Non-significant",0.935427217737927,"H4C1","Histone H4","P62805"
0.238414904862527,21.7483771854251,2.93141091861829,0.0148998094976563,0.147315858420376,-3.70039454090165,"P19652",7,3.1385405510029,0.00984297644349644,0.116033549228141,-0.238414904862527,"Non-significant",0.935416423375883,"ORM2","Alpha-1-acid glycoprotein 2","P19652"
-0.330464405395336,18.5067553726032,-3.58986771595499,0.00487597781204458,0.0766403691995725,-2.57040415433112,"Q13443",1,-3.10641910875169,0.0104127224377251,0.12043394064765,0.330464405395333,"Non-significant",0.919251103121818,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","Q13443"
-1.06850670884036,15.5261727208914,-3.04445805054948,0.0122738841530361,0.134355196175199,-3.50613293875188,"O76061",2,-3.09174925845078,0.0106839584139133,0.12128271310609,1.06850670884036,"Non-significant",0.916201096393547,"STC2","Stanniocalcin-2","O76061"
-0.21228938306524,20.065935243386,-2.82555406147351,0.0178735112749706,0.161124447228779,-3.88184672817115,"O00299",7,-3.04859933214928,0.0115240547800627,0.121410329491842,0.212289383065244,"Non-significant",0.915744362268439,"CLIC1","Chloride intracellular channel protein 1","O00299"
-0.311836649519091,17.7740100795692,-3.60654354763201,0.00474228622552229,0.0766403691995725,-2.54199746778538,"O43493",1,-3.06240283826868,0.0112482670237348,0.121410329491842,0.311836649519087,"Non-significant",0.915744362268439,"TGOLN2","Trans-Golgi network integral membrane protein 2","O43493"
-0.635761933062422,17.6427428753898,-3.0810089836849,0.0115296542155384,0.129689914158256,-3.44326487872871,"P30101",1,-3.04067340811847,0.0116854966395084,0.121410329491842,0.635761933062422,"Non-significant",0.915744362268439,"PDIA3","Protein disulfide-isomerase A3","P30101"
-0.796274186600513,17.3905305218759,-3.02592080474549,0.0126698408169981,0.135273741991882,-3.53800951702872,"P52758",2,-3.04895306032569,0.0115169026316848,0.121410329491842,0.796274186600517,"Non-significant",0.915744362268439,"RIDA","2-iminobutanoate/2-iminopropanoate deaminase","P52758"
0.182336357136535,22.3695150551501,2.62618351538871,0.0251917866375927,0.190648953195609,-4.22142547946238,"Q06033",14,3.06499419147647,0.0111972433340079,0.121410329491842,-0.182336357136535,"Non-significant",0.915744362268439,"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","Q06033"
-0.226228711095089,18.091645441347,-2.9469694592617,0.0145070293569572,0.145783754029751,-3.6736816481763,"P08571",5,-3.00706117624067,0.0123959775199779,0.125887934097157,0.226228711095089,"Non-significant",0.900015893451634,"CD14","Monocyte differentiation antigen CD14","P08571"
0.222825048262692,18.7343294529316,2.85578997164518,0.0169676994570094,0.155241787569355,-3.8300790134821,"P12107",6,3.00106758163336,0.0125271843065687,0.125887934097157,-0.222825048262685,"Non-significant",0.900015893451634,"COL11A1","Collagen alpha-1(XI) chain","P12107"
-0.86947162240525,18.7312123645739,-2.89582067404205,0.0158392643261123,0.149702461967584,-3.76146317047545,"KRHB4_HUMAN",3,-2.95180064405506,0.0136602578256734,0.132916476938695,0.869471622405253,"Non-significant",0.876421178575703,"KRT84","Keratin, type II cuticular Hb4","KRHB4_HUMAN"
-0.175477029934267,19.4343962307082,-2.7785495006963,0.0193793442031623,0.164993583285257,-3.96220698724632,"P09871",6,-2.95838047649166,0.013503140088031,0.132916476938695,0.175477029934267,"Non-significant",0.876421178575703,"C1S","Complement C1s subcomponent","P09871"
-0.266249074094262,20.0800889420437,-3.01999458600371,0.0127991468768828,0.135273741991882,-3.54819883717868,"Q6H9L7",3,-2.88693550576315,0.0153112486232731,0.143993583714517,0.266249074094258,"Non-significant",0.841656859428795,"ISM2","Isthmin-2","Q6H9L7"
0.31573530242899,19.6986050687629,2.81412523967922,0.0182284493265765,0.161918273246217,-3.90139957964519,"Q86U17",5,2.87984849645982,0.0155033874798665,0.143993583714517,-0.315735302428983,"Non-significant",0.841656859428795,"SERPINA11","Serpin A11","Q86U17"
-0.25226219103169,17.1860092467842,-3.40645619394125,0.00663228806737439,0.0922864602116035,-2.88393874646531,"Q9GZV4",2,-2.88780913216133,0.0152877296662268,0.143993583714517,0.25226219103169,"Non-significant",0.841656859428795,"EIF5A;EIF5A2;EIF5AL1","Eukaryotic translation initiation factor 5A-1","Q9GZV4"
0.349508036558547,16.5577263752654,2.8909436199478,0.0159725865176116,0.149702461967584,-3.76982717375677,"P10646",3,2.85306129907032,0.0162517625395067,0.148691499055486,-0.349508036558543,"Non-significant",0.827713860118447,"TFPI","Tissue factor pathway inhibitor","P10646"
-0.368476246273072,17.0877895699801,-3.07563496183779,0.0116361260664015,0.129689914158256,-3.45250926125222,"P01033",1,-2.8342598610305,0.0167985862386912,0.149299213933468,0.368476246273076,"Non-significant",0.825942478847353,"TIMP1","Metalloproteinase inhibitor 1","P01033"
-0.274024775820369,18.6052175580404,-3.19769336531721,0.0094476824831872,0.113052218839136,-3.2425272476904,"P39687",2,-2.82675783106932,0.0170218911486509,0.149299213933468,0.274024775820365,"Non-significant",0.825942478847353,"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A","P39687"
-0.976279877745835,15.4449463599684,-2.78265442921439,0.0192429040751964,0.164993583285257,-3.95519530446262,"Q9BRF8",2,-2.8258588199818,0.01704884987821,0.149299213933468,0.976279877745837,"Non-significant",0.825942478847353,"CPPED1","Serine/threonine-protein phosphatase CPPED1","Q9BRF8"
-0.441480679891075,16.7386889635356,-2.88566925530523,0.0161180464761184,0.149702461967584,-3.77887125739979,"P05387",2,-2.81154692403673,0.0174838279438094,0.150595458053397,0.441480679891072,"Non-significant",0.822188126223581,"RPLP2","60S acidic ribosomal protein P2","P05387"
-0.152286361769821,21.2570979402963,-2.52297804014242,0.0300858368338654,0.216971976225406,-4.39555297357523,"P20827",7,-2.80494489499054,0.0176882104075768,0.150595458053397,0.152286361769818,"Non-significant",0.822188126223581,"EFNA1","Ephrin-A1","P20827"
-0.245424788898045,18.9694404380319,-3.27951993860552,0.00822081961769504,0.102844131135654,-3.10183427435942,"Q9H0W9",2,-2.78940760400189,0.0181786904424446,0.152651195085185,0.245424788898045,"Non-significant",0.816299791320317,"C11orf54","Ester hydrolase C11orf54","Q9H0W9"
-0.356817537591013,17.6838170835873,-2.90787613165884,0.0155145149907363,0.149702461967584,-3.74078364711417,"Q9Y287",2,-2.7590694052072,0.0191759433525116,0.158849368582292,0.356817537591024,"Non-significant",0.799014507130642,"ITM2B","Integral membrane protein 2B","Q9Y287"
-0.661788089628924,20.48525188108,-2.63887678064212,0.0246473313559826,0.189550048020747,-4.19991896830076,"O00391",7,-2.71915730838572,0.0205715377160286,0.163770813245786,0.661788089628928,"Non-significant",0.78576349436889,"QSOX1","Sulfhydryl oxidase 1","O00391"
-0.204953226123841,19.8426383231753,-2.97580174657329,0.0138066664829269,0.141058109233903,-3.62415615726437,"P01011",3,-2.73198023409044,0.0201124611122586,0.163770813245786,0.204953226123834,"Non-significant",0.78576349436889,"SERPINA3","Alpha-1-antichymotrypsin","P01011"
0.133777380577683,22.5345851107416,2.20306126037612,0.0519900128283624,0.318508062289278,-4.923978889074,"P05546",16,2.72111476998159,0.0205007888330437,0.163770813245786,-0.133777380577683,"Non-significant",0.78576349436889,"SERPIND1","Heparin cofactor 2","P05546"
-0.313632253837618,17.2469193802706,-2.6380230088838,0.0246835818943572,0.189550048020747,-4.20136610220803,"P50226",5,-2.70039003864955,0.0212623064557549,0.167099921248432,0.313632253837618,"Non-significant",0.777023754782727,"SULT1A1","Sulfotransferase 1A1","P50226"
-0.152708726585221,20.2631821951674,-2.25979457453391,0.0472105697011316,0.304632412913618,-4.83181737277727,"P08238",15,-2.66923287338131,0.0224604197487598,0.174281484885947,0.152708726585217,"Non-significant",0.758748748512359,"HSP90AA1","Heat shock protein HSP 90-alpha","P08238"
-0.161127349203209,25.7272073026871,-2.25016882396429,0.0479904277351619,0.306438877100565,-4.84750830450652,"P08833",16,-2.61895520383576,0.0245366515923639,0.185122989521622,0.161127349203209,"Non-significant",0.732539644983398,"IGFBP1","Insulin-like growth factor-binding protein 1","P08833"
-0.119229583249016,21.1045259711738,-2.1249417617423,0.0593390098935826,0.343158613818548,-5.04954098581668,"P25311",11,-2.62745799649527,0.024172622046213,0.185122989521622,0.119229583249016,"Non-significant",0.732539644983398,"AZGP1","Zinc-alpha-2-glycoprotein","P25311"
1.00676562235815,15.697083864117,2.57603661126081,0.0274622630774876,0.205297161786584,-4.30620463377125,"P58546",1,2.61371730679415,0.0247635972932676,0.185122989521622,-1.00676562235815,"Non-significant",0.732539644983398,"MTPN","Myotrophin","P58546"
-0.311730661912023,18.9122979513237,-2.53129210063353,0.0296589162464931,0.216439472132146,-4.38157816983713,"P00995",4,-2.55423686398539,0.0274909179040092,0.202723199372466,0.311730661912023,"Non-significant",0.693096548381889,"SPINK1","Serine protease inhibitor Kazal-type 1","P00995"
-0.246113954772625,18.6278638625722,-2.63675864374799,0.0247373635263618,0.189550048020747,-4.20350903841579,"P07602",3,-2.53870566622242,0.0282505583436307,0.202723199372466,0.246113954772625,"Non-significant",0.693096548381889,"PSAP","Prosaposin","P07602"
-0.28958805776124,19.0442952762846,-2.47652708081128,0.0325851596430494,0.229594285760796,-4.47344224884879,"P08727",5,-2.53488100018547,0.0284407751158761,0.202723199372466,0.28958805776124,"Non-significant",0.693096548381889,"KRT19","Keratin, type I cytoskeletal 19","P08727"
-0.315576106342675,17.4272231215498,-2.70005050114041,0.0221835202526204,0.178927604142846,-4.09602988011104,"Q15631",2,-2.54312948875028,0.0280321050403308,0.202723199372466,0.315576106342679,"Non-significant",0.693096548381889,"TSN","Translin","Q15631"
-0.319731285212256,18.6559980504767,-2.75961194103992,0.0200214814762057,0.16812559102622,-3.9945379174704,"P61457",1,-2.52619158769819,0.0288776342383094,0.203471146989468,0.319731285212249,"Non-significant",0.691497166741808,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","P61457"
-0.318085215535152,18.6503373825773,-2.72314250646436,0.0213188437243591,0.174246016040428,-4.05671823186588,"P30046",1,-2.49692245216858,0.0303982401426355,0.209372148398152,0.318085215535149,"Non-significant",0.67908109057254,"DDT","D-dopachrome decarboxylase","P30046"
0.525796975926056,18.6030398198054,2.50675654355144,0.0309363607949604,0.220511501945474,-4.42279022232026,"Q07507",2,2.50049360071492,0.0302085778262539,0.209372148398152,-0.52579697592606,"Non-significant",0.67908109057254,"DPT","Dermatopontin","Q07507"
0.323696121225183,20.7282515442425,2.36535747688055,0.0394260617941721,0.274638362270767,-4.65840339229091,"P02749",10,2.48898542966275,0.0308239682315859,0.20994547251069,-0.323696121225176,"Non-significant",0.677893486516993,"APOH","Beta-2-glycoprotein 1","P02749"
-0.117002836143175,20.2160676403372,-1.98893792016921,0.0745544431657549,0.393981669487998,-5.26392871004113,"P12814",15,-2.48190376286672,0.0312087514043981,0.210230380339517,0.117002836143175,"Non-significant",0.677304523986022,"ACTN4","Alpha-actinin-4","P12814"
-0.100148186368994,22.4793407080522,-1.91392518037565,0.084451252466718,0.424693074602012,-5.37957609020146,"P32119",11,-2.45107970376643,0.0329391478526493,0.219474974279066,0.100148186368994,"Non-significant",0.658614993199209,"PRDX2","Peroxiredoxin-2","P32119"
0.210867403292703,19.9252723792096,2.21522605713024,0.0509274214818209,0.318508062289278,-4.90428350812357,"CATD_HUMAN",15,2.42796032351881,0.0342983030333043,0.22607376085393,-0.210867403292706,"Non-significant",0.645749840917046,"CTSD","Cathepsin D","CATD_HUMAN"
-0.318903838749183,20.3309503140383,-2.34244299288821,0.0410017281136935,0.282405161052743,-4.69624417743836,"B2MG_HUMAN",5,-2.39912176662785,0.0360706209285835,0.232757015804973,0.318903838749179,"Non-significant",0.633097219564815,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
0.349703072826319,17.3179881612952,2.54189825712514,0.029122987616735,0.215089053121188,-4.36373645624179,"P11279",1,2.39910555498492,0.0360716419273613,0.232757015804973,-0.349703072826323,"Non-significant",0.633097219564815,"LAMP1","Lysosome-associated membrane glycoprotein 1","P11279"
-0.254848452607071,16.8159906249322,-2.73854668435404,0.0207608808701637,0.171978648289329,-4.03046780391619,"O75326",1,-2.37712734901037,0.0374820175202282,0.239338299373957,0.254848452607071,"Non-significant",0.62098779918907,"SEMA7A","Semaphorin-7A","O75326"
-0.42721164145858,17.1704994404212,-2.30908969325714,0.0434054200982514,0.293061132254785,-4.75113275239256,"P13639",5,-2.36685248338046,0.0381596415931104,0.24115319893378,0.42721164145858,"Non-significant",0.617706972721679,"EEF2","Elongation factor 2","P13639"
-0.123356591560782,20.0810603663227,-2.01627234107362,0.071227123929056,0.38639138910187,-5.22130700849112,"P48740",9,-2.35012097101915,0.0392886356895125,0.245754425282359,0.123356591560782,"Non-significant",0.609498653115743,"MASP1","Mannan-binding lectin serine protease 1","P48740"
-0.319451832947951,17.9231396707821,-2.28791247389335,0.0450021736118578,0.296973708664744,-4.78586097470441,"P37802",3,-2.27935265590513,0.0444324342896438,0.275122042621734,0.319451832947951,"Non-significant",0.560474612789218,"TAGLN2","Transgelin-2","P37802"
-0.371270013654676,16.6489245502889,-2.30774707712768,0.0435049967947561,0.293061132254785,-4.75333736853965,"Q04760",1,-2.22454738051366,0.0488566851775414,0.299491480138329,0.37127001365468,"Non-significant",0.523615527804019,"GLO1","Lactoylglutathione lyase","Q04760"
