"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HF_vs_MF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.784809828504073,18.6514460277807,-6.74126179217194,5.00156563589456e-05,0.000999969916752493,2.0486310381302,"SODC_HUMAN",3,-6.63013907507811,4.6390760249666e-05,0.000943944650820534,0.78480982850407,"Up in MF",3.02505347026544,"SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN"
-0.634380318455975,19.0411408401004,-7.65246733845532,1.69522228933424e-05,0.000649482039601181,3.18642322554606,"P05386",1,-6.57588897459695,4.97955575958022e-05,0.000953896150194585,0.634380318455978,"Up in MF",3.02049890396721,"RPLP1","60S acidic ribosomal protein P1","P05386"
-0.794894046786041,19.0430680064048,-6.56701928032732,6.22123818555871e-05,0.0011216526493375,1.81891978021047,"P30048",3,-6.47703969385324,5.67100074994578e-05,0.00105343135142932,0.794894046786041,"Up in MF",2.9773937606414,"PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial","P30048"
-0.354367975285779,19.3135955804629,-5.28752290467887,0.00034924616647269,0.00382299821513856,0.00390676124717171,"P07237",17,-6.23327835926503,7.85743604752559e-05,0.00134072747126197,0.354367975285779,"Non-significant",2.87265949191389,"P4HB","Protein disulfide-isomerase","P07237"
-0.507598833999708,19.3488855550674,-5.86284753404851,0.00015640500593224,0.00227722656682933,0.848473471383215,"Q15274",7,-6.25267044520621,7.65401836053694e-05,0.00134072747126197,0.507598833999708,"Up in MF",2.87265949191389,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","Q15274"
-1.58777880241515,15.7506958223031,-6.19681784456884,0.000100188240118511,0.00157475362032429,1.31727187262565,"Q9BRF8",2,-6.22118555781458,7.98721676509812e-05,0.00134072747126197,1.58777880241515,"Up in MF",2.87265949191389,"CPPED1","Serine/threonine-protein phosphatase CPPED1","Q9BRF8"
-1.36346568520323,15.4629802189836,-6.25379986811885,9.29950135723611e-05,0.00150015640315414,1.39570746693869,"Q9Y2B0",1,-6.21153085649129,8.09248228983573e-05,0.00134072747126197,1.36346568520323,"Up in MF",2.87265949191389,"CNPY2","Protein canopy homolog 2","Q9Y2B0"
-0.859113704293037,15.1942335112731,-6.51076200964861,6.68082409141825e-05,0.00117009861943982,1.7438870606747,"Q13813",1,-6.1707490301072,8.5538304010388e-05,0.00137986790416758,0.859113704293033,"Up in MF",2.8601624869589,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1","Q13813"
-0.283129527366341,22.5708313785509,-5.00926479732184,0.00052381644919536,0.00509643153262168,-0.421434462323333,"P32119",11,-6.12929182527179,9.05185692260668e-05,0.00138719707338947,0.283129527366341,"Non-significant",2.85786183611076,"PRDX2","Peroxiredoxin-2","P32119"
-0.672620823745266,18.8045155820028,-6.69217163280082,5.31666657069728e-05,0.000999969916752493,1.98432148781497,"P39687",2,-6.13311194672311,9.0046906587235e-05,0.00138719707338947,0.67262082374527,"Up in MF",2.85786183611076,"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A","P39687"
-0.307005359375978,19.3711043597426,-5.13809100453115,0.000433585519360353,0.00442979872279828,-0.2231548653774,"P14625",9,-6.02135121486328,0.000105002860295522,0.0015699208136867,0.307005359375982,"Non-significant",2.80412225271574,"HSP90B1","Endoplasmin","P14625"
-0.626769836766947,19.0033427041736,-6.73169404617918,5.06135954840099e-05,0.000999969916752493,2.03612198968289,"Q8TDB8",1,-5.96938310300077,0.000112845037304094,0.00164700018731928,0.626769836766957,"Up in MF",2.78330635143636,"SLC2A14;SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3","Q8TDB8"
-0.469254281342053,19.7082927391824,-5.42096349889036,0.000288676140070184,0.00330576417045525,0.203990391744457,"P62258",9,-5.88858060119047,0.000126310428486448,0.0018006579688882,0.469254281342053,"Non-significant",2.74456877265034,"YWHAE","14-3-3 protein epsilon","P62258"
-0.51389832915379,19.1036772081598,-6.85856285648228,4.32740350102612e-05,0.000947392266474647,2.20101511000099,"Q9H0W9",2,-5.84244860422349,0.000134761165552281,0.00187746805644428,0.51389832915379,"Up in MF",2.72642744341993,"C11orf54","Ester hydrolase C11orf54","Q9H0W9"
-0.604761746125682,18.731592934271,-5.46847066566747,0.000269914205364594,0.00324426289977443,0.274611804649529,"O75874",8,-5.77263165354112,0.000148721479497193,0.0018992972277454,0.604761746125682,"Up in MF",2.72140706566386,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","O75874"
-0.523965875376216,18.9107975913935,-5.8093940980213,0.000168198046383746,0.00227722656682933,0.771985735208824,"P08865",4,-5.81356231629589,0.000140359259397409,0.0018992972277454,0.523965875376213,"Up in MF",2.72140706566386,"RPSA","40S ribosomal protein SA","P08865"
-0.771102417086322,18.6522915394927,-5.82278963513327,0.000165155621895458,0.00227722656682933,0.791191638366216,"P63244",3,-5.77633590196815,0.000147943204402915,0.0018992972277454,0.771102417086333,"Up in MF",2.72140706566386,"RACK1","Receptor of activated protein C kinase 1","P63244"
-0.497461437498725,19.6507854127341,-7.15928272588455,3.00834899572869e-05,0.00083789455853628,2.58354329709905,"P78417",1,-5.80161523486664,0.00014274683594409,0.0018992972277454,0.497461437498721,"Non-significant",2.72140706566386,"GSTO1","Glutathione S-transferase omega-1","P78417"
0.357122678132384,25.4364480406506,4.98729780636641,0.000541106242630446,0.00510304810357636,-0.455476427576684,"P04217",16,5.7520538138845,0.000153125418943803,0.00191563024107248,-0.357122678132388,"Non-significant",2.71768831559099,"A1BG","Alpha-1B-glycoprotein","P04217"
-1.26046315650016,17.0275352316972,-5.60243593284357,0.000223702635355704,0.00279856562189891,0.472025443772412,"P06748",3,-5.6682838659108,0.000172545917880781,0.00195871569742442,1.26046315650016,"Up in MF",2.70802859616457,"NPM1","Nucleophosmin","P06748"
-1.00339143515279,22.4240251378038,-5.55197888889246,0.000240026618793471,0.00294272634640796,0.397971067992429,"P07148",5,-5.68542433159678,0.000168367905255128,0.00195871569742442,1.00339143515279,"Up in MF",2.70802859616457,"FABP1","Fatty acid-binding protein, liver","P07148"
-0.303790176066936,20.3387229199083,-4.75706834081743,0.000763670501818406,0.00678449300890845,-0.816275329202437,"P08238",15,-5.67186396949959,0.00017166419788121,0.00195871569742442,0.303790176066929,"Non-significant",2.70802859616457,"HSP90AA1","Heat shock protein HSP 90-alpha","P08238"
0.237225611422087,20.0487684310507,4.58851581344256,0.000987492802886073,0.00829223408450908,-1.08497576485262,"P12259",9,5.68428806258962,0.000168641499596824,0.00195871569742442,-0.237225611422083,"Non-significant",2.70802859616457,"F5","Coagulation factor V","P12259"
-0.696957397781112,18.8803000184258,-6.08103400371394,0.000116718685527209,0.00177505740481214,1.15650984464759,"Q01105",2,-5.70429305325519,0.00016389330176442,0.00195871569742442,0.696957397781112,"Up in MF",2.70802859616457,"SET;SETSIP","Protein SETSIP","Q01105"
-0.806778799142364,19.2118353746459,-5.71743717073251,0.000190779638674334,0.00243641496890347,0.639456130544825,"Q99880",2,-5.51418617130409,0.000215483729764362,0.00240166411537371,0.806778799142371,"Up in MF",2.61948773092137,"H2BC11;H2BC12;H2BC13;H2BC14;H2BC15;H2BC17;H2BC18;H2BC21;H2BC3;H2BC4;H2BC5;H2BC9;H2BS1;H2BU1","Histone H2B type 1-K","Q99880"
0.30136926933627,19.8800214461878,4.63888057161261,0.00091410219901399,0.00789217814078276,-1.00429051025006,"CATD_HUMAN",15,5.49774363962676,0.000220697851746986,0.00241585327001611,-0.301369269336274,"Non-significant",2.61692944668893,"CTSD","Cathepsin D","CATD_HUMAN"
-0.385585484370829,20.8515405298771,-5.29109236762576,0.000347459815962788,0.00382299821513856,0.00929184742938904,"P18669",5,-5.45502292155934,0.000234884479148165,0.00252603834592675,0.385585484370829,"Non-significant",2.59756006102614,"PGAM1","Phosphoglycerate mutase 1","P18669"
-0.504460737347941,17.8703221234836,-6.39828023686012,7.71338834996234e-05,0.0012779208266289,1.59258357944514,"O43493",1,-5.41479375333699,0.000249135292457518,0.00263310231511135,0.504460737347941,"Up in MF",2.57953226507739,"TGOLN2","Trans-Golgi network integral membrane protein 2","O43493"
-0.553532467754291,19.3182415586305,-5.01585517578705,0.00051874484929105,0.00509643153262168,-0.411234574759883,"ALDOA_RABIT",12,-5.35430328031883,0.000272325186959971,0.00269250547752359,0.553532467754291,"Up in MF",2.56984340451806,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_RABIT"
-0.273106972519244,20.2941197085252,-4.43203150878884,0.00125815113791053,0.0100161902277812,-1.33776523290778,"P12814",15,-5.35598920193069,0.000271648599083975,0.00269250547752359,0.273106972519244,"Non-significant",2.56984340451806,"ACTN4","Alpha-actinin-4","P12814"
-0.667724131831982,18.8251568407257,-5.78203835895107,0.000174599753084793,0.00227722656682933,0.732685463176223,"P30046",1,-5.36557852006455,0.000267834157021702,0.00269250547752359,0.667724131831982,"Up in MF",2.56984340451806,"DDT","D-dopachrome decarboxylase","P30046"
-0.931278739263814,19.2567948876337,-5.2543594360494,0.000366320120810573,0.00387162472511864,-0.0462119320804701,"P42330",5,-5.38093023353852,0.000261845873977138,0.00269250547752359,0.93127873926381,"Up in MF",2.56984340451806,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
0.384467865003764,21.6753507053545,4.9309525963926,0.000588295238983531,0.00546401487116522,-0.543101053460483,"P19652",7,5.31323311990986,0.000289374260115166,0.00279429611012365,-0.384467865003764,"Non-significant",2.55372757382001,"ORM2","Alpha-1-acid glycoprotein 2","P19652"
-0.418666971289696,19.3572210553863,-5.04157361709217,0.000499448447438659,0.00501904751278521,-0.371488402635999,"P55786",6,-5.30774487703682,0.000291737277402796,0.00279429611012365,0.418666971289689,"Non-significant",2.55372757382001,"NPEPPS","Puromycin-sensitive aminopeptidase","P55786"
-0.568162595615853,17.3439594490763,-5.79661875741023,0.000171155747876856,0.00227722656682933,0.753645389632251,"Q9GZV4",2,-5.28562946727909,0.000301469559037925,0.00284308984138843,0.568162595615853,"Up in MF",2.54620941642537,"EIF5A;EIF5A2;EIF5AL1","Eukaryotic translation initiation factor 5A-1","Q9GZV4"
-0.739123593015837,22.2013486487715,-4.99865727764341,0.000532090730975184,0.00509643153262168,-0.437864393209188,"P04406",12,-5.2332419175366,0.000325929546703932,0.0030271941231744,0.73912359301584,"Up in MF",2.51895972839253,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","P04406"
-0.69430966857411,18.5868173612962,-5.41480379228564,0.000291209241769304,0.00330576417045525,0.194810186150709,"P62805",2,-5.16236609455629,0.000362436205832637,0.00331602080858816,0.69430966857411,"Up in MF",2.47938275284231,"H4C1","Histone H4","P62805"
-0.364014344768243,21.4929435712558,-4.67739632047284,0.000861889783413158,0.00754769196046094,-0.942813852707388,"P07858",8,-5.11087927396948,0.000391671009757794,0.0035307989556107,0.36401434476824,"Non-significant",2.4521270105464,"CTSB","Cathepsin B","P07858"
-0.186389906779741,21.4161756200731,-3.80559243437731,0.00342996656605668,0.0195010033407115,-2.37854995503964,"P02750",12,-5.09701580416417,0.000399964043302578,0.00355330374702145,0.186389906779741,"Non-significant",2.44936766613384,"LRG1","Leucine-rich alpha-2-glycoprotein","P02750"
-0.508913734888623,21.4153431990217,-4.7953637415475,0.000720757928462508,0.00659439716638086,-0.755757776574024,"P30086",8,-5.07636814752556,0.00041266296700409,0.00361374855390724,0.508913734888619,"Up in MF",2.44204206911035,"PEBP1","Phosphatidylethanolamine-binding protein 1","P30086"
-0.724903657287999,15.5921550515992,-5.27328195307104,0.000356471432737862,0.00383363137312824,-0.0175959232385452,"P78371",1,-5.02585997037623,0.000445566942474596,0.00384693712305532,0.724903657287998,"Up in MF",2.4148849120382,"CCT2","T-complex protein 1 subunit beta","P78371"
-0.641784532543578,17.5903273346503,-5.23152847200663,0.000378591724913742,0.00393350385376481,-0.0808061916649541,"Q15631",2,-4.95769555398354,0.000494456495194718,0.00420974766047725,0.641784532543582,"Up in MF",2.37574393574313,"TSN","Translin","Q15631"
-0.396356176484787,21.4967542635468,-4.41366979441683,0.00129471568619481,0.0100463381726255,-1.36763133965353,"P06733",20,-4.87317729248636,0.000563106643859053,0.00472855305048767,0.396356176484783,"Non-significant",2.32527173417241,"ENO1","Alpha-enolase","P06733"
-0.352596005326138,20.1360885545164,-4.43758267920124,0.00124731299882831,0.0100161902277812,-1.32874433167126,"O00299",7,-4.77188800136631,0.000658928199314701,0.00545841873216097,0.352596005326141,"Non-significant",2.26293315131701,"CLIC1","Chloride intracellular channel protein 1","O00299"
-0.386013645104985,16.9300989881737,-5.8323398197061,0.000163022680245116,0.00227722656682933,0.804868758090734,"P10253",1,-4.63891769274353,0.000811685424657594,0.00663417553753473,0.386013645104978,"Non-significant",2.17821304141254,"GAA","Lysosomal alpha-glucosidase","P10253"
-0.467634968812355,18.1202280945326,-4.58906965329487,0.000986652620338245,0.00829223408450908,-1.08408669160847,"P60842",4,-4.61366412193897,0.00084470812245219,0.00681323788241043,0.467634968812352,"Non-significant",2.16664644751816,"EIF4A2","Eukaryotic initiation factor 4A-II","P60842"
-0.316354323335613,25.8048207897533,-4.06388050820683,0.00225427227210987,0.0145914788777959,-1.9442801137753,"P08833",16,-4.59200387431576,0.00087416235959483,0.00695924060300819,0.316354323335613,"Non-significant",2.15743814830848,"IGFBP1","Insulin-like growth factor-binding protein 1","P08833"
0.310092481208326,22.1292155083857,4.05989759441949,0.0022687646568331,0.0145914788777959,-1.9509259445755,"P02763",12,4.56145968207592,0.000917552685148944,0.00703074744995378,-0.310092481208326,"Non-significant",2.15299850198804,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
-0.389224998409691,20.5633403061837,-4.19831895818535,0.00181801572499457,0.0128096970048468,-1.72097417022795,"P07437",13,-4.57685054031477,0.000895411585920463,0.00703074744995378,0.389224998409695,"Non-significant",2.15299850198804,"TUBB4B","Tubulin beta-4B chain","P07437"
0.297383043606008,20.8790645370041,3.9757746546238,0.00259883053459312,0.0162559501806692,-2.09167923757654,"Q15063",21,4.56371235368473,0.000914276256707634,0.00703074744995378,-0.297383043606008,"Non-significant",2.15299850198804,"POSTN","Periostin","Q15063"
0.446063882717542,20.4871663419002,4.42248058513968,0.00127703211591047,0.0100361626545272,-1.35329495370123,"P02766",5,4.54188774791279,0.000946546131617009,0.00716336763803983,-0.446063882717546,"Non-significant",2.14488275942705,"TTR","Transthyretin","P02766"
0.15439529107017,26.4574149927501,3.16952625992265,0.00994889764200622,0.0451753648485171,-3.46863747677897,"P02760",19,4.4890331939833,0.00102977650245408,0.00769820726834572,-0.154395291070173,"Non-significant",2.11361040003709,"AMBP","Protein AMBP","P02760"
-0.578021414577279,18.7851431151592,-4.78119798277489,0.000736325126986124,0.00663775445356609,-0.778120477939473,"P61457",1,-4.47153495534803,0.0010590028815041,0.00782131043809657,0.578021414577275,"Up in MF",2.10672047605081,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","P61457"
-0.745231659509875,16.1954942496427,-4.55628943305153,0.00103771042480371,0.00859616878925239,-1.13677736938366,"P09960",2,-4.45784705516853,0.00108247379026989,0.00789948135042197,0.745231659509873,"Up in MF",2.10240142187969,"LTA4H","Leukotriene A-4 hydrolase","P09960"
-0.471478660033856,18.2954356726202,-4.27992713899078,0.00159737597609764,0.0116570413493792,-1.58642108621219,"Q92520",6,-4.44890455837316,0.00109810310500449,0.00791926121609122,0.471478660033856,"Non-significant",2.1013153316353,"FAM3C","Protein FAM3C","Q92520"
-0.242031760365322,19.8136494472794,-3.72216237439724,0.00393478596900456,0.0217299441351333,-2.52012778365434,"P11021",15,-4.4099392138656,0.00116903086577595,0.00833274326419366,0.242031760365329,"Non-significant",2.07921199878897,"HSPA5","Endoplasmic reticulum chaperone BiP","P11021"
-1.25033166559555,18.9216423861691,-4.15850495304133,0.001937101425401,0.0131560636545091,-1.78689687161203,"KRHB4_HUMAN",3,-4.22723909832178,0.00157204581717214,0.0105967347465983,1.25033166559555,"Up in MF",1.97482793662147,"KRT84","Keratin, type II cuticular Hb4","KRHB4_HUMAN"
-0.49745093493399,18.8202516016268,-4.54115639827013,0.00106221904834151,0.00868187035511125,-1.161149231374,"P05362",2,-4.22816614059394,0.00156966729783036,0.0105967347465983,0.497450934933987,"Non-significant",1.97482793662147,"ICAM1","Intercellular adhesion molecule 1","P05362"
-0.656827499059759,16.7602168556476,-4.38913722335677,0.00134533065927648,0.010308596176706,-1.40760016452749,"P13489",1,-4.22683341690394,0.00157308786613449,0.0105967347465983,0.656827499059759,"Up in MF",1.97482793662147,"RNH1","Ribonuclease inhibitor","P13489"
-0.601693680484257,17.257740459934,-4.13058964460194,0.00202547461004762,0.0133507089888085,-1.83322446675175,"P13639",5,-4.23284844522304,0.00155771143316486,0.0105967347465983,0.601693680484257,"Up in MF",1.97482793662147,"EEF2","Elongation factor 2","P13639"
-0.760539455801833,16.7497150505646,-4.32451821367911,0.00148891712247808,0.0111305633668178,-1.51323299943472,"P28072",1,-4.23127643890943,0.00156171472725219,0.0105967347465983,0.760539455801833,"Up in MF",1.97482793662147,"PSMB6","Proteasome subunit beta type-6","P28072"
-0.340370894342612,22.5896368760662,-3.79690608432923,0.00347922021431767,0.0195666237740985,-2.39326314795715,"P00738",31,-4.20775813729919,0.00162291260474639,0.0108135372468428,0.340370894342612,"Non-significant",1.96603221950635,"HP","Haptoglobin","P00738"
-0.530700140730531,18.5651146064454,-3.9895470384896,0.00254152054898494,0.0160613618198739,-2.06858571579695,"P06744",8,-4.16954608509388,0.00172776614711158,0.0113883940664451,0.530700140730531,"Up in MF",1.94353751360783,"GPI","Glucose-6-phosphate isomerase","P06744"
-0.7582871292595,18.805449078709,-4.05543313818623,0.00228512556650637,0.0145914788777959,-1.95837727280158,"P29401",5,-4.15255202040194,0.0017766564265535,0.0115860679731627,0.7582871292595,"Up in MF",1.9360639279099,"TKT","Transketolase","P29401"
-0.394123677071867,19.9091182019292,-3.91608501468291,0.00286331968441417,0.0172079898680969,-2.19198445371966,"P07306",7,-4.12978370379097,0.00184444119681122,0.0117987494303397,0.394123677071867,"Non-significant",1.92816402187053,"ASGR1","Asialoglycoprotein receptor 1","P07306"
-0.252785167468609,20.9555128083522,-3.58312584482955,0.00495512663008814,0.0264129793412524,-2.75725777918893,"P0DMV9",14,-4.12868991128366,0.00184776500050997,0.0117987494303397,0.252785167468609,"Non-significant",1.92816402187053,"HSPA1A;HSPA1B","Heat shock 70 kDa protein 1A","P0DMV9"
-0.839842232804248,15.376977350547,-4.15517030365126,0.00194744137055064,0.0131560636545091,-1.79242640083546,"P98172",1,-4.1080541290458,0.00191166198296333,0.0120809154181085,0.839842232804251,"Up in MF",1.91790015628025,"EFNB1","Ephrin-B1","P98172"
-0.622154707905047,20.4654351902181,-3.92432949012006,0.00282516942476617,0.0171881439038615,-2.17810934811834,"O00391",7,-4.06244186913769,0.00206123976579252,0.0128932650656206,0.622154707905047,"Up in MF",1.88963708882029,"QSOX1","Sulfhydryl oxidase 1","O00391"
