"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HMF_vs_OF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.661421718994625,18.2818259869003,4.57323711622373,0.000976572758904874,0.0285066238670804,-0.569179795860715,"P05121",6,4.75647123434206,0.000608638935388658,0.0186547833696624,-0.661421718994628,"Up in HMF",1.72920978987732,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
0.227272830093096,22.6064721716074,3.7551519468518,0.00364021902571635,0.0603095746693006,-1.88671050978169,"P0C0L4",49,4.68825326521877,0.000679108985384976,0.0198235146686186,-0.227272830093106,"Non-significant",1.70281934350035,"C4A","Complement C4-A","P0C0L4"
-0.32096756419282,20.4197714574987,-4.40055088952379,0.0012796602386317,0.0326846552617179,-0.840223617761515,"P27797",6,-4.64378438763167,0.000729635601825453,0.0203303010872274,0.320967564192813,"Non-significant",1.69185618950986,"CALR","Calreticulin","P27797"
0.565427355085248,17.9884876547522,4.64487366456029,0.000874057272434072,0.0281998477895835,-0.457970739478917,"Q16651",3,4.59243635477302,0.000792941646319549,0.0211336186606036,-0.565427355085241,"Up in HMF",1.6750261333416,"PRSS8","Prostasin","Q16651"
-0.226513274345702,23.8139640003212,-3.68599428233592,0.00408412300779878,0.0641940359943757,-2.00151352614587,"P51654",20,-4.51982782712269,0.0008924947609699,0.0227958036864395,0.226513274345702,"Non-significant",1.64214509175186,"GPC3","Glypican-3","P51654"
0.459359440071772,19.9835337590549,4.43022969289728,0.00122121221638507,0.0326846552617179,-0.793347661456961,"Q6H9L7",3,4.30946827048328,0.0012622799763391,0.0309511050198348,-0.459359440071768,"Non-significant",1.5093238411366,"ISM2","Isthmin-2","Q6H9L7"
-0.575520497151931,19.0029696426829,-4.42349529945447,0.00123422278584205,0.0326846552617179,-0.80397373269216,"Q9Y624",2,-4.25730146288581,0.00137683433617279,0.0324615172336123,0.575520497151928,"Up in OF",1.48863118534816,"F11R","Junctional adhesion molecule A","Q9Y624"
0.917091154359476,18.6599370687983,4.15975926224423,0.00187823705667797,0.0397020453704689,-1.2248434404452,"P81605",2,4.19268846952837,0.00153397607335804,0.0348269382580918,-0.917091154359483,"Up in HMF",1.45808470401041,"DCD","Dermcidin","P81605"
-0.476626811776292,16.6212857628743,-4.24542395766753,0.00163708553096306,0.0385974396338598,-1.08715150187592,"P10646",3,-4.16560137705142,0.00160532781805586,0.0351452125881516,0.476626811776288,"Non-significant",1.45413382535683,"TFPI","Tissue factor pathway inhibitor","P10646"
0.36685571102576,17.1608974879593,5.47916878698636,0.000253526755322622,0.0168830968007024,0.780981512833528,"P63313",1,4.12625952386293,0.00171519239323163,0.0362556185189997,-0.366855711025764,"Non-significant",1.4406246814318,"TMSB10","Thymosin beta-10","P63313"
-0.481380618600344,17.3838269341822,-4.58731264412587,0.000955467952203838,0.0285066238670804,-0.547271089621144,"P11279",1,-4.06854655869058,0.00189076029078911,0.0386345352751242,0.481380618600348,"Non-significant",1.41302430740402,"LAMP1","Lysosome-associated membrane glycoprotein 1","P11279"
0.717049087455308,16.4594515888475,4.03311180778637,0.00230540419945475,0.0433670753360547,-1.43005531413932,"O95372",1,3.93377249757654,0.00237764490775904,0.0430229344515435,-0.717049087455312,"Up in HMF",1.36629997115335,"LYPLA2","Acyl-protein thioesterase 2","O95372"
0.328657425500975,22.7409836531657,3.56966391253642,0.00496209832251115,0.072046222397383,-2.19553064235204,"P00738",31,3.97390197945105,0.00222034588265936,0.0430229344515435,-0.328657425500978,"Non-significant",1.36629997115335,"HP","Haptoglobin","P00738"
-0.277488039324087,19.7172405429023,-4.02513037150501,0.00233553180060384,0.0433670753360547,-1.44305131837649,"P24347",4,-3.9172969757702,0.00244553932454662,0.0430229344515435,0.277488039324084,"Non-significant",1.36629997115335,"MMP11","Stromelysin-3","P24347"
0.128438312378613,21.6120072160209,2.70792070436819,0.0216979682991331,0.179741277937414,-3.64796585352419,"P98160",21,3.91469417622902,0.00245644813344865,0.0430229344515435,-0.128438312378609,"Non-significant",1.36629997115335,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160"
0.430643350678906,17.7298220208509,4.00865138580423,0.00239904794221245,0.0433670753360547,-1.46990679567104,"Q76LX8",3,3.91505092529857,0.00245494994853265,0.0430229344515435,-0.430643350678913,"Non-significant",1.36629997115335,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","Q76LX8"
-0.384812273048418,20.0087051345533,-3.72493617151738,0.00382764733436494,0.0617459951569923,-1.93681667401461,"P50895",6,-3.89245799721712,0.00255172962281718,0.0434502849663036,0.384812273048414,"Non-significant",1.36200737090951,"BCAM","Basal cell adhesion molecule","P50895"
0.395009693749493,17.2550630998343,4.67071474166473,0.000839929882647483,0.0281998477895835,-0.418035495941745,"P01130",1,3.87406675356135,0.00263343221838409,0.0436295662126877,-0.395009693749486,"Non-significant",1.36021910496809,"LDLR","Low-density lipoprotein receptor","P01130"
0.230389098347437,22.2651825880458,3.33288802622484,0.00740595010127095,0.0907969482415819,-2.59326158398074,"P23142",13,3.85056447986763,0.00274180877671575,0.0440218626362569,-0.230389098347441,"Non-significant",1.35633158569148,"FBLN1","Fibulin-1","P23142"
0.532346501787067,16.8710742933144,4.12893164155309,0.00197392173742069,0.0403338008346295,-1.27461716799769,"Q9BRK5",1,3.83818631860079,0.00280073840589563,0.0440218626362569,-0.532346501787075,"Up in HMF",1.35633158569148,"SDF4","45 kDa calcium-binding protein","Q9BRK5"
-0.281140214473421,19.8487585656674,-3.59402914191169,0.00476323303510911,0.0712161426956558,-2.15480635822249,"Q6EMK4",6,-3.78293871712139,0.00308021131678365,0.0472042384297095,0.281140214473425,"Non-significant",1.32601900467113,"VASN","Vasorin","Q6EMK4"
-0.262972235562057,18.0622480171031,-3.62503842480881,0.00452202684007895,0.0693000613242099,-2.10304238601339,"P00352",5,-3.70803915604978,0.00350593617102867,0.0511699731628708,0.262972235562053,"Non-significant",1.29098481080236,"ALDH1A1","Retinal dehydrogenase 1","P00352"
0.418367954734144,18.526351016643,4.00704091189311,0.00240535164996062,0.0433670753360547,-1.47253301331959,"Q6P988",2,3.71982317937417,0.00343511905746999,0.0511699731628708,-0.418367954734144,"Non-significant",1.29098481080236,"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM","Q6P988"
0.331452741229548,22.0168340056517,3.49838390439244,0.00559475875682253,0.0779451617711865,-2.31491097943202,"P00747",6,3.66240284972263,0.00379473542191216,0.0528675639461853,-0.331452741229548,"Non-significant",1.27681070073738,"PLG","Plasminogen","P00747"
0.600474875293566,15.6447121646032,3.81286412819851,0.00330831825496747,0.0563333080637516,-1.79124482973437,"P29622",1,3.66309337716528,0.00379018729259581,0.0528675639461853,-0.600474875293568,"Non-significant",1.27681070073738,"SERPINA4","Kallistatin","P29622"
-0.273109885030678,19.2814266169099,-3.46644100240952,0.00590481142914421,0.0786880305666392,-2.36851781213918,"P17900",5,-3.55211624072438,0.00459848881977603,0.0626416365893935,0.273109885030678,"Non-significant",1.20313690432722,"GM2A","Ganglioside GM2 activator","P17900"
-0.335799180055908,19.1679496876808,-3.85456124158652,0.00308826185561751,0.0540887004998153,-1.72247277224428,"P58499",2,-3.43472455165144,0.00564850300591563,0.0752724422310062,0.335799180055911,"Non-significant",1.12336399295679,"FAM3B","Protein FAM3B","P58499"
-0.224605967196752,22.0977483270415,-3.18795337937517,0.00948533037566713,0.109707689061961,-2.83797940661651,"P02655",6,-3.36893949712837,0.00634151691640355,0.0772449499137406,0.224605967196748,"Non-significant",1.11212990408808,"APOC2","Apolipoprotein C-II","P02655"
0.406618536380087,20.7937905464242,3.33595468758545,0.00736740259158209,0.0907969482415819,-2.58809137033617,"P10643",4,3.38262087801688,0.00619054930220029,0.0772449499137406,-0.406618536380087,"Non-significant",1.11212990408808,"C7","Complement component C7","P10643"
-0.169363275036226,19.8542859362688,-2.79961340210288,0.0185163606260592,0.166919545055504,-3.49395502034991,"P11021",15,-3.3998275610635,0.00600588912361929,0.0772449499137406,0.169363275036222,"Non-significant",1.11212990408808,"HSPA5","Endoplasmic reticulum chaperone BiP","P11021"
0.368798611636102,18.2390305662828,3.22245745241307,0.0089414187856777,0.105405571454239,-2.77966668211844,"Q15582",6,3.36137684920469,0.00642657821468315,0.0772449499137406,-0.368798611636102,"Non-significant",1.11212990408808,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","Q15582"
-0.746759482206556,17.6554513573182,-3.41233767419939,0.00647106608768442,0.084399223654267,-2.45945217298053,"Q9H3G5",1,-3.39349860880138,0.00607314612568993,0.0772449499137406,0.746759482206553,"Non-significant",1.11212990408808,"CPVL","Probable serine carboxypeptidase CPVL","Q9H3G5"
-0.54247204465349,17.8259772612781,-3.48000480833996,0.00577104084046065,0.0786144007822751,-2.34574718207081,"Q00839",1,-3.33853224130834,0.00669067747526727,0.0773846281573365,0.542472044653486,"Non-significant",1.11134529990444,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
0.306480588335251,20.8359637911336,3.04853775412486,0.0120505516556294,0.124898584708248,-3.07374075653365,"Q15063",21,3.34179640616339,0.00665227250205799,0.0773846281573365,-0.306480588335255,"Non-significant",1.11134529990444,"POSTN","Periostin","Q15063"
-0.276954635144531,23.3011274704454,-3.04018724610886,0.012224983821362,0.124898584708248,-3.08786260745372,"P02652",8,-3.26849143099405,0.00757160658288619,0.0846258322167835,0.276954635144534,"Non-significant",1.07249704740128,"APOA2","Apolipoprotein A-II","P02652"
0.673525125236768,17.3468172563159,3.2524086300269,0.00849520760771398,0.102109063990758,-2.7290714336002,"P15169",2,3.26690647560132,0.00759285607165268,0.0846258322167835,-0.673525125236768,"Non-significant",1.07249704740128,"CPN1","Carboxypeptidase N catalytic chain","P15169"
0.154604163431802,24.0830268777364,2.72513956946333,0.0210613421639086,0.179313927034388,-3.61909273735336,"P36955",10,3.25549685048779,0.00774762911498254,0.0848088687050768,-0.154604163431806,"Non-significant",1.07155872995695,"SERPINF1","Pigment epithelium-derived factor","P36955"
0.116082443630091,20.4867033509647,2.30795588308482,0.0432396401849431,0.265058994333701,-4.30856030856493,"Q9Y490",39,3.24157208162972,0.00794088338924294,0.0853993248702793,-0.116082443630088,"Non-significant",1.0685455626397,"TLN1","Talin-1","Q9Y490"
-0.504999342421687,17.6658630023939,-3.34666994519215,0.00723432582068184,0.0907969482415819,-2.57002919072693,"Q6Q788",1,-3.19552942020283,0.00861553075146149,0.0910572474249292,0.504999342421687,"Non-significant",1.04068548214371,"APOA5","Apolipoprotein A-V","Q6Q788"
0.302226725702685,19.1007121323052,3.1710121252108,0.00976466268820547,0.110847004219814,-2.8666189172057,"P00739",4,3.17502561652004,0.00893445063146448,0.0928274277472496,-0.302226725702685,"Non-significant",1.03232368370217,"HPR","Haptoglobin-related protein","P00739"
-0.141649683845554,26.4077811741757,-2.4805742808299,0.0321366200123128,0.242009791358175,-4.02629848669983,"P02760",19,-3.13482063209375,0.0095950450250799,0.0980293766728996,0.141649683845557,"Non-significant",1.00864375884711,"AMBP","Protein AMBP","P02760"
0.278242345436571,17.2966590443254,3.55876579883013,0.00505381331661903,0.072046222397383,-2.21375997146293,"P09104",2,3.07644454503615,0.0106434214322211,0.106957661277894,-0.278242345436574,"Non-significant",0.970788101868077,"ENO2","Gamma-enolase","P09104"
-0.143312961260026,26.7926560603114,-2.41133453008618,0.0362072039802222,0.251203129230337,-4.14014579686344,"P01009",45,-3.0399554031461,0.0113568689241194,0.1122864621046,0.143312961260033,"Non-significant",0.949672601598593,"SERPINA1","Alpha-1-antitrypsin","P01009"
0.651628914802277,15.5808186139236,2.94340405232596,0.0144439396659187,0.142808629277551,-3.25146032012797,"Q6UWP8",4,3.02732860099352,0.0116148471802868,0.113014306690727,-0.651628914802274,"Non-significant",0.946866574892309,"SBSN","Suprabasin","Q6UWP8"
0.472185176277073,20.0292224547812,3.0083520686997,0.0129138561944078,0.12977366962577,-3.14169350410076,"P05155",2,2.95866080154357,0.0131248742435437,0.123777660173727,-0.472185176277073,"Non-significant",0.907357731234765,"SERPING1","Plasma protease C1 inhibitor","P05155"
-0.198815900302407,19.3602619779743,-3.06988204665761,0.0116161085842636,0.124898584708248,-3.03764257738915,"P61604",4,-2.96486109649295,0.0129807646550429,0.123777660173727,0.198815900302407,"Non-significant",0.907357731234765,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604"
-0.219959484100677,18.3147395389449,-2.82004658008237,0.0178737088896373,0.165244867695138,-3.45955719051826,"P08571",5,-2.88916393982648,0.0148544726079956,0.137966541040929,0.219959484100677,"Non-significant",0.86022622376652,"CD14","Monocyte differentiation antigen CD14","P08571"
0.14136050689611,20.1013996814705,2.57215087793682,0.027438150819076,0.218436187689527,-3.87463819402232,"O00299",7,2.87999864341398,0.0150990354586335,0.138144906509587,-0.141360506896113,"Non-significant",0.859665123165564,"CLIC1","Chloride intracellular channel protein 1","O00299"
-0.240608306579848,19.5983818810387,-3.04993880598617,0.0120215342273562,0.124898584708248,-3.07137133296264,"Q16790",3,-2.84832131201256,0.0159757845222736,0.144016998708143,0.240608306579848,"Non-significant",0.841586243950277,"CA9","Carbonic anhydrase 9","Q16790"
-0.41196099042569,22.4602943730801,-2.74510291765245,0.0203466008082086,0.176436734517667,-3.58558786353656,"P07148",5,-2.83337141713208,0.0164070801712041,0.145761451376059,0.41196099042569,"Non-significant",0.836357315992128,"FABP1","Fatty acid-binding protein, liver","P07148"
-0.172183360432225,24.3352293890688,-2.45261114669286,0.0337233890633701,0.245507414083132,-4.07236903211647,"RETBP_HUMAN",13,-2.82299836325888,0.0167131587314394,0.146359518605319,0.172183360432225,"Non-significant",0.834579027631709,"RBP4","Retinol-binding protein 4","RETBP_HUMAN"
-0.265194868524826,20.4326788052286,-2.77723133898509,0.0192469806362849,0.170991291739748,-3.53160401387818,"P23470",4,-2.7810820235346,0.0180091639238799,0.1533280206297,0.265194868524826,"Non-significant",0.81437847076316,"PTPRG","Receptor-type tyrosine-protein phosphatase gamma","P23470"
0.721550883666513,17.4113253908294,2.74257983169074,0.0204355761023725,0.176436734517667,-3.58982410451455,"Q7Z794",2,2.78581910066799,0.0178578125872687,0.1533280206297,-0.72155088366652,"Non-significant",0.81437847076316,"KRT77","Keratin, type II cytoskeletal 1b","Q7Z794"
0.911441387684661,15.8988486231961,2.70953044010557,0.0216376458154652,0.179741277937414,-3.6452676443866,"P01040",1,2.75632410141566,0.0188212346228901,0.158046805805913,-0.911441387684659,"Non-significant",0.801214277014431,"CSTA","Cystatin-A","P01040"
0.134453894192461,20.0755117150068,2.34026692857398,0.040909605415787,0.256484261868613,-4.25614151503564,"P48740",9,2.74125541250397,0.0193332366084416,0.160152351905064,-0.134453894192458,"Non-significant",0.79546667915507,"MASP1","Mannan-binding lectin serine protease 1","P48740"
-0.134707842563476,22.1551450770453,-2.26290354034544,0.0467046981970304,0.270094150894147,-4.38128715305306,"P02763",12,-2.71449659403002,0.0202768114982987,0.165729139312762,0.134707842563476,"Non-significant",0.780601125074099,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
0.293360822771271,16.0963283125891,3.15200700382106,0.0100880498711038,0.112435901290666,-2.89875261713454,"Q96DG6",1,2.69994476421233,0.0208089989435852,0.167841004637076,-0.293360822771273,"Non-significant",0.775101929609094,"CMBL","Carboxymethylenebutenolidase homolog","Q96DG6"
0.414296919440439,17.0648792333964,2.81401567378945,0.018061021428343,0.165244867695138,-3.46971235917568,"P01033",1,2.67688684615266,0.0216807802019259,0.172601535893254,-0.414296919440442,"Non-significant",0.762955344037975,"TIMP1","Metalloproteinase inhibitor 1","P01033"
0.231616308208583,19.8192729106491,2.84141779323025,0.017225537259199,0.164988349060765,-3.42355490000243,"Q6YHK3",3,2.66935069430257,0.0219734845259335,0.172689051466631,-0.231616308208583,"Non-significant",0.762735195949359,"CD109","CD109 antigen","Q6YHK3"
-0.387305563438222,18.2060023821477,-2.8305896146138,0.0175509360393314,0.165244867695138,-3.44179932282213,"Q15084",1,-2.6602629283645,0.0223316627990011,0.173282396149211,0.387305563438218,"Non-significant",0.761245555252542,"PDIA6","Protein disulfide-isomerase A6","Q15084"
-0.189331729175002,22.7222066680017,-2.38251009806943,0.0380471088409583,0.252124713654086,-4.18730386506663,"O95445",10,-2.63936242196635,0.0231774913862528,0.177597527747162,0.189331729174999,"Non-significant",0.750563084127455,"APOM","Apolipoprotein M","O95445"
0.0932731599955616,21.5930332394775,1.87722663626827,0.0894252622695108,0.386040040642325,-4.98181982825058,"P07996",24,2.62952232320784,0.0235866054536489,0.178501100531936,-0.0932731599955616,"Non-significant",0.748359101941293,"THBS1","Thrombospondin-1","P07996"
0.138762291064285,19.9007196286036,2.17449440053598,0.0543005596422577,0.294568522661097,-4.5226606975852,"P21333",17,2.60945634870732,0.0244431022860175,0.182727093918643,-0.138762291064278,"Non-significant",0.738197052718847,"FLNA","Filamin-A","P21333"
0.494826026345871,15.8130130621386,2.5971073291896,0.0262801410627015,0.211970085150474,-3.83312055791903,"O76061",2,2.59502670587515,0.0250779168446978,0.185214012359033,-0.494826026345866,"Non-significant",0.732326159878696,"STC2","Stanniocalcin-2","O76061"
0.219998048519006,17.883247702353,3.06695612433796,0.0116747074647577,0.124898584708248,-3.04259112341436,"P05089",2,2.57898093623045,0.0258029247197961,0.188299914919465,-0.219998048519003,"Non-significant",0.725149876212838,"ARG1","Arginase-1","P05089"
-0.299372274602781,16.687189116546,-2.91273953811453,0.0152289305476837,0.148179911519525,-3.30324672561656,"P28072",1,-2.56890983069727,0.0262684777304363,0.189442080573617,0.299372274602778,"Non-significant",0.722523545232305,"PSMB6","Proteasome subunit beta type-6","P28072"
0.27607276296721,18.4599506506098,2.51069473086038,0.0305096388722682,0.236739349730385,-3.97654296456272,"P00338",4,2.53417766946611,0.0279382863221854,0.199141505994182,-0.276072762967207,"Non-significant",0.700838212872661,"LDHA","L-lactate dehydrogenase A chain","P00338"
-0.180539413988985,21.602803723296,-2.26765470716596,0.0463269554768015,0.270094150894147,-4.37363818879902,"P10909",11,-2.52445757538633,0.0284239805811563,0.200274713749986,0.180539413988985,"Non-significant",0.698373880322406,"CLU","Clusterin","P10909"
-0.112943706308098,25.475854085137,-1.96527097557862,0.0772582559773445,0.358018821245937,-4.84879542999673,"ANT3_HUMAN",22,-2.49400508801945,0.029999854042216,0.20255442819797,0.112943706308091,"Non-significant",0.693458257931288,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.498805086681674,16.5917204295425,-2.54692447059435,0.0286600606866091,0.22523868206271,-3.91652758055926,"P07108",1,-2.50901768599268,0.029212558524643,0.20255442819797,0.498805086681674,"Non-significant",0.693458257931288,"DBI","Acyl-CoA-binding protein","P07108"
-0.75408905903701,17.3743831632399,-2.44714191621772,0.0340426267488845,0.245507414083132,-4.08136557642168,"Q9UKY3",2,-2.49824023644475,0.0297756728712507,0.20255442819797,0.754089059037007,"Non-significant",0.693458257931288,"CES1P1","Putative inactive carboxylesterase 4","Q9UKY3"
-0.311487693445869,17.4148953825797,-2.62524959221831,0.0250324169216951,0.204598287639988,-3.78621728888684,"Q9Y646",2,-2.49270028000805,0.0300692544306937,0.20255442819797,0.311487693445873,"Non-significant",0.693458257931288,"CPQ","Carboxypeptidase Q","Q9Y646"
-0.186904996592801,20.5838547317093,-2.400609848994,0.0368813729701963,0.251203129230337,-4.15770893226468,"B2MG_HUMAN",5,-2.45935681119985,0.0318969831398835,0.211821924310034,0.186904996592801,"Non-significant",0.674029090904215,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
0.104340556535316,21.1119704845306,1.97385283594134,0.0761589770842912,0.358018821245937,-4.83568409225933,"P25311",11,2.45513309274741,0.0321361157599236,0.211821924310034,-0.104340556535313,"Non-significant",0.674029090904215,"AZGP1","Zinc-alpha-2-glycoprotein","P25311"
-0.367315667248921,19.071646372786,-2.3515680080429,0.040123870446314,0.256484261868613,-4.23775885046202,"Q3LXA3",6,-2.44408639851417,0.0327698444160066,0.213701219436298,0.367315667248914,"Non-significant",0.670192999628423,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
0.234576950061026,18.9686506169701,2.26829931073598,0.04627593442613,0.270094150894147,-4.37260004866833,"P06681",8,2.41736193304475,0.0343537900109283,0.221672350281043,-0.234576950061026,"Non-significant",0.654288474090017,"C2","Complement C2","P06681"
-0.541944573537307,18.1315230461447,-2.33892339025519,0.0410040092383753,0.256484261868613,-4.25832530427951,"P23141",4,-2.40692846181184,0.0349921997069709,0.22343977521222,0.541944573537304,"Non-significant",0.650839514221397,"CES1","Liver carboxylesterase 1","P23141"
0.246180439601531,20.6303782388843,2.46928753482657,0.032768046790748,0.242009791358175,-4.04490838283594,"P05156",3,2.39061160837911,0.0360137966609332,0.225455920317412,-0.246180439601531,"Non-significant",0.646938355933262,"CFI","Complement factor I","P05156"
-0.379490878928539,17.0584884051346,-2.37251232894171,0.0387063892300807,0.25241507019191,-4.2036259255103,"Q96P44",3,-2.39014356985149,0.0360435239659157,0.225455920317412,0.379490878928539,"Non-significant",0.646938355933262,"COL21A1","Collagen alpha-1(XXI) chain","Q96P44"
0.604798389752354,22.6286799984194,2.26715049672041,0.0463669022067949,0.270094150894147,-4.37445016057483,"K1C10_HUMAN",42,2.36583269016938,0.0376208026371028,0.23103388019441,-0.604798389752357,"Non-significant",0.636324327889016,"KRT10","Keratin, type I cytoskeletal 10","K1C10_HUMAN"
0.236093018131093,20.3297581304564,2.19802759251281,0.0521698942440595,0.288109415960437,-4.48521315601421,"P49747",11,2.36480322220691,0.037689050602677,0.23103388019441,-0.236093018131101,"Non-significant",0.636324327889016,"COMP","Cartilage oligomeric matrix protein","P49747"
0.19288692066862,22.2728327638207,2.09545166673597,0.062083919906281,0.322207993334321,-4.64737637507174,"P02675",24,2.32830678726874,0.0401875463953993,0.243910553865146,-0.19288692066862,"Non-significant",0.612769407614798,"FGB","Fibrinogen beta chain","P02675"
0.215868387905154,19.0811551112127,2.25127095074226,0.0476421686397359,0.270413420149612,-4.39999333982748,"P08727",5,2.31437876422629,0.041182644497455,0.247499618401372,-0.21586838790515,"Non-significant",0.60642546633165,"KRT19","Keratin, type I cytoskeletal 19","P08727"
