"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","OF_vs_HMF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.384812273048418,20.0087051345533,3.72493617151735,0.00382764733436514,0.0617459951569955,-1.93681667401466,"P50895",6,3.89245799721709,0.00255172962281731,0.0434502849663059,-0.384812273048414,"Non-significant",1.36200737090948,"BCAM","Basal cell adhesion molecule","P50895"
-0.395009693749486,17.2550630998343,-4.67071474166461,0.000839929882647641,0.0281998477895868,-0.418035495941934,"P01130",1,-3.87406675356126,0.00263343221838449,0.0436295662126944,0.395009693749486,"Non-significant",1.36021910496802,"LDLR","Low-density lipoprotein receptor","P01130"
-0.230389098347445,22.2651825880458,-3.33288802622496,0.00740595010126935,0.0907969482415622,-2.59326158398053,"P23142",13,-3.85056447986779,0.00274180877671501,0.0440218626362509,0.230389098347441,"Non-significant",1.35633158569154,"FBLN1","Fibulin-1","P23142"
-0.532346501787078,16.8710742933144,-4.12893164155318,0.00197392173742043,0.040333800834624,-1.27461716799755,"Q9BRK5",1,-3.83818631860087,0.00280073840589525,0.0440218626362509,0.532346501787075,"Up in HMF",1.35633158569154,"SDF4","45 kDa calcium-binding protein","Q9BRK5"
0.281140214473417,19.8487585656674,3.59402914191161,0.00476323303510979,0.0712161426956659,-2.15480635822264,"Q6EMK4",6,3.7829387171213,0.00308021131678412,0.0472042384297166,-0.281140214473425,"Non-significant",1.32601900467107,"VASN","Vasorin","Q6EMK4"
0.262972235562053,18.0622480171031,3.62503842480877,0.0045220268400793,0.0693000613242153,-2.10304238601347,"P00352",5,3.70803915604974,0.00350593617102894,0.0511699731628748,-0.262972235562053,"Non-significant",1.29098481080233,"ALDH1A1","Retinal dehydrogenase 1","P00352"
-0.418367954734141,18.526351016643,-4.00704091189307,0.00240535164996078,0.0433670753360576,-1.47253301331966,"Q6P988",2,-3.71982317937413,0.00343511905747021,0.0511699731628748,0.418367954734144,"Non-significant",1.29098481080233,"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM","Q6P988"
-0.331452741229551,22.0168340056517,-3.4983839043925,0.00559475875682197,0.0779451617711789,-2.31491097943192,"P00747",6,-3.6624028497227,0.00379473542191175,0.0528675639461797,0.331452741229548,"Non-significant",1.27681070073743,"PLG","Plasminogen","P00747"
-0.600474875293562,15.6447121646032,-3.8128641281985,0.00330831825496752,0.0563333080637524,-1.79124482973439,"P29622",1,-3.66309337716527,0.00379018729259587,0.0528675639461797,0.600474875293568,"Non-significant",1.27681070073743,"SERPINA4","Kallistatin","P29622"
0.273109885030674,19.2814266169099,3.46644100240948,0.00590481142914459,0.0786880305666442,-2.36851781213925,"P17900",5,3.55211624072434,0.00459848881977633,0.0626416365893976,-0.273109885030678,"Non-significant",1.20313690432719,"GM2A","Ganglioside GM2 activator","P17900"
0.335799180055908,19.1679496876808,3.8545612415865,0.00308826185561761,0.0540887004998171,-1.72247277224431,"P58499",2,3.43472455165143,0.00564850300591576,0.0752724422310078,-0.335799180055911,"Non-significant",1.12336399295678,"FAM3B","Protein FAM3B","P58499"
0.224605967196741,22.0977483270415,3.18795337937501,0.00948533037566978,0.109707689061992,-2.83797940661678,"P02655",6,3.3689394971282,0.00634151691640546,0.077244949913732,-0.224605967196748,"Non-significant",1.11212990408813,"APOC2","Apolipoprotein C-II","P02655"
-0.406618536380087,20.7937905464242,-3.33595468758548,0.00736740259158175,0.0907969482415622,-2.58809137033612,"P10643",4,-3.38262087801691,0.00619054930219999,0.077244949913732,0.406618536380087,"Non-significant",1.11212990408813,"C7","Complement component C7","P10643"
0.169363275036222,19.8542859362688,2.79961340210276,0.0185163606260628,0.166919545055537,-3.4939550203501,"P11021",15,3.39982756106334,0.00600588912362099,0.077244949913732,-0.169363275036222,"Non-significant",1.11212990408813,"HSPA5","Endoplasmic reticulum chaperone BiP","P11021"
-0.368798611636109,18.2390305662828,-3.22245745241313,0.00894141878567679,0.105405571454228,-2.77966668211833,"Q15582",6,-3.36137684920475,0.00642657821468244,0.077244949913732,0.368798611636102,"Non-significant",1.11212990408813,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","Q15582"
0.746759482206556,17.6554513573182,3.41233767419939,0.00647106608768437,0.0843992236542664,-2.45945217298052,"Q9H3G5",1,3.39349860880138,0.0060731461256899,0.077244949913732,-0.746759482206553,"Non-significant",1.11212990408813,"CPVL","Probable serine carboxypeptidase CPVL","Q9H3G5"
0.542472044653486,17.8259772612781,3.48000480833993,0.00577104084046101,0.07861440078228,-2.34574718207088,"Q00839",1,3.3385322413083,0.00669067747526767,0.0773846281573411,-0.542472044653486,"Non-significant",1.11134529990441,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
-0.306480588335255,20.8359637911336,-3.0485377541249,0.0120505516556286,0.124898584708246,-3.07374075653359,"Q15063",21,-3.34179640616344,0.00665227250205745,0.0773846281573411,0.306480588335255,"Non-significant",1.11134529990441,"POSTN","Periostin","Q15063"
0.276954635144531,23.3011274704454,3.04018724610887,0.0122249838213618,0.124898584708246,-3.0878626074537,"P02652",8,3.26849143099406,0.00757160658288602,0.0846258322167783,-0.276954635144534,"Non-significant",1.07249704740131,"APOA2","Apolipoprotein A-II","P02652"
-0.673525125236775,17.3468172563159,-3.25240863002694,0.00849520760771345,0.102109063990752,-2.72907143360014,"P15169",2,-3.26690647560135,0.00759285607165222,0.0846258322167783,0.673525125236768,"Non-significant",1.07249704740131,"CPN1","Carboxypeptidase N catalytic chain","P15169"
-0.154604163431806,24.0830268777364,-2.72513956946342,0.0210613421639051,0.179313927034359,-3.6190927373532,"P36955",10,-3.25549685048792,0.00774762911498073,0.0848088687050569,0.154604163431806,"Non-significant",1.07155872995705,"SERPINF1","Pigment epithelium-derived factor","P36955"
-0.116082443630098,20.4867033509647,-2.30795588308494,0.0432396401849345,0.265058994333649,-4.30856030856474,"Q9Y490",39,-3.24157208162986,0.00794088338924103,0.0853993248702588,0.116082443630088,"Non-significant",1.0685455626398,"TLN1","Talin-1","Q9Y490"
0.504999342421684,17.6658630023939,3.34666994519211,0.00723432582068238,0.0907969482415622,-2.570029190727,"Q6Q788",1,3.19552942020279,0.00861553075146208,0.0910572474249354,-0.504999342421687,"Non-significant",1.04068548214368,"APOA5","Apolipoprotein A-V","Q6Q788"
-0.302226725702692,19.1007121323052,-3.17101212521084,0.00976466268820473,0.110847004219805,-2.86661891720563,"P00739",4,-3.17502561652009,0.00893445063146375,0.092827427747242,0.302226725702685,"Non-significant",1.0323236837022,"HPR","Haptoglobin-related protein","P00739"
0.141649683845564,26.4077811741757,2.48057428083007,0.0321366200123029,0.242009791358172,-4.02629848669954,"P02760",19,3.13482063209398,0.00959504502507608,0.0980293766728607,-0.141649683845557,"Non-significant",1.00864375884729,"AMBP","Protein AMBP","P02760"
-0.278242345436578,17.2966590443254,-3.55876579883019,0.00505381331661853,0.0720462223973758,-2.21375997146283,"P09104",2,-3.07644454503621,0.01064342143222,0.106957661277883,0.278242345436574,"Non-significant",0.970788101868124,"ENO2","Gamma-enolase","P09104"
0.143312961260019,26.7926560603114,2.41133453008611,0.0362072039802266,0.251203129230362,-4.14014579686356,"P01009",45,3.03995540314604,0.0113568689241206,0.112286462104611,-0.143312961260033,"Non-significant",0.949672601598547,"SERPINA1","Alpha-1-antitrypsin","P01009"
-0.651628914802277,15.5808186139236,-2.94340405232596,0.0144439396659189,0.142808629277553,-3.25146032012799,"Q6UWP8",4,-3.02732860099351,0.0116148471802869,0.113014306690728,0.651628914802274,"Non-significant",0.946866574892303,"SBSN","Suprabasin","Q6UWP8"
-0.47218517627708,20.0292224547812,-3.00835206869975,0.0129138561944067,0.129773669625759,-3.14169350410067,"P05155",2,-2.95866080154361,0.0131248742435425,0.123777660173717,0.472185176277073,"Non-significant",0.907357731234803,"SERPING1","Plasma protease C1 inhibitor","P05155"
0.198815900302407,19.3602619779743,3.06988204665757,0.0116161085842642,0.124898584708246,-3.0376425773892,"P61604",4,2.96486109649292,0.0129807646550435,0.123777660173717,-0.198815900302407,"Non-significant",0.907357731234803,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604"
0.219959484100677,18.3147395389449,2.82004658008236,0.0178737088896376,0.165244867695119,-3.45955719051828,"P08571",5,2.88916393982647,0.0148544726079958,0.137966541040931,-0.219959484100677,"Non-significant",0.860226223766514,"CD14","Monocyte differentiation antigen CD14","P08571"
-0.14136050689612,20.1013996814705,-2.572150877937,0.0274381508190674,0.218436187689458,-3.87463819402202,"O00299",7,-2.87999864341418,0.015099035458628,0.138144906509537,0.141360506896113,"Non-significant",0.859665123165723,"CLIC1","Chloride intracellular channel protein 1","O00299"
0.240608306579844,19.5983818810387,3.0499388059861,0.0120215342273576,0.124898584708246,-3.07137133296276,"Q16790",3,2.8483213120125,0.0159757845222753,0.144016998708159,-0.240608306579848,"Non-significant",0.841586243950231,"CA9","Carbonic anhydrase 9","Q16790"
0.411960990425683,22.4602943730801,2.7451029176524,0.0203466008082103,0.176436734517655,-3.58558786353665,"P07148",5,2.83337141713203,0.0164070801712056,0.145761451376073,-0.41196099042569,"Non-significant",0.836357315992088,"FABP1","Fatty acid-binding protein, liver","P07148"
0.172183360432225,24.3352293890688,2.45261114669286,0.0337233890633698,0.245507414083137,-4.07236903211646,"RETBP_HUMAN",13,2.82299836325889,0.0167131587314391,0.146359518605317,-0.172183360432225,"Non-significant",0.834579027631716,"RBP4","Retinol-binding protein 4","RETBP_HUMAN"
0.265194868524816,20.4326788052286,2.77723133898496,0.0192469806362893,0.170991291739788,-3.5316040138784,"P23470",4,2.78108202353447,0.0180091639238841,0.153328020629736,-0.265194868524826,"Non-significant",0.814378470763059,"PTPRG","Receptor-type tyrosine-protein phosphatase gamma","P23470"
-0.721550883666524,17.4113253908294,-2.74257983169078,0.0204355761023711,0.176436734517655,-3.58982410451448,"Q7Z794",2,-2.78581910066803,0.0178578125872675,0.153328020629736,0.72155088366652,"Non-significant",0.814378470763059,"KRT77","Keratin, type II cytoskeletal 1b","Q7Z794"
-0.911441387684658,15.8988486231961,-2.70953044010556,0.0216376458154655,0.179741277937392,-3.64526764438662,"P01040",1,-2.75632410141565,0.0188212346228904,0.158046805805915,0.911441387684659,"Non-significant",0.801214277014426,"CSTA","Cystatin-A","P01040"
-0.134453894192461,20.0755117150068,-2.340266928574,0.0409096054157856,0.256484261868613,-4.2561415150356,"P48740",9,-2.741255412504,0.0193332366084405,0.160152351905054,0.134453894192458,"Non-significant",0.795466679155095,"MASP1","Mannan-binding lectin serine protease 1","P48740"
0.134707842563476,22.1551450770453,2.26290354034544,0.0467046981970303,0.270094150894147,-4.38128715305305,"P02763",12,2.71449659403003,0.0202768114982986,0.16572913931276,-0.134707842563476,"Non-significant",0.780601125074102,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
-0.293360822771271,16.0963283125891,-3.15200700382104,0.0100880498711042,0.11243590129067,-2.89875261713458,"Q96DG6",1,-2.69994476421232,0.0208089989435858,0.16784100463708,0.293360822771273,"Non-significant",0.775101929609083,"CMBL","Carboxymethylenebutenolidase homolog","Q96DG6"
-0.414296919440449,17.0648792333964,-2.81401567378952,0.0180610214283409,0.165244867695119,-3.46971235917557,"P01033",1,-2.67688684615273,0.0216807802019234,0.172601535893234,0.414296919440442,"Non-significant",0.762955344038025,"TIMP1","Metalloproteinase inhibitor 1","P01033"
-0.231616308208583,19.8192729106491,-2.84141779323026,0.0172255372591989,0.164988349060765,-3.42355490000242,"Q6YHK3",3,-2.66935069430257,0.0219734845259335,0.172689051466631,0.231616308208583,"Non-significant",0.762735195949359,"CD109","CD109 antigen","Q6YHK3"
0.387305563438218,18.2060023821477,2.83058961461378,0.017550936039332,0.165244867695119,-3.44179932282216,"Q15084",1,2.66026292836448,0.0223316627990019,0.173282396149217,-0.387305563438218,"Non-significant",0.761245555252528,"PDIA6","Protein disulfide-isomerase A6","Q15084"
0.189331729175002,22.7222066680017,2.38251009806945,0.0380471088409569,0.252124713654067,-4.1873038650666,"O95445",10,2.63936242196638,0.0231774913862516,0.177597527747153,-0.189331729174999,"Non-significant",0.750563084127478,"APOM","Apolipoprotein M","O95445"
-0.0932731599955616,21.5930332394775,-1.87722663626826,0.0894252622695122,0.386040040642331,-4.98181982825059,"P07996",24,-2.62952232320782,0.0235866054536499,0.178501100531943,0.0932731599955616,"Non-significant",0.748359101941275,"THBS1","Thrombospondin-1","P07996"
-0.138762291064278,19.9007196286036,-2.1744944005359,0.054300559642265,0.294568522661136,-4.52266069758532,"P21333",17,-2.60945634870724,0.0244431022860209,0.182727093918669,0.138762291064278,"Non-significant",0.738197052718785,"FLNA","Filamin-A","P21333"
-0.494826026345875,15.8130130621386,-2.59710732918961,0.0262801410627014,0.211970085150473,-3.83312055791902,"O76061",2,-2.59502670587516,0.0250779168446976,0.185214012359032,0.494826026345866,"Non-significant",0.732326159878699,"STC2","Stanniocalcin-2","O76061"
-0.219998048519006,17.883247702353,-3.06695612433795,0.011674707464758,0.124898584708246,-3.04259112341438,"P05089",2,-2.57898093623044,0.0258029247197964,0.188299914919466,0.219998048519003,"Non-significant",0.725149876212834,"ARG1","Arginase-1","P05089"
0.299372274602774,16.687189116546,2.91273953811446,0.0152289305476856,0.148179911519544,-3.30324672561669,"P28072",1,2.56890983069721,0.0262684777304393,0.189442080573639,-0.299372274602778,"Non-significant",0.722523545232255,"PSMB6","Proteasome subunit beta type-6","P28072"
-0.276072762967207,18.4599506506098,-2.51069473086034,0.0305096388722707,0.236739349730404,-3.9765429645628,"P00338",4,-2.53417766946607,0.0279382863221878,0.199141505994199,0.276072762967207,"Non-significant",0.700838212872625,"LDHA","L-lactate dehydrogenase A chain","P00338"
0.180539413988978,21.602803723296,2.26765470716589,0.0463269554768068,0.270094150894147,-4.37363818879913,"P10909",11,2.52445757538626,0.0284239805811597,0.20027471375001,-0.180539413988985,"Non-significant",0.698373880322354,"CLU","Clusterin","P10909"
0.112943706308091,25.475854085137,1.96527097557848,0.0772582559773624,0.358018821245954,-4.84879542999694,"ANT3_HUMAN",22,2.49400508801926,0.0299998540422258,0.202554428197969,-0.112943706308091,"Non-significant",0.693458257931289,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
0.498805086681671,16.5917204295425,2.54692447059432,0.0286600606866104,0.22523868206272,-3.9165275805593,"P07108",1,2.50901768599266,0.0292125585246443,0.202554428197969,-0.498805086681674,"Non-significant",0.693458257931289,"DBI","Acyl-CoA-binding protein","P07108"
0.75408905903701,17.3743831632399,2.44714191621771,0.0340426267488852,0.245507414083137,-4.0813655764217,"Q9UKY3",2,2.49824023644474,0.0297756728712514,0.202554428197969,-0.754089059037007,"Non-significant",0.693458257931289,"CES1P1","Putative inactive carboxylesterase 4","Q9UKY3"
0.311487693445869,17.4148953825797,2.62524959221831,0.0250324169216951,0.204598287639988,-3.78621728888684,"Q9Y646",2,2.49270028000805,0.0300692544306937,0.202554428197969,-0.311487693445873,"Non-significant",0.693458257931289,"CPQ","Carboxypeptidase Q","Q9Y646"
0.186904996592794,20.5838547317093,2.40060984899394,0.0368813729702,0.251203129230362,-4.15770893226478,"B2MG_HUMAN",5,2.45935681119979,0.0318969831398867,0.211821924309986,-0.186904996592801,"Non-significant",0.674029090904314,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
-0.10434055653532,21.1119704845306,-1.97385283594143,0.0761589770842799,0.358018821245954,-4.8356840922592,"P25311",11,-2.45513309274754,0.0321361157599163,0.211821924309986,0.104340556535313,"Non-significant",0.674029090904314,"AZGP1","Zinc-alpha-2-glycoprotein","P25311"
0.367315667248921,19.071646372786,2.35156800804287,0.0401238704463158,0.256484261868613,-4.23775885046206,"Q3LXA3",6,2.44408639851414,0.0327698444160082,0.213701219436309,-0.367315667248914,"Non-significant",0.670192999628401,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
-0.23457695006103,18.9686506169701,-2.26829931073603,0.0462759344261267,0.270094150894147,-4.37260004866827,"P06681",8,-2.41736193304479,0.0343537900109255,0.221672350281025,0.234576950061026,"Non-significant",0.654288474090052,"C2","Complement C2","P06681"
0.541944573537307,18.1315230461447,2.33892339025519,0.0410040092383754,0.256484261868613,-4.25832530427951,"P23141",4,2.40692846181184,0.0349921997069709,0.223439775212221,-0.541944573537304,"Non-significant",0.650839514221397,"CES1","Liver carboxylesterase 1","P23141"
-0.246180439601535,20.6303782388843,-2.46928753482657,0.0327680467907476,0.242009791358172,-4.04490838283592,"P05156",3,-2.39061160837912,0.0360137966609325,0.225455920317405,0.246180439601531,"Non-significant",0.646938355933275,"CFI","Complement factor I","P05156"
0.379490878928543,17.0584884051346,2.37251232894172,0.0387063892300796,0.252415070191902,-4.20362592551027,"Q96P44",3,2.3901435698515,0.0360435239659147,0.225455920317405,-0.379490878928539,"Non-significant",0.646938355933275,"COL21A1","Collagen alpha-1(XXI) chain","Q96P44"
-0.604798389752354,22.6286799984194,-2.26715049672041,0.046366902206795,0.270094150894147,-4.37445016057483,"K1C10_HUMAN",42,-2.36583269016938,0.0376208026371029,0.231033880194395,0.604798389752357,"Non-significant",0.636324327889043,"KRT10","Keratin, type I cytoskeletal 10","K1C10_HUMAN"
-0.236093018131093,20.3297581304564,-2.19802759251284,0.0521698942440567,0.288109415960421,-4.48521315601416,"P49747",11,-2.36480322220695,0.0376890506026746,0.231033880194395,0.236093018131101,"Non-significant",0.636324327889043,"COMP","Cartilage oligomeric matrix protein","P49747"
-0.192886920668624,22.2728327638207,-2.09545166673601,0.0620839199062771,0.322207993334307,-4.64737637507168,"P02675",24,-2.32830678726879,0.0401875463953964,0.243910553865128,0.19288692066862,"Non-significant",0.612769407614829,"FGB","Fibrinogen beta chain","P02675"
-0.215868387905154,19.0811551112127,-2.25127095074226,0.047642168639736,0.270413420149613,-4.39999333982748,"P08727",5,-2.31437876422629,0.041182644497455,0.247499618401372,0.21586838790515,"Non-significant",0.60642546633165,"KRT19","Keratin, type I cytoskeletal 19","P08727"
