"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HF_vs_OF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.270064546200302,20.346743894491,3.24761831035658,0.00861020105748634,0.0764935253367989,-3.22348392255381,"P49747",11,3.59120808566671,0.00442118953636793,0.048396235460599,-0.270064546200306,"Non-significant",1.31518841898108,"COMP","Cartilage oligomeric matrix protein","P49747"
-0.289594293406541,22.8507448302953,-3.34647750906787,0.00727754661943915,0.0697052512143156,-3.05283023803859,"P05787",7,-3.56601724021917,0.00461776810719721,0.0488527628052103,0.289594293406541,"Non-significant",1.31111087028445,"KRT8","Keratin, type II cytoskeletal 8","P05787"
-0.262000627081513,19.7249842490236,-3.64937410031786,0.00437126054868671,0.0471380759661458,-2.53249483342168,"P24347",4,-3.56545159125275,0.00462228424584372,0.0488527628052103,0.262000627081513,"Non-significant",1.31111087028445,"MMP11","Stromelysin-3","P24347"
0.146594824608886,21.7896550531626,2.69408236739461,0.0222989471301295,0.139228090180199,-4.17701627812584,"P00450",21,3.55485214053156,0.00470775750819501,0.0489128025851447,-0.146594824608886,"Non-significant",1.31057745244363,"CP","Ceruloplasmin","P00450"
-0.279909055491924,18.8639052086183,-4.82782294662222,0.000668492613894814,0.0170584474499362,-0.589277433253915,"P05386",1,-3.52543270301001,0.00495363249349281,0.0489770438469531,0.279909055491931,"Non-significant",1.31000743153675,"RPLP1","60S acidic ribosomal protein P1","P05386"
-0.218479031898642,19.4558972316904,-3.32107474127141,0.00759832471758913,0.0705723189679111,-3.09665680618463,"P09871",6,-3.53071391526572,0.00490853931693771,0.0489770438469531,0.218479031898642,"Non-significant",1.31000743153675,"C1S","Complement C1s subcomponent","P09871"
0.768084395700708,17.3940968915478,3.52432408416536,0.00538927599727668,0.055993664175095,-2.74671332919915,"P15169",2,3.52944258644949,0.00491935566924022,0.0489770438469531,-0.768084395700711,"Up in HF",1.31000743153675,"CPN1","Carboxypeptidase N catalytic chain","P15169"
-0.211726880363972,19.2009495782496,-3.2065453484227,0.00923526515631056,0.0797354583213856,-3.29444333239303,"Q15274",7,-3.51313795470003,0.00506027018465278,0.0492372321141611,0.211726880363969,"Non-significant",1.30770636904968,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","Q15274"
-0.220894055329079,19.5841126261759,-3.12167490963061,0.0106782149628549,0.0850096853536369,-3.44111101749718,"P62258",9,-3.5037776517655,0.00514303874956442,0.0492606680231717,0.220894055329079,"Non-significant",1.3074997029961,"YWHAE","14-3-3 protein epsilon","P62258"
-0.183662554014123,20.0552639460338,-2.95531137929189,0.0142102670653252,0.104950526639089,-3.72840514366309,"Q9BQT9",11,-3.49332143937895,0.005237147225402,0.0493903269103296,0.18366255401412,"Non-significant",1.30635809927108,"CLSTN3","Calsyntenin-3","Q9BQT9"
-0.432079414750433,17.4854747757537,-3.67441203865967,0.00419264405089706,0.0468433098780476,-2.48972938814351,"Q15631",2,-3.47329206345093,0.00542239486660445,0.0503625462610383,0.432079414750433,"Non-significant",1.29789232067769,"TSN","Translin","Q15631"
0.190267544322204,25.8683290025898,2.85104914292313,0.0170071581316053,0.115174221543487,-3.90798669818961,"P19823",44,3.42368816385463,0.00591072938412778,0.0540787628726915,-0.190267544322207,"Non-significant",1.26697325204625,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
-0.197255715849113,20.2854556897994,-2.8899007700792,0.015905181065636,0.113127983148415,-3.84113169462396,"P08238",15,-3.38763605306276,0.00629381208444137,0.0561458098356691,0.197255715849113,"Non-significant",1.25068264961,"HSP90AA1","Heat shock protein HSP 90-alpha","P08238"
-0.157323018693212,20.2362277316122,-2.71436510061795,0.0215316529530724,0.136071167631272,-4.14236999659349,"P12814",15,-3.38526896155985,0.00631983830124171,0.0561458098356691,0.157323018693212,"Non-significant",1.25068264961,"ACTN4","Alpha-actinin-4","P12814"
-0.66667782220458,18.6298154644736,-3.28907547747049,0.00802320056498032,0.0723267933284256,-3.15189011108815,"KRHB4_HUMAN",3,-3.32601434403002,0.00700855622511807,0.0605104924788363,0.66667782220458,"Non-significant",1.21816931244568,"KRT84","Keratin, type II cuticular Hb4","KRHB4_HUMAN"
-0.194715873760305,19.8311503928673,-2.90414779033204,0.0155193892902851,0.112763584732969,-3.81659551112017,"O75787",10,-3.33143508069707,0.00694247523504918,0.0605104924788363,0.194715873760302,"Non-significant",1.21816931244568,"ATP6AP2","Renin receptor","O75787"
-0.477099187230923,17.8812389270211,-3.17567037058354,0.00973559136111752,0.0806475338427708,-3.34779640436107,"P55072",8,-3.31468760809263,0.00714871867949942,0.0608633965351826,0.477099187230916,"Non-significant",1.2156438151174,"VCP","Transitional endoplasmic reticulum ATPase","P55072"
-0.152960055485142,21.9905049490428,-2.65418521805794,0.0238888412883488,0.144541518013276,-4.24504582568652,"P07225",14,-3.30096533476304,0.00732237208063957,0.0614878641840007,0.152960055485138,"Non-significant",1.21121059215965,"XII.01","Vitamin K-dependent protein S","P07225"
-0.277471004823617,20.4265407370792,-3.30461653836427,0.00781388354418371,0.0714912031729047,-3.12506163731456,"P23470",4,-3.27115638090112,0.00771460958115124,0.0639061577465637,0.277471004823617,"Non-significant",1.19445729291346,"PTPRG","Receptor-type tyrosine-protein phosphatase gamma","P23470"
-0.280812766403383,20.1943426649955,-3.46360019404733,0.00596938453928105,0.0599874216816276,-2.85106966173385,"RS27A_HUMAN",3,-3.24345590615588,0.00809833092533282,0.0661903580963869,0.280812766403383,"Non-significant",1.17920526932932,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B","RS27A_HUMAN"
-0.396707589289026,18.7698799288043,-3.41535188751319,0.00647612334126345,0.0640300581966854,-2.93411568958617,"P05362",2,-3.22224538409669,0.00840527229313751,0.0669390920586573,0.396707589289019,"Non-significant",1.17432018257563,"ICAM1","Intercellular adhesion molecule 1","P05362"
-0.330932093299484,18.6567608214595,-3.7247745984195,0.00385597360024287,0.0463472905284094,-2.40385000846244,"P30046",1,-3.21494456444239,0.00851364600394419,0.0669390920586573,0.330932093299488,"Non-significant",1.17432018257563,"DDT","D-dopachrome decarboxylase","P30046"
0.339913154715937,16.5578790320919,3.67294362619159,0.00420290708530606,0.0468433098780476,-2.49223621896665,"Q92954",1,3.20742639603865,0.00862673453937018,0.0669390920586573,-0.339913154715937,"Non-significant",1.17432018257563,"PRG4","Proteoglycan 4","Q92954"
-0.599598768092264,17.4516283087123,-3.23712550805361,0.00876564087316119,0.076761969360683,-3.24160943532708,"Q9UKY3",2,-3.21094771458589,0.00857357745106072,0.0669390920586573,0.59959876809226,"Non-significant",1.17432018257563,"CES1P1","Putative inactive carboxylesterase 4","Q9UKY3"
-0.467429931183649,16.6031602882555,-3.33028142206855,0.00748041780431519,0.070546094062234,-3.08077055295533,"P28072",1,-3.16756267075106,0.00925243808955072,0.0708968068611824,0.467429931183645,"Non-significant",1.14937332467303,"PSMB6","Proteasome subunit beta type-6","P28072"
-0.318051966856626,19.161607538109,-3.47940481984978,0.00581244574503153,0.0593838206950721,-2.823890340691,"P61916",2,-3.13482093794747,0.00980077089628511,0.0741712661657132,0.318051966856626,"Non-significant",1.12976430715392,"NPC2","NPC intracellular cholesterol transporter 2","P61916"
-0.499965921743918,21.0508964369304,-3.17806874539732,0.00969575090958713,0.0806475338427708,-3.34365168746131,"P48741",1,-3.06796327504592,0.0110251801853418,0.0824199445562746,0.499965921743915,"Non-significant",1.08396768196033,"HSPA7","Putative heat shock 70 kDa protein 7","P48741"
0.350369816993453,17.6896852540082,3.12750512850588,0.0105720957623395,0.0850096853536369,-3.43103540199451,"Q76LX8",3,3.05467199718034,0.0112864965052904,0.0833568958764216,-0.350369816993457,"Non-significant",1.0790584664155,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","Q76LX8"
-0.245645482123603,21.6588564942277,-2.73944764796444,0.0206192057031859,0.133048137853189,-4.09947153659955,"P60174",20,-3.04223001052048,0.0115367950604394,0.0841911353815399,0.245645482123606,"Non-significant",1.07473363364944,"TPI1","Triosephosphate isomerase","P60174"
-0.555336367907222,14.5518635407585,-3.05961984762258,0.0118773436991481,0.0921621732604786,-3.54833590685961,"O15394",1,-2.99775764159644,0.0124782557260704,0.0899902442362491,0.55533636790722,"Non-significant",1.04580456949416,"NCAM2","Neural cell adhesion molecule 2","O15394"
-0.538469023909062,16.375038956511,-3.03578970744464,0.0123735071280947,0.0948119983690257,-3.58949788245629,"P35754",1,-2.96805642376195,0.01314987383395,0.0937310774443181,0.538469023909059,"Non-significant",1.0281163907041,"GLRX","Glutaredoxin-1","P35754"
-0.271170654630776,16.6164886511329,-3.60604198986543,0.00469930092381979,0.0496667494189919,-2.60661112923661,"O43556",1,-2.9454751580529,0.0136847885309672,0.0964227053963549,0.271170654630776,"Non-significant",1.01582068739123,"SGCE","Epsilon-sarcoglycan","O43556"
0.388380526999395,20.7846715417339,2.88177954266458,0.0161294131375071,0.113127983148415,-3.85511340463313,"P10643",4,2.91768949981816,0.0143731606742208,0.0989971628460375,-0.388380526999402,"Non-significant",1.00437725164453,"C7","Complement component C7","P10643"
0.704899628315754,18.5538413057765,2.89980183119432,0.0156360598732501,0.112763584732969,-3.82408118340092,"P81605",2,2.91844272319678,0.0143540482515775,0.0989971628460375,-0.704899628315758,"Non-significant",1.00437725164453,"DCD","Dermcidin","P81605"
-0.187246414675311,21.2202635949637,-2.72093004595472,0.0212890014894078,0.135939144927156,-4.13114758160094,"O00584",6,-2.88396491440704,0.0152556304191066,0.103907793854581,0.187246414675311,"Non-significant",0.983351875916444,"RNASET2","Ribonuclease T2","O00584"
-0.217318803310466,19.30932215777,-2.8070573367442,0.0183481387926691,0.120939882579636,-3.98357578640168,"P17900",5,-2.87357993811698,0.0155381836737306,0.104669303208757,0.217318803310473,"Non-significant",0.980180666952885,"GM2A","Ganglioside GM2 activator","P17900"
-0.434600713006983,16.680589899965,-2.97762232085336,0.0136749573112416,0.103490726318409,-3.68991559982537,"Q04760",1,-2.84752752152324,0.0162703407265246,0.108409987666952,0.434600713006983,"Non-significant",0.964930704985548,"GLO1","Lactoylglutathione lyase","Q04760"
0.514756527137891,17.4455929409157,2.84100112508187,0.0173044815267117,0.115300512781242,-3.92526278010944,"P19013",2,2.81370138473239,0.0172727926200701,0.11385184813014,-0.514756527137887,"Non-significant",0.943659915191948,"KRT4","Keratin, type II cytoskeletal 4","P19013"
0.278023256809874,23.9462919322704,2.5948579382618,0.0264641472560635,0.15161235764455,-4.34587677606409,"P02751",92,2.79066806720769,0.0179905368248965,0.114877073683975,-0.278023256809877,"Non-significant",0.939766635942033,"FN1","Fibronectin","P02751"
-0.166681325882635,27.0600944410057,-2.39850139776679,0.0371094496219969,0.192780445917662,-4.6760798558446,"P02771",77,-2.79367298562243,0.0178952350561561,0.114877073683975,0.166681325882635,"Non-significant",0.939766635942033,"AFP","Alpha-fetoprotein","P02771"
0.529289418648094,15.6091194362805,2.84797265490578,0.017097641371056,0.115174221543487,-3.91327692443929,"P29622",1,2.79626825033393,0.0178133316797023,0.114877073683975,-0.529289418648094,"Non-significant",0.939766635942033,"SERPINA4","Kallistatin","P29622"
-0.465116732662171,19.0237138843329,-2.68925771752124,0.0224854501269816,0.139228090180199,-4.1852516444615,"P42330",5,-2.76140636511786,0.0189454932018823,0.11972770446138,0.465116732662171,"Non-significant",0.921805344142208,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
-0.989767075013443,16.3462394353766,-2.67590775995501,0.0230096673332915,0.141049260753077,-4.20802685716652,"P07108",1,-2.71727808352346,0.0204820535468385,0.127887314305811,0.989767075013447,"Non-significant",0.893172532927316,"DBI","Acyl-CoA-binding protein","P07108"
-0.333912919654917,21.9209992418595,-2.96223081090408,0.0140420141370799,0.104950526639089,-3.7164700203365,"P14174",1,-2.71254916076392,0.0206539055730428,0.127887314305811,0.333912919654917,"Non-significant",0.893172532927316,"MIF","Macrophage migration inhibitory factor","P14174"
-0.321586065003263,18.3101729242884,-2.8556562858244,0.016872558088695,0.115174221543487,-3.9000633400823,"P35237",1,-2.61443271429998,0.0245607728293716,0.149732545081766,0.32158606500326,"Non-significant",0.824683793422809,"SERPINB6","Serpin B6","P35237"
