"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","OF_vs_HF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.246334006690105,19.8158005704418,3.97507389434905,0.00255482029710799,0.0340457574375477,-1.98022272707085,"P11021",15,4.81697908993379,0.000582323728235508,0.0144771436682819,-0.246334006690105,"Non-significant",1.83931711572654,"HSPA5","Endoplasmic reticulum chaperone BiP","P11021"
0.512141092693014,20.7459502925585,4.68798398292898,0.000827116907223065,0.0172615680965847,-0.811034650703951,"P31431",5,4.80820054334944,0.000590421846177893,0.0144771436682819,-0.512141092693017,"Up in OF",1.83931711572654,"SDC4","Syndecan-4","P31431"
0.64552239493549,16.8344051700348,5.10453698045772,0.000442282022614656,0.0129104228506088,-0.158424494658649,"P0DMM9",1,4.77642307639365,0.000620745780532968,0.0146352755179504,-0.645522394935497,"Up in OF",1.83459909729584,"SULT1A3;SULT1A4","Sulfotransferase 1A3","P0DMM9"
0.305487355725226,20.3784322191285,4.33359285254686,0.00143643385920365,0.0258832529123589,-1.38457671093717,"PRDX1_HUMAN",7,4.70864247437359,0.000691058622490466,0.0156895902069132,-0.30548735572523,"Non-significant",1.80438839951061,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
-0.561337273038752,18.2997859882517,-4.73758462277714,0.000766706612380568,0.0170584474499366,-0.732074048778586,"P15291",3,-4.65114182167438,0.00075729861838715,0.016579430466833,0.561337273038749,"Up in HF",1.78043039232375,"B4GALT1","Beta-1,4-galactosyltransferase 1","P15291"
-0.640868737763121,18.6376014081575,-4.73940559807131,0.00076457989232181,0.0170584474499366,-0.729181509704364,"Q6P988",2,-4.56644029939952,0.000867337044716924,0.0183337106348784,0.640868737763114,"Up in HF",1.73674962750035,"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM","Q6P988"
0.230057439582037,19.3326303998456,3.87793993850729,0.00299467261600004,0.0382444648668339,-2.14394462807831,"P14625",9,4.54181412787573,0.000902400407031006,0.0184390483170002,-0.230057439582041,"Non-significant",1.73426149767182,"HSP90B1","Endoplasmin","P14625"
0.713817343339411,17.7403046119351,4.65286251660637,0.000872934112551594,0.0172615680965847,-0.86714522157148,"Q00839",1,4.47812552610959,0.00100018201903562,0.019777792828027,-0.713817343339411,"Up in OF",1.7038221766465,"HNRNPU","Heterogeneous nuclear ribonucleoprotein U","Q00839"
0.496557163189042,17.3383818349463,4.3251027348365,0.0014558663601769,0.0258832529123589,-1.39851134826432,"P50226",5,4.43681882799048,0.00106951127798116,0.0204878254188267,-0.496557163189046,"Non-significant",1.68850413524068,"SULT1A1","Sulfotransferase 1A1","P50226"
-0.473147101051069,17.2140431829719,-4.97128168918207,0.000538883758017401,0.0145885842255091,-0.364571171304834,"P63313",1,-4.374471464928,0.00118387847193809,0.0219914394938803,0.473147101051058,"Non-significant",1.65774634209042,"TMSB10","Thymosin beta-10","P63313"
0.180888993906585,21.4134251636365,3.39859840604865,0.00666229357450451,0.0648251739868455,-2.96297593164544,"P02750",12,4.32736245201643,0.00127877678016021,0.0230555931246533,-0.180888993906592,"Non-significant",1.63722370070761,"LRG1","Leucine-rich alpha-2-glycoprotein","P02750"
0.646979967341256,17.5307009886148,4.25523570049038,0.00162670217458097,0.0269504981896794,-1.51351119761657,"P55795",3,4.25107402364814,0.00144975446465273,0.0253914139094893,-0.646979967341256,"Up in OF",1.59531311495959,"HNRNPF;HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P55795"
0.646510494647487,18.9320489590868,4.04442528320048,0.00228253429260966,0.0333775349831803,-1.86390298150955,"Q3LXA3",6,4.17943272820076,0.001632200279669,0.0277927436510305,-0.646510494647483,"Up in OF",1.55606857831486,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
0.515991226311737,18.1904620754118,4.53379962814603,0.00104935346549618,0.0201016773234113,-1.05857668783424,"P04179",1,4.15979954994052,0.00168628523135445,0.0279376445086561,-0.515991226311737,"Up in OF",1.55381021311147,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179"
0.166306643944573,24.4349324485234,3.09708501280436,0.0111378845000126,0.0875323486988167,-3.48360443885029,"P01019",23,4.14030410645534,0.00174184820870582,0.0280987618930701,-0.166306643944559,"Non-significant",1.55131281585484,"AGT","Angiotensinogen","P01019"
0.39418862661714,17.8151860681182,4.79416353061295,0.000703466682018956,0.0170584474499366,-0.642411398667734,"O43493",1,4.03946206649615,0.00206141760030529,0.0303854992312615,-0.394188626617147,"Non-significant",1.51733362383531,"TGOLN2","Trans-Golgi network integral membrane protein 2","O43493"
-0.636114084286355,16.418984087263,-4.1973224015367,0.00178429696602867,0.0287835273730415,-1.6092712843034,"O95372",1,-4.03357275332733,0.00208187759822672,0.0303854992312615,0.636114084286355,"Up in HF",1.51733362383531,"LYPLA2","Acyl-protein thioesterase 2","O95372"
0.892638321272234,16.8436228140832,4.00465875009723,0.00243472084427427,0.0333775349831803,-1.9305411580923,"P06748",3,4.06076752781,0.00198913602169648,0.0303854992312615,-0.892638321272237,"Up in OF",1.51733362383531,"NPM1","Nucleophosmin","P06748"
0.561339245205883,18.1189855412639,4.31325592167482,0.00148344632164637,0.0258832529123589,-1.4179698299659,"Q15084",1,4.05537825453066,0.00200716625580116,0.0303854992312615,-0.561339245205886,"Up in OF",1.51733362383531,"PDIA6","Protein disulfide-isomerase A6","Q15084"
-0.664110877066978,20.1251853051762,-4.0340506197028,0.00232125085476942,0.0333775349831803,-1.8812723254677,"P05155",2,-3.96558859694692,0.00233399508208551,0.0332729996585678,0.664110877066975,"Up in HF",1.4779080444441,"SERPING1","Plasma protease C1 inhibitor","P05155"
0.483155846880077,19.9595333476374,3.79761582998006,0.00341802090613731,0.0419049363092434,-2.27999539709934,"P50895",6,3.93721980947881,0.00244842393503307,0.0341109970948926,-0.483155846880081,"Non-significant",1.4671055855917,"BCAM","Basal cell adhesion molecule","P50895"
0.620030158021091,15.7067984983488,4.00536758199274,0.0024319169841027,0.0333775349831803,-1.9293519143004,"Q96FW1",2,3.91568045967669,0.00253919756020526,0.0345895134312406,-0.620030158021088,"Up in OF",1.46105554713896,"OTUB1","Ubiquitin thioesterase OTUB1","Q96FW1"
0.65267206612689,16.8943839090589,3.94742550036963,0.00267267364185655,0.0348584881374056,-2.02673168701196,"P54760",2,3.88185569390881,0.00268887668328501,0.0358322044968198,-0.652672066126886,"Up in OF",1.44572647200825,"EPHB4","Ephrin type-B receptor 4","P54760"
0.541349964712676,17.8097627439355,4.00075411891262,0.00245022687478485,0.0333775349831803,-1.93709307973922,"P14314",2,3.85505812298618,0.0028139593675432,0.0359366060896663,-0.54134996471268,"Up in OF",1.44446294075318,"PRKCSH","Glucosidase 2 subunit beta","P14314"
0.388308041362997,16.2989484632911,4.2978823365341,0.00152006052992646,0.0258832529123589,-1.44324626199885,"Q9BTY2",2,3.86170154956744,0.00278239663019852,0.0359366060896663,-0.388308041362997,"Non-significant",1.44446294075318,"FUCA2","Plasma alpha-L-fucosidase","Q9BTY2"
-0.484166838608537,18.1931985467073,-3.675128157479,0.00418764840465943,0.0468433098780506,-2.48850690849859,"P05121",6,-3.80793708178304,0.00304877794201434,0.0381408342541794,0.484166838608534,"Non-significant",1.4186098118662,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
0.505808835341977,20.4244028123347,3.64774552896643,0.00438314898869571,0.0471380759661486,-2.5352780315003,"B2MG_HUMAN",5,3.74401265339388,0.00340028202042072,0.041101802232961,-0.505808835341981,"Up in OF",1.38613913474997,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
-0.402451724105962,16.9860076781162,-4.0844233538956,0.00213949394643786,0.0333007228259721,-1.79704440877032,"Q96IY4",2,-3.74070716124984,0.00341956266538501,0.041101802232961,0.402451724105969,"Non-significant",1.38613913474997,"CPB2","Carboxypeptidase B2","Q96IY4"
-0.221919469829803,19.919746345941,-3.18145932309212,0.00963971285472042,0.0806475338427801,-3.33779236399189,"CATD_HUMAN",15,-3.7057823701847,0.00363033201192345,0.0427960292944052,0.221919469829793,"Non-significant",1.36859652387295,"CTSD","Cathepsin D","CATD_HUMAN"
-0.309355962717117,24.4780292340015,-3.71228358524678,0.00393676201552304,0.0464083676060697,-2.42513187095128,"P01042",4,-3.67268145039196,0.00384251924759732,0.044442722618437,0.30935596271712,"Non-significant",1.35219934347679,"KNG1","Kininogen-1","P01042"
0.458852585047367,18.4947867947632,3.81858797921227,0.00330178807457956,0.0413060426472912,-2.24441824187345,"O43278",2,3.62139155806923,0.00419697257083406,0.0468960322324183,-0.458852585047367,"Non-significant",1.32886390040776,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
0.402304127974741,16.8564061889722,4.07481698742,0.00217296723171107,0.0333007228259721,-1.81308631544156,"P01130",1,3.61991854983179,0.00420763747599186,0.0468960322324183,-0.402304127974741,"Non-significant",1.32886390040776,"LDLR","Low-density lipoprotein receptor","P01130"
-0.270064546200302,20.346743894491,-3.24761831035658,0.00861020105748625,0.0764935253367982,-3.2234839225538,"P49747",11,-3.59120808566672,0.00442118953636786,0.0483962354605982,0.270064546200306,"Non-significant",1.31518841898109,"COMP","Cartilage oligomeric matrix protein","P49747"
0.289594293406534,22.8507448302953,3.34647750906778,0.00727754661944027,0.0697052512143263,-3.05283023803875,"P05787",7,3.56601724021908,0.00461776810719797,0.0488527628052054,-0.289594293406541,"Non-significant",1.31111087028449,"KRT8","Keratin, type II cytoskeletal 8","P05787"
0.262000627081516,19.7249842490236,3.64937410031792,0.00437126054868627,0.0471380759661486,-2.53249483342158,"P24347",4,3.56545159125281,0.00462228424584325,0.0488527628052054,-0.262000627081513,"Non-significant",1.31111087028449,"MMP11","Stromelysin-3","P24347"
-0.146594824608897,21.7896550531626,-2.69408236739483,0.0222989471301209,0.139228090180201,-4.17701627812546,"P00450",21,-3.55485214053187,0.00470775750819244,0.0489128025851181,0.146594824608886,"Non-significant",1.31057745244387,"CP","Ceruloplasmin","P00450"
0.279909055491924,18.8639052086183,4.82782294662223,0.000668492613894797,0.0170584474499366,-0.589277433253893,"P05386",1,3.52543270301002,0.00495363249349275,0.0489770438469525,-0.279909055491931,"Non-significant",1.31000743153675,"RPLP1","60S acidic ribosomal protein P1","P05386"
0.218479031898639,19.4558972316904,3.32107474127134,0.00759832471759001,0.0705723189679194,-3.09665680618475,"P09871",6,3.53071391526565,0.00490853931693832,0.0489770438469525,-0.218479031898642,"Non-significant",1.31000743153675,"C1S","Complement C1s subcomponent","P09871"
-0.768084395700715,17.3940968915478,-3.5243240841654,0.00538927599727636,0.0559936641750916,-2.74671332919909,"P15169",2,-3.52944258644952,0.00491935566923991,0.0489770438469525,0.768084395700711,"Up in HF",1.31000743153675,"CPN1","Carboxypeptidase N catalytic chain","P15169"
0.211726880363962,19.2009495782496,3.20654534842249,0.00923526515631375,0.0797354583214131,-3.29444333239338,"Q15274",7,3.51313795469981,0.00506027018465475,0.0492372321141804,-0.211726880363969,"Non-significant",1.30770636904951,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","Q15274"
0.220894055329079,19.5841126261759,3.12167490963064,0.0106782149628543,0.0850096853536326,-3.44111101749713,"P62258",9,3.50377765176554,0.00514303874956406,0.0492606680231683,-0.220894055329079,"Non-significant",1.30749970299613,"YWHAE","14-3-3 protein epsilon","P62258"
0.183662554014131,20.0552639460338,2.95531137929199,0.0142102670653226,0.104950526639069,-3.72840514366291,"Q9BQT9",11,3.49332143937908,0.00523714722540087,0.049390326910319,-0.18366255401412,"Non-significant",1.30635809927118,"CLSTN3","Calsyntenin-3","Q9BQT9"
0.432079414750433,17.4854747757537,3.67441203865967,0.00419264405089709,0.0468433098780506,-2.48972938814352,"Q15631",2,3.47329206345092,0.00542239486660448,0.0503625462610385,-0.432079414750433,"Non-significant",1.29789232067769,"TSN","Translin","Q15631"
-0.190267544322204,25.8683290025898,-2.85104914292315,0.0170071581316045,0.11517422154349,-3.90798669818958,"P19823",44,-3.42368816385467,0.00591072938412739,0.0540787628726879,0.190267544322207,"Non-significant",1.26697325204627,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
0.197255715849113,20.2854556897994,2.88990077007917,0.0159051810656367,0.113127983148414,-3.84113169462402,"P08238",15,3.38763605306272,0.00629381208444181,0.0561458098356679,-0.197255715849113,"Non-significant",1.25068264961001,"HSP90AA1","Heat shock protein HSP 90-alpha","P08238"
0.157323018693212,20.2362277316122,2.71436510061796,0.0215316529530721,0.13607116763127,-4.14236999659348,"P12814",15,3.38526896155986,0.00631983830124157,0.0561458098356679,-0.157323018693212,"Non-significant",1.25068264961001,"ACTN4","Alpha-actinin-4","P12814"
0.666677822204587,18.6298154644736,3.28907547747053,0.00802320056497975,0.0723267933284204,-3.15189011108808,"KRHB4_HUMAN",3,3.32601434403006,0.00700855622511754,0.0605104924788318,-0.66667782220458,"Non-significant",1.21816931244571,"KRT84","Keratin, type II cuticular Hb4","KRHB4_HUMAN"
0.194715873760298,19.8311503928673,2.90414779033194,0.0155193892902878,0.112763584732963,-3.81659551112035,"O75787",10,3.33143508069695,0.00694247523505054,0.0605104924788318,-0.194715873760302,"Non-significant",1.21816931244571,"ATP6AP2","Renin receptor","O75787"
0.477099187230912,17.8812389270211,3.17567037058347,0.00973559136111864,0.0806475338427801,-3.34779640436119,"P55072",8,3.31468760809256,0.00714871867950029,0.06086339653519,-0.477099187230916,"Non-significant",1.21564381511735,"VCP","Transitional endoplasmic reticulum ATPase","P55072"
0.152960055485135,21.9905049490428,2.65418521805784,0.0238888412883529,0.144541518013285,-4.24504582568669,"P07225",14,3.30096533476293,0.00732237208064096,0.0614878641840125,-0.152960055485138,"Non-significant",1.21121059215957,"XII.01","Vitamin K-dependent protein S","P07225"
0.27747100482361,20.4265407370792,3.30461653836415,0.00781388354418531,0.0714912031729193,-3.12506163731477,"P23470",4,3.27115638090101,0.00771460958115279,0.0639061577465765,-0.277471004823617,"Non-significant",1.19445729291337,"PTPRG","Receptor-type tyrosine-protein phosphatase gamma","P23470"
0.280812766403383,20.1943426649955,3.46360019404734,0.00596938453928095,0.0599874216816266,-2.85106966173384,"RS27A_HUMAN",3,3.24345590615589,0.00809833092533272,0.0661903580963861,-0.280812766403383,"Non-significant",1.17920526932932,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B","RS27A_HUMAN"
0.396707589289019,18.7698799288043,3.41535188751314,0.00647612334126401,0.0640300581966909,-2.93411568958626,"P05362",2,3.22224538409664,0.00840527229313825,0.0669390920586601,-0.396707589289019,"Non-significant",1.17432018257561,"ICAM1","Intercellular adhesion molecule 1","P05362"
0.330932093299491,18.6567608214595,3.72477459841956,0.00385597360024247,0.0463472905284046,-2.40385000846234,"P30046",1,3.21494456444245,0.00851364600394331,0.0669390920586601,-0.330932093299488,"Non-significant",1.17432018257561,"DDT","D-dopachrome decarboxylase","P30046"
-0.339913154715937,16.5578790320919,-3.67294362619155,0.00420290708530633,0.0468433098780506,-2.49223621896672,"Q92954",1,-3.20742639603863,0.00862673453937055,0.0669390920586601,0.339913154715937,"Non-significant",1.17432018257561,"PRG4","Proteoglycan 4","Q92954"
0.599598768092271,17.4516283087123,3.23712550805366,0.00876564087316052,0.0767619693606771,-3.24160943532701,"Q9UKY3",2,3.21094771458593,0.00857357745106005,0.0669390920586601,-0.59959876809226,"Non-significant",1.17432018257561,"CES1P1","Putative inactive carboxylesterase 4","Q9UKY3"
0.467429931183649,16.6031602882555,3.33028142206855,0.0074804178043151,0.0705460940622332,-3.08077055295533,"P28072",1,3.16756267075106,0.00925243808955061,0.0708968068611816,-0.467429931183645,"Non-significant",1.14937332467304,"PSMB6","Proteasome subunit beta type-6","P28072"
0.318051966856629,19.161607538109,3.47940481984979,0.00581244574503149,0.0593838206950717,-2.823890340691,"P61916",2,3.13482093794748,0.00980077089628493,0.0741712661657119,-0.318051966856626,"Non-significant",1.12976430715393,"NPC2","NPC intracellular cholesterol transporter 2","P61916"
0.499965921743918,21.0508964369304,3.17806874539732,0.00969575090958709,0.0806475338427801,-3.34365168746131,"P48741",1,3.06796327504592,0.0110251801853417,0.0824199445562742,-0.499965921743915,"Non-significant",1.08396768196033,"HSPA7","Putative heat shock 70 kDa protein 7","P48741"
-0.350369816993453,17.6896852540082,-3.12750512850587,0.0105720957623396,0.0850096853536326,-3.43103540199453,"Q76LX8",3,-3.05467199718033,0.0112864965052905,0.0833568958764226,0.350369816993457,"Non-significant",1.07905846641549,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","Q76LX8"
0.245645482123592,21.6588564942277,2.73944764796438,0.0206192057031881,0.133048137853203,-4.09947153659966,"P60174",20,3.04223001052042,0.0115367950604406,0.0841911353815486,-0.245645482123606,"Non-significant",1.07473363364939,"TPI1","Triosephosphate isomerase","P60174"
0.555336367907216,14.5518635407585,3.05961984762255,0.0118773436991487,0.0921621732604833,-3.54833590685967,"O15394",1,2.99775764159641,0.012478255726071,0.0899902442362535,-0.55533636790722,"Non-significant",1.04580456949414,"NCAM2","Neural cell adhesion molecule 2","O15394"
0.538469023909062,16.375038956511,3.03578970744463,0.0123735071280948,0.0948119983690261,-3.5894978824563,"P35754",1,2.96805642376194,0.0131498738339501,0.0937310774443186,-0.538469023909059,"Non-significant",1.0281163907041,"GLRX","Glutaredoxin-1","P35754"
0.271170654630776,16.6164886511329,3.60604198986548,0.00469930092381943,0.0496667494189881,-2.60661112923654,"O43556",1,2.94547515805292,0.0136847885309666,0.0964227053963507,-0.271170654630776,"Non-significant",1.01582068739125,"SGCE","Epsilon-sarcoglycan","O43556"
-0.388380526999399,20.7846715417339,-2.88177954266458,0.016129413137507,0.113127983148414,-3.85511340463313,"P10643",4,-2.91768949981816,0.0143731606742207,0.0989971628460369,0.388380526999402,"Non-significant",1.00437725164454,"C7","Complement component C7","P10643"
-0.704899628315758,18.5538413057765,-2.89980183119435,0.0156360598732493,0.112763584732963,-3.82408118340087,"P81605",2,-2.91844272319681,0.0143540482515768,0.0989971628460369,0.704899628315758,"Non-significant",1.00437725164454,"DCD","Dermcidin","P81605"
0.187246414675311,21.2202635949637,2.72093004595471,0.0212890014894079,0.135939144927157,-4.13114758160095,"O00584",6,2.88396491440704,0.0152556304191067,0.103907793854582,-0.187246414675311,"Non-significant",0.983351875916442,"RNASET2","Ribonuclease T2","O00584"
0.217318803310466,19.30932215777,2.80705733674417,0.0183481387926699,0.120939882579642,-3.98357578640173,"P17900",5,2.87357993811696,0.0155381836737313,0.104669303208761,-0.217318803310473,"Non-significant",0.980180666952865,"GM2A","Ganglioside GM2 activator","P17900"
0.434600713006986,16.680589899965,2.97762232085339,0.013674957311241,0.103490726318404,-3.68991559982533,"Q04760",1,2.84752752152326,0.0162703407265239,0.108409987666947,-0.434600713006983,"Non-significant",0.964930704985566,"GLO1","Lactoylglutathione lyase","Q04760"
-0.514756527137894,17.4455929409157,-2.84100112508189,0.0173044815267111,0.115300512781238,-3.92526278010941,"P19013",2,-2.81370138473241,0.0172727926200695,0.113851848130136,0.514756527137887,"Non-significant",0.943659915191963,"KRT4","Keratin, type II cytoskeletal 4","P19013"
-0.278023256809885,23.9462919322704,-2.5948579382619,0.0264641472560589,0.151612357644524,-4.34587677606392,"P02751",92,-2.7906680672078,0.0179905368248931,0.114877073683953,0.278023256809877,"Non-significant",0.939766635942116,"FN1","Fibronectin","P02751"
0.166681325882635,27.0600944410057,2.39850139776679,0.0371094496219968,0.192780445917661,-4.67607985584461,"P02771",77,2.79367298562242,0.0178952350561562,0.114877073683953,-0.166681325882635,"Non-significant",0.939766635942116,"AFP","Alpha-fetoprotein","P02771"
-0.529289418648091,15.6091194362805,-2.84797265490577,0.0170976413710565,0.11517422154349,-3.91327692443933,"P29622",1,-2.79626825033392,0.0178133316797029,0.114877073683953,0.529289418648094,"Non-significant",0.939766635942116,"SERPINA4","Kallistatin","P29622"
0.465116732662167,19.0237138843329,2.68925771752123,0.022485450126982,0.139228090180201,-4.18525164446153,"P42330",5,2.76140636511786,0.0189454932018826,0.119727704461382,-0.465116732662171,"Non-significant",0.921805344142202,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
0.989767075013438,16.3462394353766,2.675907759955,0.0230096673332921,0.141049260753081,-4.20802685716655,"P07108",1,2.71727808352344,0.020482053546839,0.127887314305818,-0.989767075013447,"Non-significant",0.893172532927289,"DBI","Acyl-CoA-binding protein","P07108"
0.333912919654914,21.9209992418595,2.96223081090404,0.0140420141370809,0.104950526639069,-3.71647002033657,"P14174",1,2.71254916076389,0.0206539055730441,0.127887314305818,-0.333912919654917,"Non-significant",0.893172532927289,"MIF","Macrophage migration inhibitory factor","P14174"
0.32158606500326,18.3101729242884,2.85565628582438,0.0168725580886956,0.11517422154349,-3.90006334008234,"P35237",1,2.61443271429996,0.0245607728293725,0.149732545081761,-0.32158606500326,"Non-significant",0.824683793422823,"SERPINB6","Serpin B6","P35237"
0.246428131355152,19.1437318564082,3.15400271732661,0.0101031976402975,0.0825768020466979,-3.38524208075049,"P49721",1,2.61190719579897,0.0246704519629003,0.149732545081761,-0.246428131355156,"Non-significant",0.824683793422823,"PSMB2","Proteasome subunit beta type-2","P49721"
