"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.528146743774407,17.2151260375976,-5.23480082785633,0.00100439029803015,0.354556619032911,-0.512197916329236,"Q9BYK8",13,-5.68338947557183,0.000326621098471282,0.174492546111553,0.5281467437744,"Non-significant",0.758223120290831,"HELZ2","Helicase with zinc finger domain 2","Q9BYK8"
-0.747740268707275,20.7576878070831,-4.96490249895507,0.00137529985787844,0.354556619032911,-0.750067426335766,"P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9",39,-5.42631428558597,0.000452032168577422,0.185694814851605,0.747740268707275,"Non-significant",0.73120022287721,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9"
-0.509414672851555,19.1962394714356,-4.98434198644975,0.00134405878728257,0.354556619032911,-0.73249329949989,"O14933;E9PKW8;E9PQT7",7,-5.31234661560884,0.000523607922192044,0.201125791332274,0.509414672851548,"Non-significant",0.696532234151765,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","O14933;E9PKW8;E9PQT7"
-0.602368354797381,18.8088488578796,-4.79749481203668,0.00167997407487661,0.354556619032911,-0.904298207925564,"P09913;A0A087X279",16,-5.22579112919886,0.000586163672368493,0.201125791332274,0.602368354797377,"Non-significant",0.696532234151765,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","P09913;A0A087X279"
3.8782646656036,16.6090992689133,4.83262275411449,0.0016103576311228,0.354556619032911,-0.871503969690504,"P15121;E9PCX2",1,5.22403413936192,0.000587514482956982,0.201125791332274,-3.8782646656036,"Non-significant",0.696532234151765,"AKR1B1","Aldo-keto reductase family 1 member B1","P15121;E9PCX2"
-0.0898046493529989,22.8448152542114,-3.94725644020961,0.00494559211447526,0.46840097072626,-1.76957900555199,"P28838",43,-5.16775848159882,0.000632613729784581,0.205166621206978,0.0898046493529989,"Non-significant",0.687893293680893,"LAP3","Cytosol aminopeptidase","P28838"
-0.215032577514652,21.4682974815369,-4.70449592133372,0.0018807753811468,0.354556619032911,-0.992234359092679,"P04439;P01889;D9J307;Q5SRN5;A0A140T9H3;A0A0G2JL56;A0A140T933;A0A1W2PQZ3;A0A1W2PQS8;A0A1W2PPF8;A0A1W2PS24;A0A140T955;A0A0G2JI36;A0A0G2JPD3;A0A0G2JIF2;A0A140T975;A0A140T941;A0A1W2PRT9;Q5SRN7;A0A1W2PS39;A0A140T9A9;A0A140T913;Q9GJ45;S6AU73;B0UXQ0;A0A140T8Y4;A0A1W2PR61;A0A140T9G0;A0A1W2PPR8;A0A140T9S9;A0A140T9X5;Q5SUL5;A0A1W2PP29;Q2L6G2;Q53Z42;A0A140T8W8;A0A140T9Z6;D5H3J5;A0A1W2PQD0;Q5SS57;Q5SPM2;Q5RJ27;A0A1W2PSE7;A0A1W2PPQ2;A0A1W2PQE2;A0A140T9I0;A0A140T951",13,-5.04350747293115,0.00074602236975742,0.229849492122261,0.215032577514652,"Non-significant",0.638556451534046,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","P04439;P01889;D9J307;Q5SRN5;A0A140T9H3;A0A0G2JL56;A0A140T933;A0A1W2PQZ3;A0A1W2PQS8;A0A1W2PPF8;A0A1W2PS24;A0A140T955;A0A0G2JI36;A0A0G2JPD3;A0A0G2JIF2;A0A140T975;A0A140T941;A0A1W2PRT9;Q5SRN7;A0A1W2PS39;A0A140T9A9;A0A140T913;Q9GJ45;S6AU73;B0UXQ0;A0A140T8Y4;A0A1W2PR61;A0A140T9G0;A0A1W2PPR8;A0A140T9S9;A0A140T9X5;Q5SUL5;A0A1W2PP29;Q2L6G2;Q53Z42;A0A140T8W8;A0A140T9Z6;D5H3J5;A0A1W2PQD0;Q5SS57;Q5SPM2;Q5RJ27;A0A1W2PSE7;A0A1W2PPQ2;A0A1W2PQE2;A0A140T9I0;A0A140T951"
-0.23634338378907,17.9604320526123,-4.51228953798964,0.00238460079525266,0.374852827847449,-1.1791559217232,"Q9Y3Z3;A0A2R8YCS7",22,-4.98162618745738,0.000810544472021541,0.237836906504606,0.236343383789077,"Non-significant",0.623720752544779,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Q9Y3Z3;A0A2R8YCS7"
-0.465456008911101,18.9733543395996,-4.43724950419173,0.0026199936267292,0.374852827847449,-1.2540427678223,"O95786;A2A376",27,-4.85712516233867,0.000959367049890006,0.252828566358028,0.465456008911097,"Non-significant",0.597173857957839,"DDX58","Antiviral innate immune response receptor RIG-I","O95786;A2A376"
-0.128321647644082,19.5155372619629,-4.2677878170543,0.00325061245072786,0.40878110043643,-1.42713022100503,"P09871;H0Y5D1;A0A087X232;F8WCZ6;F5H7T4",23,-4.87147336889482,0.000940801852041925,0.252828566358028,0.128321647644078,"Non-significant",0.597173857957839,"C1S","Complement C1s subcomponent","P09871;H0Y5D1;A0A087X232;F8WCZ6;F5H7T4"
-0.840139865875244,18.7046630382538,-4.44143276261606,0.00260622263181352,0.374852827847449,-1.24983968680169,"Q9Y6K5",16,-4.83800234405988,0.000984726645990371,0.252828566358028,0.840139865875248,"Non-significant",0.597173857957839,"OAS3","2'-5'-oligoadenylate synthase 3","Q9Y6K5"
-0.60701322555537,18.2141416072845,-4.39163784519895,0.00277541699278438,0.374852827847449,-1.30008821190466,"Q8IY21",21,-4.79180515473579,0.00104902123530489,0.25856275407795,0.607013225555374,"Non-significant",0.587434034998615,"DDX60","Probable ATP-dependent RNA helicase DDX60","Q8IY21"
-0.352862358093276,18.6092643737793,-4.36899227024208,0.00285630236631247,0.374852827847449,-1.32309738962082,"P19525;F8WBH4;C9JZT2",16,-4.75888280215521,0.00109759479767156,0.26012996704816,0.352862358093276,"Non-significant",0.584809614070995,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","P19525;F8WBH4;C9JZT2"
0.404691696166953,15.5760052204132,4.7492751474237,0.00178097909844686,0.354556619032911,-0.949690177500247,"O75140;A0A2R8Y6V4;A0A2R8Y842;A0A2R8YEW8;A0A2R8Y6Y2;A0A2R8YFS1;A0A2R8Y6H3;A0A5F9UWT1;H0Y770;A0A2R8Y5P2;A0A2R8Y7U6;A0A2R8Y7U0;A0A2R8Y5K9;A0A2R8Y721;A0A2R8YF50;A0A2R8Y5E9;A0A2R8Y5T1;A0A2R8YF97;A0A2R8Y6H8",4,4.70625245927158,0.00118034726687603,0.269381476240375,-0.404691696166951,"Non-significant",0.569632271431067,"DEPDC5","GATOR complex protein DEPDC5","O75140;A0A2R8Y6V4;A0A2R8Y842;A0A2R8YEW8;A0A2R8Y6Y2;A0A2R8YFS1;A0A2R8Y6H3;A0A5F9UWT1;H0Y770;A0A2R8Y5P2;A0A2R8Y7U6;A0A2R8Y7U0;A0A2R8Y5K9;A0A2R8Y721;A0A2R8YF50;A0A2R8Y5E9;A0A2R8Y5T1;A0A2R8YF97;A0A2R8Y6H8"
0.359755516052202,15.5621740818024,4.48759831765618,0.00245939578105056,0.374852827847449,-1.20367786089165,"O60307",6,4.65917488565556,0.00126007284663517,0.271694876206651,-0.3597555160522,"Non-significant",0.565918551704157,"MAST3","Microtubule-associated serine/threonine-protein kinase 3","O60307"
0.0730743408202699,19.5382494926453,3.42141236199705,0.010172630043861,0.602728330098766,-2.3728609572921,"O75923",45,4.64865526728005,0.00127866786919715,0.271694876206651,-0.0730743408202734,"Non-significant",0.565918551704157,"DYSF","Dysferlin","O75923"
0.125274181366006,16.7748987674713,4.85091253914157,0.00157537137030934,0.354556619032911,-0.854520295186078,"Q13136;A0A2R8Y7R9",9,4.4991608494479,0.00157734895795371,0.323987475963693,-0.125274181366002,"Non-significant",0.489471777524823,"PPFIA1","Liprin-alpha-1","Q13136;A0A2R8Y7R9"
-1.34984016418457,16.0151689052582,-4.11123377195652,0.00398243831223139,0.444259678521021,-1.59193422277422,"Q15646",4,-4.44726538325287,0.00169788225937644,0.329768743920983,1.34984016418457,"Non-significant",0.481790509958702,"OASL","2'-5'-oligoadenylate synthase-like protein","Q15646"
-1.26121163368225,15.3404797315597,-4.3068481768315,0.00309179725084181,0.396909472076818,-1.38674509474551,"Q8TCB0;C9JUM8",1,-4.44123011023347,0.00171252836830111,0.329768743920983,1.26121163368225,"Non-significant",0.481790509958702,"IFI44","Interferon-induced protein 44","Q8TCB0;C9JUM8"
-0.170184135436998,20.3389658927918,-4.51512516436966,0.00237617171656369,0.374852827847449,-1.17634719122813,"O15533;Q6P1N7;A2AB90;A0A0G2JKZ1;A0A0G2JH37;C9JA35;A0A0A0MSV9",8,-4.41586256196046,0.00177558634755512,0.331550396170747,0.170184135437001,"Non-significant",0.479450448811642,"TAPBP","Tapasin","O15533;Q6P1N7;A2AB90;A0A0G2JKZ1;A0A0G2JH37;C9JA35;A0A0A0MSV9"
-0.798978567123402,15.7198737859726,-4.63822886131004,0.00203990472519256,0.359139797618187,-1.05588775337336,"Q9Y314;A0A075B797;M0R1K2;M0R3B2;M0QX85;A0A075B6F9;M0R1T7",1,-4.37310179086564,0.00188757942941216,0.342096013059933,0.798978567123399,"Non-significant",0.465851987247737,"NOSIP","Nitric oxide synthase-interacting protein","Q9Y314;A0A075B797;M0R1K2;M0R3B2;M0QX85;A0A075B6F9;M0R1T7"
-0.541500091552727,18.076087474823,-4.21804533663887,0.00346586643118991,0.425388205261351,-1.4789840815112,"Q01629;P13164;Q01628;H7BYV1;E9PQN9;E9PS44",3,-4.2645860586974,0.00220715623921629,0.375151916171719,0.541500091552727,"Non-significant",0.425792830952645,"IFITM3","Interferon-induced transmembrane protein 3","Q01629;P13164;Q01628;H7BYV1;E9PQN9;E9PS44"
-0.40394592285158,16.922830581665,-4.19699039525681,0.00356161567674419,0.425388205261351,-1.50107587225715,"Q8NHU6",4,-4.23872046007283,0.0022915705106698,0.375151916171719,0.403945922851577,"Non-significant",0.425792830952645,"TDRD7","Tudor domain-containing protein 7","Q8NHU6"
0.304143190383957,16.2228869199753,5.15738603874849,0.0010980025766313,0.354556619032911,-0.579084787540217,"Q9BZI7;A0A087WYC8",3,4.23216809768114,0.00231349769791063,0.375151916171719,-0.30414319038395,"Non-significant",0.425792830952645,"UPF3B","Regulator of nonsense transcripts 3B","Q9BZI7;A0A087WYC8"
-1.11983346939087,14.3399641513825,-4.19091563849524,0.00358977388406204,0.425388205261351,-1.50746560014272,"Q9NVM4;H3BNC0;H3BPZ8;A0A6Q8PFP4",1,-4.27726495848748,0.0021669969320928,0.375151916171719,1.11983346939087,"Non-significant",0.425792830952645,"PRMT7","Protein arginine N-methyltransferase 7","Q9NVM4;H3BNC0;H3BPZ8;A0A6Q8PFP4"
0.157124996185299,19.8897964954376,4.88640603560532,0.00150983700096436,0.354556619032911,-0.821738802119823,"O15120",6,4.17364209450399,0.00251958684752631,0.398094721909156,-0.157124996185299,"Non-significant",0.400013580418726,"AGPAT2","1-acyl-sn-glycerol-3-phosphate acyltransferase beta","O15120"
-0.288430690765352,18.7812006473541,-5.00458588490338,0.00131235354611815,0.354556619032911,-0.714265513105317,"Q3SY84",3,-4.06565856759878,0.00295300589369177,0.427077793493717,0.288430690765349,"Non-significant",0.369493009734186,"KRT71","Keratin, type II cytoskeletal 71","Q3SY84"
0.081524848938006,18.0792427062988,3.19974076443804,0.0139472481262822,0.687543543633208,-2.64142166479894,"Q709C8",54,4.08140065475837,0.0028851613792918,0.427077793493717,-0.0815248489379989,"Non-significant",0.369493009734186,"VPS13C","Vacuolar protein sorting-associated protein 13C","Q709C8"
-0.211182117462197,18.2850277423859,-3.66327027130733,0.00726476955426236,0.532787990124154,-2.08919012915687,"Q8TDB6",28,-4.05944348753153,0.00298025724119277,0.427077793493717,0.211182117462201,"Non-significant",0.369493009734186,"DTX3L","E3 ubiquitin-protein ligase DTX3L","Q8TDB6"
0.306378364562974,16.4896492958069,4.04625236763301,0.00433729325372427,0.452989847956762,-1.66171902028531,"Q9NUL3;E7EVJ4;E7EPX0;E7EVI1;E5RJN7",5,4.08590770141555,0.00286604419197021,0.427077793493717,-0.306378364562978,"Non-significant",0.369493009734186,"STAU2","Double-stranded RNA-binding protein Staufen homolog 2","Q9NUL3;E7EVJ4;E7EPX0;E7EVI1;E5RJN7"
0.325178623199498,15.8479716777801,4.46387597374074,0.00253367979964834,0.374852827847449,-1.22734734539219,"Q12982;J3KN59;H7C096",3,3.97095400915156,0.00339867846386004,0.431037925377183,-0.325178623199502,"Non-significant",0.365484516248983,"BNIP2","BCL2/adenovirus E1B 19 kDa protein-interacting protein 2","Q12982;J3KN59;H7C096"
0.107202529907248,17.8928027153015,4.37733132962678,0.00282622126160173,0.374852827847449,-1.31461298912538,"Q13428;A0A6I8PRA0;A0A3B3IS06;E7ETY2",9,3.99882663169915,0.00326052151071705,0.431037925377183,-0.107202529907251,"Non-significant",0.365484516248983,"TCOF1","Treacle protein","Q13428;A0A6I8PRA0;A0A3B3IS06;E7ETY2"
-0.153972148895249,17.0870444774628,-4.61432036355045,0.00210089541182021,0.359603264656559,-1.0790572863476,"Q13636;Q9UL26;J3QR51",6,-3.99655915928063,0.00327153452750354,0.431037925377183,0.153972148895249,"Non-significant",0.365484516248983,"RAB22A","Ras-related protein Rab-22A","Q13636;Q9UL26;J3QR51"
0.169158458709735,18.1036746501923,3.72220234883365,0.00670106919045274,0.522281729870625,-2.02164144832546,"Q6P2E9",15,4.03535469899398,0.00308843573730075,0.431037925377183,-0.169158458709727,"Non-significant",0.365484516248983,"EDC4","Enhancer of mRNA-decapping protein 4","Q6P2E9"
-0.200919151306181,19.4002995491028,-3.58482458677851,0.00809564818130794,0.536401979496985,-2.18007572732494,"Q8IXQ6;G5E9U8",25,-3.96527210583203,0.00342759791358033,0.431037925377183,0.200919151306174,"Non-significant",0.365484516248983,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","Q8IXQ6;G5E9U8"
0.0459570884704945,19.7108232975006,2.41273833883557,0.0446636465238053,0.771799546475875,-3.64317370430528,"Q9UPN3;H3BQK9;E9PLY5;H3BPE1;E9PNZ4;A0A590UJG2;H0Y390;A0A5F9ZGX0",124,3.98035145150656,0.00335141535399902,0.431037925377183,-0.0459570884704981,"Non-significant",0.365484516248983,"MACF1","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5","Q9UPN3;H3BQK9;E9PLY5;H3BPE1;E9PNZ4;A0A590UJG2;H0Y390;A0A5F9ZGX0"
-0.296566724777252,14.8947123289108,-4.65956001630814,0.00198712530034919,0.359139797618187,-1.03530732547404,"Q9ULK4;Q5JWT2",3,-3.94630613286666,0.00352603754640841,0.434548867219373,0.296566724777248,"Non-significant",0.361961377856578,"MED23","Mediator of RNA polymerase II transcription subunit 23","Q9ULK4;Q5JWT2"
-0.168687820434602,19.3680739402771,-3.74828930755245,0.00646675631334565,0.516737434643555,-1.99194243706769,"P25774;U3KQE7",10,-3.90623278934805,0.00374403911801801,0.448288028358893,0.168687820434599,"Non-significant",0.348442858919384,"CTSS","Cathepsin S","P25774;U3KQE7"
0.179101943969748,17.1828989982605,3.96755799449444,0.00481368313995996,0.46840097072626,-1.74730803537254,"Q96Q42",7,3.89932856926728,0.00378302133636197,0.448288028358893,-0.179101943969751,"Non-significant",0.348442858919384,"ALS2","Alsin","Q96Q42"
0.0628857612609828,21.3290078639984,2.77819485882615,0.025835270412428,0.73362643447641,-3.1710404122414,"P42704",100,3.88126329259727,0.00388707154524625,0.45192707286429,-0.0628857612609757,"Non-significant",0.344931641312322,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","P42704"
-0.231850147247325,17.790637254715,-5.72808534231444,0.00058011432065436,0.354556619032911,-0.110401641872558,"P53801;A8MZH8;B4DPZ0",3,-3.85650560972748,0.00403462350460727,0.460395371025741,0.231850147247322,"Non-significant",0.336869051567189,"PTTG1IP","Pituitary tumor-transforming gene 1 protein-interacting protein","P53801;A8MZH8;B4DPZ0"
0.133250713348403,19.6163618564606,3.9365167544022,0.00501695294838254,0.46840097072626,-1.78139205961142,"P06730;H0Y8J7;D6RBW1",8,3.76344765905954,0.0046445354120538,0.518979474355433,-0.133250713348399,"Non-significant",0.284849818163967,"EIF4E","Eukaryotic translation initiation factor 4E","P06730;H0Y8J7;D6RBW1"
-0.0773792266845454,22.7139019966125,-3.14487493725853,0.0150950607046158,0.693305663697391,-2.70905460576214,"Q9UL46;A0A087X1Z3;H0YM70;H0YKU2",26,-3.75333500194774,0.00471646390196434,0.518979474355433,0.077379226684549,"Non-significant",0.284849818163967,"PSME2","Proteasome activator complex subunit 2","Q9UL46;A0A087X1Z3;H0YM70;H0YKU2"
0.0794186592102264,18.6680905818939,3.30171187084901,0.0120529494647678,0.629409106795757,-2.516917586982,"Q9UJU6;H0Y5J4",19,3.7370101897328,0.00483507322530892,0.522696863409712,-0.0794186592102228,"Non-significant",0.281750106001238,"DBNL","Drebrin-like protein","Q9UJU6;H0Y5J4"
0.123992443084703,18.0796692371368,4.79766672348999,0.00167962543002517,0.354556619032911,-0.904137156345996,"C4AMC7;A8K0Z3;Q6VEQ5;A8MWX3;Q9NQA3",6,3.72364491603129,0.00493452563668439,0.524250809883607,-0.123992443084699,"Non-significant",0.280460889946624,"WASH6P","WAS protein family homolog 6","C4AMC7;A8K0Z3;Q6VEQ5;A8MWX3;Q9NQA3"
0.598480939865153,14.5042072534561,4.11747047037337,0.00395007763657901,0.444259678521021,-1.58527897625048,"Q9BUE0",1,3.69898577290976,0.00512373050009815,0.52620712236008,-0.598480939865151,"Non-significant",0.278843277913662,"MED18","Mediator of RNA polymerase II transcription subunit 18","Q9BUE0"
0.137704849243171,17.9194407463074,4.36820779899543,0.00285915009880398,0.374852827847449,-1.32389622023856,"Q9H6U8;A0A087WZ62;H0YCW6",6,3.70230497697978,0.00509782287062794,0.52620712236008,-0.137704849243171,"Non-significant",0.278843277913662,"ALG9","Alpha-1,2-mannosyltransferase ALG9","Q9H6U8;A0A087WZ62;H0YCW6"
-2.72226142883297,15.7726826667786,-3.40638939404521,0.0103903917463802,0.60587203116157,-2.39081217261932,"Q9NQ86",1,-3.68204977930621,0.00525810320239145,0.53115462185469,2.72226142883298,"Non-significant",0.274779035145908,"TRIM36","E3 ubiquitin-protein ligase TRIM36","Q9NQ86"
0.318626880645727,16.9094550609589,3.69531703217045,0.00695215999346815,0.522429388777448,-2.05237948663672,"O43272;A0A087WWM6;E7EQL6",4,3.66924088506873,0.00536219823399907,0.53177437121469,-0.318626880645724,"Non-significant",0.274272597256894,"PRODH","Proline dehydrogenase 1, mitochondrial","O43272;A0A087WWM6;E7EQL6"
0.110523700714126,18.7550132274628,4.42996073067286,0.00264417822463106,0.374852827847449,-1.26137408919883,"Q92572",7,3.6499449188047,0.00552313530635186,0.53177437121469,-0.110523700714126,"Non-significant",0.274272597256894,"AP3S1","AP-3 complex subunit sigma-1","Q92572"
0.290921211242694,16.6349105834961,5.59014356434319,0.00067418079102429,0.354556619032911,-0.218608048367443,"Q9P013",2,3.65662144080084,0.00546688136091957,0.53177437121469,-0.290921211242701,"Non-significant",0.274272597256894,"CWC15","Spliceosome-associated protein CWC15 homolog","Q9P013"
0.165290832519496,16.8367772102356,3.36527217659615,0.0110122559770059,0.616886557548276,-2.44013444944687,"Q5T160",14,3.63446680900603,0.00565590831499595,0.536180108261616,-0.165290832519499,"Non-significant",0.270689301939227,"RARS2","Probable arginine--tRNA ligase, mitochondrial","Q5T160"
-0.5305495262146,17.1243765354156,-3.34128749119174,0.011393248638263,0.626832125973006,-2.46903269945232,"Q9BYX4;A0A3B3IRK8",7,-3.60651819715307,0.00590424557122596,0.547891818439155,0.5305495262146,"Non-significant",0.261305184751014,"IFIH1","Interferon-induced helicase C domain-containing protein 1","Q9BYX4;A0A3B3IRK8"
0.249839782714851,17.8485708236694,3.51053925012092,0.00897713143164045,0.569136204772939,-2.26714359090864,"Q9UKD2",6,3.60071020483039,0.00595727877887429,0.547891818439155,-0.249839782714851,"Non-significant",0.261305184751014,"MRTO4","mRNA turnover protein 4 homolog","Q9UKD2"
-0.290571689605716,18.0574467182159,-3.29106951424799,0.012237209061096,0.633661195247678,-2.52983671303211,"P52630;A0A494C164",15,-3.58042977978272,0.00614642764041121,0.555543805191096,0.290571689605724,"Non-significant",0.255281690813649,"STAT2","Signal transducer and activator of transcription 2","P52630;A0A494C164"
-0.175646781921399,15.6723129749298,-4.771356910387,0.00173391993030533,0.354556619032911,-0.928849265188123,"Q96SZ6",4,-3.57263569906144,0.00622079236582045,0.555543805191096,0.175646781921399,"Non-significant",0.255281690813649,"CDK5RAP1","Mitochondrial tRNA methylthiotransferase CDK5RAP1","Q96SZ6"
-0.278697967529276,19.7103204727173,-3.40122581979601,0.0104663848083133,0.60587203116157,-2.39699087157756,"P10321;P01889;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;O19617;F6U0H7;A0A1W2PNZ7;A0A140T9M5;A0A1W2PP77;A2AEA2;A0A140T942;A0A140T9M0;A0A140T9T1;A0A140T930;A0A140TA05;Q5QT33;A0A140T921;A0A140TA21;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9U8;A0A140T9B3;O78179;A0A140T9H5;A0A1W2PPR8;A0A1W2PRU9;A0A140T9W2;A0A140T937;A0A140T9L3;Q5SS57;A0A140T9E1;A0A140T9D4;A0A140T951",6,-3.53821063547725,0.00656074819629935,0.561490699799953,0.278697967529276,"Non-significant",0.250657432740032,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","P10321;P01889;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;O19617;F6U0H7;A0A1W2PNZ7;A0A140T9M5;A0A1W2PP77;A2AEA2;A0A140T942;A0A140T9M0;A0A140T9T1;A0A140T930;A0A140TA05;Q5QT33;A0A140T921;A0A140TA21;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9U8;A0A140T9B3;O78179;A0A140T9H5;A0A1W2PPR8;A0A1W2PRU9;A0A140T9W2;A0A140T937;A0A140T9L3;Q5SS57;A0A140T9E1;A0A140T9D4;A0A140T951"
