"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BF_vs_CFM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.663399734429627,15.8814794978097,-4.49190205618431,0.00212935911815134,0.0577588660798552,-1.09537652886571,"NEUR1_HUMAN",4,-4.36328301574364,0.00191434867618632,0.0464223309548306,0.663399734429621,"Up in CFM",1.33327305656849,"NEU1","Sialidase-1","NEUR1_HUMAN"
0.488398844349547,18.6989144370997,3.78917673452183,0.00552104666026531,0.0825226725278843,-2.04943931751521,"PGBM_HUMAN",31,4.3751200081072,0.00188212691192087,0.0464223309548306,-0.488398844349543,"Non-significant",1.33327305656849,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.772740285952711,17.4403775723614,-4.9340131052673,0.00121372148776637,0.0458047935383136,-0.535412292434373,"SDC2_HUMAN",2,-4.32377819574948,0.00202622981987899,0.0464223309548306,0.772740285952711,"Up in CFM",1.33327305656849,"SDC2","Syndecan-2","SDC2_HUMAN"
0.299818407387448,18.6176393358883,3.85455942050504,0.00503729115831135,0.0801087033912123,-1.95752247397496,"CO5A1_HUMAN",8,4.27706060210025,0.00216763798483226,0.04703774427086,-0.299818407387448,"Non-significant",1.3275535133394,"COL5A1","Collagen alpha-1(V) chain","CO5A1_HUMAN"
-0.798623405701147,16.7753613372461,-4.73613540445898,0.00155544452797719,0.0465560638029035,-0.782106251773308,"PRIO_HUMAN",2,-4.24346621087318,0.0022758277281127,0.048180938243947,0.798623405701147,"Up in CFM",1.31712474708983,"PRNP","Major prion protein","PRIO_HUMAN"
-0.398065408839038,17.706253342994,-4.18717065891304,0.00319002083918507,0.0728667918003325,-1.49971379087737,"ACBP_HUMAN",6,-4.21021621578866,0.00238860647859245,0.0493645338909106,0.398065408839038,"Non-significant",1.30658495931967,"DBI","Acyl-CoA-binding protein","ACBP_HUMAN"
1.19083868849291,17.1345837261353,4.12700572859853,0.00346065678146946,0.0732646362515974,-1.5812779990711,"ACOT1_HUMAN",1,4.05340756695028,0.00300697937985556,0.0555331511003112,-1.19083868849291,"Non-significant",1.25544768279161,"ACOT1;ACOT2","Acyl-coenzyme A thioesterase 2, mitochondrial","ACOT1_HUMAN"
-0.366496500736929,24.6674155067952,-3.41148939245572,0.00948773266499475,0.105016169833149,-2.59162124392583,"AMBP_HUMAN",20,-4.06345064927503,0.00296265648045906,0.0555331511003112,0.366496500736929,"Non-significant",1.25544768279161,"AMBP","Protein AMBP","AMBP_HUMAN"
1.20342323199974,14.4475004602091,4.13106645620388,0.00344163107855418,0.0732646362515974,-1.57575528780336,"ITA2_HUMAN",1,4.06279455295585,0.0029655306773281,0.0555331511003112,-1.20342323199973,"Non-significant",1.25544768279161,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.505884341713443,14.9843672261437,3.9658750247,0.00431532093844379,0.0764428280524328,-1.8024557526567,"SORL_HUMAN",6,4.07881011484527,0.00289621088814896,0.0555331511003112,-0.505884341713443,"Non-significant",1.25544768279161,"SORL1","Sortilin-related receptor","SORL_HUMAN"
-0.997776654333011,15.5374840069742,-4.05857851819773,0.00379893914015252,0.0757083741352405,-1.67472281400166,"SPTN1_HUMAN",3,-4.07160978952418,0.0029271600002709,0.0555331511003112,0.997776654333014,"Non-significant",1.25544768279161,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1","SPTN1_HUMAN"
-0.688429356000526,15.5620764544116,-4.79275760196215,0.00144802062494338,0.0465511815722539,-0.710864135984155,"ADA17_HUMAN",1,-3.94049505925989,0.00355679644457313,0.0572025938515025,0.688429356000524,"Non-significant",1.24258427767807,"ADAM17","Disintegrin and metalloproteinase domain-containing protein 17","ADA17_HUMAN"
-0.480206333355373,16.4776814127694,-4.04368342422109,0.00387720564317145,0.0757083741352405,-1.69515864198104,"CAB45_HUMAN",5,-3.97506119392183,0.00337793541313737,0.0572025938515025,0.480206333355373,"Non-significant",1.24258427767807,"SDF4","45 kDa calcium-binding protein","CAB45_HUMAN"
-0.627880066549384,15.7249775657593,-5.33193253554872,0.000749550964298188,0.0400655870080433,-0.058539654568575,"DSC1_HUMAN",1,-4.01172143450431,0.00319863685495503,0.0572025938515025,0.627880066549384,"Non-significant",1.24258427767807,"DSC1","Desmocollin-1","DSC1_HUMAN"
0.705135775814583,21.1505112436046,4.00309869554456,0.00409941657183906,0.0757083741352405,-1.75101094288437,"IC1_HUMAN",4,3.98398450788267,0.00333333104608001,0.0572025938515025,-0.705135775814586,"Non-significant",1.24258427767807,"SERPING1","Plasma protease C1 inhibitor","IC1_HUMAN"
-0.200445371865367,19.3541756913935,-2.74764738967459,0.0256378578666205,0.178029285025813,-3.57910251707939,"NUCB1_HUMAN",21,-3.95770563379096,0.00346651583170771,0.0572025938515025,0.200445371865367,"Non-significant",1.24258427767807,"NUCB1","Nucleobindin-1","NUCB1_HUMAN"
1.22671414182748,14.9850397553428,4.00524508484469,0.00408732710975472,0.0757083741352405,-1.7480508742327,"VASP_HUMAN",1,3.96530181316884,0.00342744603272174,0.0572025938515025,-1.22671414182748,"Non-significant",1.24258427767807,"VASP","Vasodilator-stimulated phosphoprotein","VASP_HUMAN"
0.576547804309531,16.4068583719714,3.90880573796376,0.00467045551183088,0.0801087033912123,-1.88172836001324,"XRCC6_HUMAN",5,3.94013968526807,0.00355868671426398,0.0572025938515025,-0.576547804309527,"Non-significant",1.24258427767807,"XRCC6","X-ray repair cross-complementing protein 6","XRCC6_HUMAN"
0.184240655771504,21.8993750798767,2.53899035598752,0.0353276154957849,0.203075299671134,-3.8931899860493,"CFAB_HUMAN",41,3.83990645264969,0.00413686812255342,0.0633109090741497,-0.184240655771493,"Non-significant",1.19852145044864,"CFB","Complement factor B","CFAB_HUMAN"
-0.417648929121139,17.5518631987939,-3.7649270493311,0.0057129378189106,0.0825226725278843,-2.08368394372373,"GALM_HUMAN",6,-3.83660747629693,0.00415751361431628,0.0633109090741497,0.417648929121146,"Non-significant",1.19852145044864,"GALM","Galactose mutarotase","GALM_HUMAN"
0.539898156917303,20.2784672276588,3.82357736202434,0.00526059457753352,0.0801087033912123,-2.00100200453799,"VNN1_HUMAN",5,3.83766579302196,0.00415087864413814,0.0633109090741497,-0.539898156917303,"Non-significant",1.19852145044864,"VNN1","Pantetheinase","VNN1_HUMAN"
0.144145598129601,22.4880250695875,2.21801112901854,0.0580324977524011,0.248816101975101,-4.3724201048498,"APOE_HUMAN",29,3.79323137743987,0.0044393518598606,0.0661492678057687,-0.144145598129601,"Non-significant",1.17947495857662,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.748792294288888,15.6489521429302,-4.14643684082808,0.00337063312406852,0.0732646362515974,-1.55487422063429,"RUVB2_HUMAN",2,-3.78481818461121,0.00449632119877921,0.0661492678057687,0.74879229428889,"Non-significant",1.17947495857662,"RUVBL2","RuvB-like 2","RUVB2_HUMAN"
0.306657456469679,20.6585377112821,3.25351752460978,0.0119661397176522,0.113404193151925,-2.8234209342422,"CO1A1_HUMAN",10,3.75277211052727,0.00472050203233326,0.0669780113158666,-0.306657456469683,"Non-significant",1.17406775150154,"COL1A1","Collagen alpha-1(I) chain","CO1A1_HUMAN"
-0.182687746244916,20.2044148809762,-2.60424472682448,0.031948704239877,0.191251553656643,-3.79502062667004,"PROS_HUMAN",17,-3.76448640439624,0.00463721306814303,0.0669780113158666,0.18268774624492,"Non-significant",1.17406775150154,"XII.01","Vitamin K-dependent protein S","PROS_HUMAN"
-0.434004125753177,20.4819262049581,-3.83536979956645,0.00517437246533513,0.0801087033912123,-1.98443654950685,"SDC4_HUMAN",5,-3.74396745721848,0.00478414366541904,0.0669780113158666,0.43400412575318,"Non-significant",1.17406775150154,"SDC4","Syndecan-4","SDC4_HUMAN"
-0.56760388973758,16.5839266141849,-3.55050561894179,0.00775579653069277,0.0957582578969771,-2.38994919413548,"CD14_HUMAN",6,-3.69053223523756,0.0051903432498236,0.0715113958864585,0.567603889737583,"Non-significant",1.14562474454521,"CD14","Monocyte differentiation antigen CD14","CD14_HUMAN"
0.520135478398455,17.9289305261047,3.42507720992363,0.00930159567817725,0.104854351281271,-2.57180912699295,"CO6A3_HUMAN",8,3.67169597561027,0.00534207912709895,0.0724519481612795,-0.520135478398455,"Non-significant",1.13994993228641,"COL6A3","Collagen alpha-3(VI) chain","CO6A3_HUMAN"
-0.510673077507555,17.9330574930112,-4.86547665441377,0.00132176976030644,0.0465511815722539,-0.620134960598813,"ADA10_HUMAN",2,-3.61970541814692,0.0057856693948181,0.0750902109402069,0.510673077507551,"Non-significant",1.12441667566893,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
-0.279196319936467,17.8045845792472,-3.70263185820982,0.00623941203411899,0.0859652324700839,-2.1720289416004,"MMP11_HUMAN",6,-3.6185302392643,0.00579613379377173,0.0750902109402069,0.279196319936474,"Non-significant",1.12441667566893,"MMP11","Stromelysin-3","MMP11_HUMAN"
-0.788321005519327,15.3465897314378,-3.98482486959337,0.00420391717668243,0.0760208356116739,-1.77624027104668,"SERPH_HUMAN",1,-3.63601142603061,0.00564250857754845,0.0750902109402069,0.788321005519327,"Non-significant",1.12441667566893,"SERPINH1","Serpin H1","SERPH_HUMAN"
0.739685450334122,16.8222057165207,3.39941146453371,0.00965650522663016,0.105016169833149,-2.60924932784659,"GANAB_HUMAN",7,3.5973841983815,0.00598787440730457,0.0764334556697113,-0.739685450334122,"Non-significant",1.11671650487453,"GANAB","Neutral alpha-glucosidase AB","GANAB_HUMAN"
-0.447244090581297,19.1397582656676,-3.37265260135255,0.0100418687743679,0.105016169833149,-2.64836247006671,"A1AG2_HUMAN",7,-3.56176641172472,0.00632608218466394,0.0795802802360624,0.447244090581297,"Non-significant",1.09919453585109,"ORM2","Alpha-1-acid glycoprotein 2","A1AG2_HUMAN"
-0.306507068314225,18.6362492160605,-3.22753512318389,0.0124354129529899,0.114829132374417,-2.86178759996335,"SAP_HUMAN",8,-3.52559260200898,0.00669019733292791,0.082958446928306,0.306507068314222,"Non-significant",1.08113938700451,"PSAP","Prosaposin","SAP_HUMAN"
-0.481415633315187,17.8996576476997,-3.2535430929071,0.0119656872370158,0.113404193151925,-2.823383210679,"NADC_HUMAN",8,-3.49001693249433,0.00706981952258774,0.0864310330367065,0.481415633315191,"Non-significant",1.06333029621594,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","NADC_HUMAN"
-0.403329558101309,18.6446179005751,-3.5501247374168,0.00776005328543757,0.0957582578969771,-2.39049854425312,"1433B_HUMAN",5,-3.46760020769872,0.00732057988464894,0.0865699972898342,0.403329558101309,"Non-significant",1.06263259607876,"YWHAB","14-3-3 protein beta/alpha","1433B_HUMAN"
-0.591311898495473,17.8023428620941,-4.25922104690095,0.00289566592178087,0.0679307573001566,-1.40278116162422,"F13B_HUMAN",1,-3.45375284530444,0.00748012649393728,0.0865699972898342,0.591311898495473,"Non-significant",1.06263259607876,"F13B","Coagulation factor XIII B chain","F13B_HUMAN"
-0.65217813852736,14.6169816488912,-4.02162710327617,0.0039963118297876,0.0757083741352405,-1.72548143726725,"LAMA2_HUMAN",1,-3.45801318849882,0.00743065498778952,0.0865699972898342,0.65217813852736,"Non-significant",1.06263259607876,"LAMA2","Laminin subunit alpha-2","LAMA2_HUMAN"
-0.452309787611284,17.2567972508987,-3.37434170798517,0.0100170676755503,0.105016169833149,-2.64589119127191,"PLXB2_HUMAN",6,-3.47993084165665,0.00718151180169462,0.0865699972898342,0.452309787611284,"Non-significant",1.06263259607876,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
0.200748355002752,19.4981762351721,2.56507376483293,0.0339352659298951,0.197690005551335,-3.85396358898537,"SAHH_HUMAN",17,3.42893224031646,0.00777529238290118,0.0888020235310293,-0.200748355002748,"Non-significant",1.05157713784362,"AHCY","Adenosylhomocysteinase","SAHH_HUMAN"
0.527785196109505,16.5767971100899,3.32858230704994,0.0107124835392624,0.109393361318585,-2.71294887845355,"AMPL_HUMAN",5,3.37690298782097,0.00843430043172754,0.09344629303386,-0.527785196109502,"Non-significant",1.02943792218104,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.80411406481473,15.104033440825,3.60958340444967,0.00712474005686793,0.0937011268085055,-2.30496270610074,"CNTFR_HUMAN",1,3.38740153068062,0.00829676759480513,0.09344629303386,-0.804114064814726,"Non-significant",1.02943792218104,"CNTFR","Ciliary neurotrophic factor receptor subunit alpha","CNTFR_HUMAN"
-0.517692446777071,16.2387947404427,-3.45503510806698,0.0089047679872186,0.103057848172077,-2.52820293968306,"GSTA3_HUMAN",4,-3.36375348019864,0.00860993160109885,0.09344629303386,0.517692446777072,"Non-significant",1.02943792218104,"GSTA3","Glutathione S-transferase A3","GSTA3_HUMAN"
-0.386822042290586,17.0029867493046,-4.35990992303438,0.00253250998340127,0.06563867014612,-1.26869443004483,"IGSF1_HUMAN",3,-3.36355871162877,0.00861256156994102,0.09344629303386,0.386822042290579,"Non-significant",1.02943792218104,"IGSF1","Immunoglobulin superfamily member 1","IGSF1_HUMAN"
1.02352666931323,15.9032080011131,3.36202219935475,0.0101994554925542,0.105394373423061,-2.66392260072836,"EXT1_HUMAN",1,3.32593761933479,0.00913663923200215,0.0979086772021958,-1.02352666931323,"Non-significant",1.00917881694011,"EXT1","Exostosin-1","EXT1_HUMAN"
-0.42680358466712,16.3652024246993,-4.93459434112437,0.00121284750024814,0.0458047935383136,-0.534697053785424,"NDRG1_HUMAN",2,-3.29731613658569,0.00955758900178123,0.101170576262757,0.426803584667116,"Non-significant",0.994945776278388,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.493890829677234,20.0309752810167,3.39482232581069,0.00972146453555427,0.105016169833149,-2.61595159052285,"PGRP2_HUMAN",4,3.28961663610911,0.00967424736402183,0.10117164713218,-0.493890829677241,"Non-significant",0.994941179386318,"PGLYRP2","N-acetylmuramoyl-L-alanine amidase","PGRP2_HUMAN"
0.58443677586922,15.0149358188969,3.88337764727002,0.00483870316094235,0.0801087033912123,-1.91720375084101,"ERP44_HUMAN",1,3.25093337178723,0.0102832231793849,0.10465407038943,-0.584436775869216,"Non-significant",0.980243875655049,"ERP44","Endoplasmic reticulum resident protein 44","ERP44_HUMAN"
0.382796066598445,26.2496876112437,3.57326272206189,0.00750592359618654,0.0957582578969771,-2.35715939807375,"HBE_HUMAN",4,3.24568007718312,0.0103689516745288,0.10465407038943,-0.382796066598452,"Non-significant",0.980243875655049,"HBE1","Hemoglobin subunit epsilon","HBE_HUMAN"
-0.945299256971051,16.0349076008444,-3.31587044010097,0.0109146102244492,0.110161414823511,-2.73161664174864,"LV208_HUMAN",1,-3.25114976758275,0.0102797076790798,0.10465407038943,0.945299256971053,"Non-significant",0.980243875655049,"IGLV2-11;IGLV2-8","Immunoglobulin lambda variable 2-11","LV208_HUMAN"
-0.14287932716298,24.7203456661215,-2.08461467829749,0.0713187559319279,0.272936645695697,-4.56817250594142,"A2AP_HUMAN",22,-3.20855827687671,0.0109963319709907,0.105278147743664,0.14287932716298,"Non-significant",0.97766176460951,"SERPINF2","Alpha-2-antiplasmin","A2AP_HUMAN"
-1.24452998943337,15.2770448899804,-3.13281817528689,0.0143170613201806,0.125527365918351,-3.00216577166051,"ERAP1_HUMAN",2,-3.20621561891734,0.0110372251666745,0.105278147743664,1.24452998943337,"Non-significant",0.97766176460951,"ERAP1","Endoplasmic reticulum aminopeptidase 1","ERAP1_HUMAN"
-0.178409307399214,21.2827190615026,-2.28440562131874,0.0523657003118948,0.237750913953007,-4.27405609421346,"MEP1A_HUMAN",31,-3.20660276719684,0.0110304562601693,0.105278147743664,0.17840930739921,"Non-significant",0.97766176460951,"MEP1A","Meprin A subunit alpha","MEP1A_HUMAN"
-0.811156347040594,16.206859001811,-3.18765998908274,0.0131937130386782,0.119293155391382,-2.92079021916355,"OTUB1_HUMAN",3,-3.20897600599096,0.0109890566933028,0.105278147743664,0.811156347040598,"Non-significant",0.97766176460951,"OTUB1","Ubiquitin thioesterase OTUB1","OTUB1_HUMAN"
0.752166058033801,15.2571650064216,3.46365390305316,0.00879396272799744,0.103057848172077,-2.51567690571162,"SEM7A_HUMAN",1,3.23227209764304,0.0105911450983088,0.105278147743664,-0.752166058033801,"Non-significant",0.97766176460951,"SEMA7A","Semaphorin-7A","SEM7A_HUMAN"
0.643443607220592,15.9752334181203,3.57614780961536,0.00747486358217211,0.0957582578969771,-2.35300706011765,"ARSB_HUMAN",1,3.17846415066233,0.0115338512476243,0.108819379162368,-0.643443607220592,"Non-significant",0.963293756165152,"ARSB","Arylsulfatase B","ARSB_HUMAN"
-1.07362180674619,15.5772451902433,-3.06000689453734,0.0159659543299291,0.134548042314354,-3.11057633523937,"ACOHC_HUMAN",3,-3.15401582058323,0.0119905842311595,0.109556074869962,1.07362180674619,"Non-significant",0.96036353586361,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
