"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes"
-0.226604951444479,18.7841590932787,-4.94004014180521,0.00117364332699758,0.10454549870819,-0.72136182990769,"ABLM3_HUMAN",21,-5.74882504300916,0.000225505410484227,0.0279350641396016,0.226604951444475,"Non-significant",1.55385032715175,"ABLIM3"
0.368332948512247,24.5266997810434,5.0208339710095,0.00106166033186386,0.0967600951584698,-0.616699901628344,"ALBU_HUMAN",46,5.71235420700573,0.000236601120720398,0.0279350641396016,-0.368332948512251,"Non-significant",1.55385032715175,"ALB"
0.414951684348278,19.6107657887917,5.06008645663437,0.00101151683333936,0.0955423627126905,-0.566209462797417,"CO4A_HUMAN",68,5.72158100503336,0.000233739415843055,0.0279350641396016,-0.414951684348278,"Non-significant",1.55385032715175,"C4A"
0.297603578158473,18.7553181398265,4.9307464036989,0.00118733097666665,0.10454549870819,-0.73346479464403,"LRP1_HUMAN",76,5.73373960765667,0.000230025302514325,0.0279350641396016,-0.297603578158476,"Non-significant",1.55385032715175,"LRP1"
0.327911719868521,19.6084159845073,5.06131263567206,0.0010099927407197,0.0955423627126905,-0.564635996630966,"STAT1_HUMAN",28,5.76667930394088,0.000220279416317902,0.0279350641396016,-0.327911719868528,"Non-significant",1.55385032715175,"STAT1"
0.872351968986163,17.6957924034832,5.28627256593361,0.000768650836646176,0.0849604488590827,-0.279809652818145,"FETA_HUMAN",6,5.69449079821487,0.00024224949921447,0.0279663588537594,-0.872351968986152,"Up in HBV",1.55336407394517,"AFP"
0.908238487696828,15.1033652212501,5.68231915893559,0.000483373538851778,0.0612469642520729,0.2032552196449,"AMY1A_HUMAN",2,5.5784650682894,0.000282669389865161,0.0305930725072815,-0.908238487696826,"Up in HBV",1.51437690399116,"AMY1A;AMY1B;AMY1C;AMY2A;AMY2B"
1.67341877771275,14.8947390404982,5.37407332536401,0.000692266710029188,0.0781809904043833,-0.17070934543821,"FMOD_HUMAN",1,5.58985002673125,0.00027839858323078,0.0305930725072815,-1.67341877771275,"Up in HBV",1.51437690399116,"FMOD"
0.220431423137899,17.0791816984516,5.85891529391726,0.00039570373139814,0.0527097662721368,0.411250980916475,"NGLY1_HUMAN",8,5.58261313295735,0.000281105217064396,0.0305930725072815,-0.220431423137899,"Non-significant",1.51437690399116,"NGLY1"
0.637099654055604,18.6259213993832,6.51216181241475,0.000195240520996953,0.0289792716165477,1.14261471666842,"APOM_HUMAN",2,5.54387037824497,0.000296085805407642,0.0313911379406674,-0.6370996540556,"Up in HBV",1.50319294067476,"APOM"
-0.348379450707654,18.767679104409,-5.11534484212713,0.000945264176349313,0.0927342265047122,-0.495526763365691,"LEG3_HUMAN",10,-5.49020851715746,0.000318272937040585,0.0330685581585168,0.34837945070765,"Non-significant",1.48058474060039,"LGALS3"
0.275698451164672,16.9323042423866,5.38752705276923,0.000681316437134393,0.0781809904043833,-0.154093711858723,"HLAE_HUMAN",8,5.44808982542258,0.000336941141663339,0.0343217496262951,-0.275698451164676,"Non-significant",1.46443058114742,"HLA-E"
-0.297458596941173,16.2095310038008,-5.55473974176296,0.000559983539244795,0.0676538252645747,0.0501738243591623,"F234A_HUMAN",6,-5.27228261415551,0.000428603032202018,0.0428190913901823,0.297458596941176,"Non-significant",1.36836255255808,"FAM234A"
-0.375078710543178,15.5811598841619,-5.1146341786212,0.000946085467709287,0.0927342265047122,-0.496432857907276,"RPB1_HUMAN",6,-5.16523921911041,0.000497299066191771,0.0487446914880425,0.375078710543177,"Non-significant",1.31207267397535,"POLR2A"
0.359401707440739,18.2466179803629,4.8756425535068,0.00127215423790295,0.106594213966223,-0.805494995378722,"PCSK6_HUMAN",8,5.13198728683885,0.000520976639041084,0.0492086116330624,-0.35940170744075,"Non-significant",1.30795888793494,"PCSK6"
-0.450924845373351,15.5531875821124,-6.0866513299274,0.000307496328559097,0.0431741466720138,0.67291383265793,"PLPP1_HUMAN",3,-5.1376817992093,0.000516837404005278,0.0492086116330624,0.450924845373351,"Non-significant",1.30795888793494,"PLPP1"
-0.224388428740347,18.8650968128577,-4.87908850312888,0.00126666023353087,0.106594213966223,-0.800976997239268,"BODG_HUMAN",10,-5.11320384435087,0.000534884082790233,0.0496200501802725,0.224388428740351,"Non-significant",1.30434280086582,"BBOX1"
1.49598576354267,16.1872879344284,4.90087423635976,0.00123252026940746,0.106594213966223,-0.772455481145045,"CABIN_HUMAN",1,5.08740486071751,0.000554638867765299,0.0505499810182584,-1.49598576354268,"Non-significant",1.29627900315245,"CABIN1"
0.1273834857008,19.8528911179247,3.93201198442423,0.00444343107051689,0.227514976614783,-2.10968887614818,"ADRO_HUMAN",25,5.05639750918612,0.000579422962684426,0.051303208509968,-0.1273834857008,"Non-significant",1.28985547320007,"FDXR"
0.244011107771009,17.1202547875357,4.4063710952584,0.00233097323823034,0.167336137730825,-1.43759591630785,"RN213_HUMAN",23,5.05245983945495,0.00058265434111417,0.051303208509968,-0.244011107771001,"Non-significant",1.28985547320007,"RNF213"
0.450632613864524,15.7847728049439,7.28527381387101,9.01425464595794e-05,0.0156096842952505,1.93582133488279,"COR1A_HUMAN",2,4.90994901574579,0.000713637246247779,0.0617890915709535,-0.450632613864524,"Non-significant",1.20908818977688,"CORO1A"
-0.694943534625892,17.3386251410481,-5.16382574307201,0.00089103694753207,0.0927342265047122,-0.433894147567695,"PTTG_HUMAN",2,-4.87552814227567,0.000749789396905847,0.0638550150315717,0.694943534625899,"Non-significant",1.19480498853356,"PTTG1IP"
0.215511448490929,18.7799167563903,4.22074824223468,0.00298853446496464,0.184826625541563,-1.69673816789298,"AMRP_HUMAN",16,4.7468695411095,0.000903270743198889,0.075685346950294,-0.215511448490926,"Non-significant",1.12098819387662,"LRPAP1"
0.188050511603443,19.570934614023,3.89307391741246,0.00469195799018526,0.23214020722869,-2.1662606765913,"EPIPL_HUMAN",107,4.67663904338135,0.00100093365040246,0.0825373065689013,-0.18805051160345,"Non-significant",1.08334970751275,"EPPK1"
0.142746418657072,19.4443383152186,3.64943846080563,0.00662800024111362,0.272480483547367,-2.52469125427796,"VIGLN_HUMAN",47,4.63314499864855,0.001067022188492,0.0866121917064987,-0.142746418657076,"Non-significant",1.06242097151398,"HDLBP"
0.164576447410425,18.2779900781604,4.45051049526885,0.00219887551270858,0.163926873607405,-1.3767252019162,"DC1L2_HUMAN",10,4.55856746283324,0.00119141170263088,0.0937785423510217,-0.164576447410422,"Non-significant",1.0278965220112,"DYNC1LI2"
-0.208109779505673,20.9231468053674,-4.02147920862023,0.00392440788532719,0.217698167015291,-1.98048481303811,"FBRL_HUMAN",18,-4.56642735609078,0.00117760168086895,0.0937785423510217,0.208109779505676,"Non-significant",1.0278965220112,"FBL"
0.780567983222877,15.9661199272307,4.37198757149428,0.00243983618145884,0.167336137730825,-1.48521388342435,"A2AP_HUMAN",3,4.53144340058856,0.00124040960294816,0.0947636454017013,-0.780567983222877,"Non-significant",1.02335824103294,"SERPINF2"
-0.297335884331719,19.1902160856343,-4.11654498736972,0.00344359435858116,0.203289462418513,-1.84441299172865,"HP1B3_HUMAN",14,-4.5376592700576,0.00122899451890716,0.0947636454017013,0.297335884331723,"Non-significant",1.02335824103294,"HP1BP3"
0.25009425858293,18.3936450212811,4.06160638254862,0.00371316771951679,0.21433229225433,-1.922894252864,"INHBE_HUMAN",15,4.5103629169969,0.00127997086733552,0.0963688210986671,-0.250094258582926,"Non-significant",1.0160634538051,"INHBE"
-0.452980377978392,18.4407009721001,-4.16061762399003,0.00324259685253034,0.195407503062213,-1.78176383206293,"F151A_HUMAN",8,-4.474409633644,0.00135057470361957,0.10023193693291,0.452980377978399,"Non-significant",0.99899387703374,"FAM151A"
0.490962914335149,16.4942843647423,4.03329257621274,0.00386090598622004,0.217698167015291,-1.96350693916859,"PTPRF_HUMAN",10,4.39108094367747,0.00153063558860196,0.111995096940665,-0.490962914335149,"Non-significant",0.950800989992534,"PTPRF"
0.280827310525023,18.8948434684556,3.90409741012865,0.00462011835113936,0.230783796482394,-2.15022439660758,"FMO3_HUMAN",20,4.37360790184387,0.00157153262425496,0.113390444208396,-0.280827310525027,"Non-significant",0.945423543348116,"FMO3"
-0.372991851452952,15.4186182952705,-4.53719308069838,0.00196249023634629,0.151658356941207,-1.25803447700084,"AVL9_HUMAN",4,-4.31110587599047,0.00172758677766463,0.120224520085014,0.37299185145295,"Non-significant",0.920006947877329,"AVL9"
0.231119859386148,19.0040685329612,4.23717924967514,0.00292291332834717,0.184826625541563,-1.6735954859565,"CBPQ_HUMAN",8,4.32348331541314,0.00169542454009546,0.120224520085014,-0.231119859386151,"Non-significant",0.920006947877329,"CPQ"
-0.532925109642925,19.5836840229156,-4.40799870532027,0.00232595224254711,0.167336137730825,-1.4353461886933,"SAA2_HUMAN",3,-4.30803109701236,0.00173567642086161,0.120224520085014,0.532925109642928,"Non-significant",0.920006947877329,"SAA2"
-0.229309601572815,25.0101869416039,-4.18486882977191,0.00313742907981419,0.191752283172173,-1.74740947789509,"H2B1C_HUMAN",8,-4.27269090335403,0.0018315946964092,0.125199137471656,0.229309601572826,"Non-significant",0.90239866307919,"H2BC12;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9;H2BS1"
0.361310592913171,18.8740363239972,3.83775470272032,0.00507103768381614,0.241688447407567,-2.24697872467534,"CP2C8_HUMAN",17,4.2443415577078,0.001912598406243,0.12903829507055,-0.361310592913178,"Non-significant",0.889281383733971,"CYP2C8"
-0.222351216420126,18.7093282104919,-3.70644316912112,0.00610875702733837,0.266434806031274,-2.44016055720087,"NOP56_HUMAN",23,-4.22048478476424,0.00198370703492641,0.132119974954394,0.222351216420126,"Non-significant",0.879031517308579,"NOP56"
0.215859938077379,20.5911951544093,3.67237131412208,0.00641365493036057,0.270672325232741,-2.4906375892628,"THRB_HUMAN",25,4.2032806703214,0.00203672151023918,0.133933775261931,-0.215859938077376,"Non-significant",0.873109889304684,"F2"
-0.207742508347504,18.2685459143926,-3.84250973201598,0.0050371968985018,0.241688447407567,-2.24002470199331,"A16A1_HUMAN",12,-4.18114455901189,0.0021071506090972,0.13683309267825,0.207742508347501,"Non-significant",0.863808857078577,"ALDH16A1"
0.785368528829178,17.5405096700033,3.9714638880113,0.00420599166899266,0.227514976614783,-2.05257936046752,"PARD3_HUMAN",3,4.15709954584705,0.00218658296428091,0.140238253079498,-0.785368528829174,"Non-significant",0.853133506802023,"PARD3"
0.650857845113224,16.1356519583858,4.7102348797619,0.00156907006169677,0.127364358914293,-1.0244874514507,"CBPA1_HUMAN",1,4.13365371906435,0.00226709191701511,0.143628567181628,-0.650857845113226,"Non-significant",0.842759171963825,"CPA1"
0.123105211137421,21.0416937932173,3.40637450307693,0.00943216475456081,0.306950721030694,-2.88928550276133,"RS8_HUMAN",19,4.0641746839456,0.00252461462594696,0.158016541949331,-0.123105211137425,"Non-significant",0.80129744658185,"RPS8"
0.351272732909145,18.021626951843,3.70122694297146,0.00615441322882636,0.266434806031274,-2.44787915725762,"ITIH3_HUMAN",11,4.03161172918089,0.00265577934492237,0.158583605711169,-0.351272732909148,"Non-significant",0.799741711830455,"ITIH3"
-0.140273084851472,19.746974772948,-4.15388493777941,0.00327246444011791,0.195407503062213,-1.79131636252339,"NH2L1_HUMAN",9,-4.03683934350386,0.00263424681486121,0.158583605711169,0.140273084851472,"Non-significant",0.799741711830455,"SNU13"
0.753416890632753,14.8981797962149,4.29105886255693,0.00271843585505662,0.181054798295117,-1.59798354547141,"PLEK_HUMAN",1,4.05268892300373,0.00257008133052954,0.158583605711169,-0.753416890632751,"Non-significant",0.799741711830455,"PLEK"
-0.830190490489995,14.046471350312,-3.93046967349363,0.00445300132489496,0.227514976614783,-2.1119257708797,"UT14A_HUMAN",2,-4.03266672468312,0.00265141890841318,0.158583605711169,0.830190490489999,"Non-significant",0.799741711830455,"UTP14A"
0.317235477317105,19.694303524256,4.04758447710744,0.00378555639977345,0.2161095109541,-1.9429929560826,"CATZ_HUMAN",5,4.00258767984841,0.00277875554732969,0.164041307595201,-0.317235477317098,"Non-significant",0.785046777551358,"CTSZ"
0.211420938984155,17.9192098236804,3.66726790566687,0.00646070612682578,0.270672325232741,-2.49821033664647,"DE_HUMAN",12,3.99388947206683,0.00281676912475049,0.164417029248076,-0.211420938984151,"Non-significant",0.784053203064475,"DSYN1"
-0.502503547652527,14.464456004155,-4.0187752134309,0.0039391006158686,0.217698167015291,-1.98437365267603,"EFNMT_HUMAN",3,-3.95408601880953,0.00299784848137137,0.17304247623027,0.502503547652525,"Non-significant",0.761847278789449,"EEF1AKNMT"
-0.168653639041601,18.4944478825745,-3.49162939567412,0.00832675721019162,0.291426531142977,-2.76067456491196,"LYN_HUMAN",15,-3.91015658746833,0.00321201789932625,0.183367395461537,0.168653639041601,"Non-significant",0.736677883660308,"LYN"
-0.106901497244632,20.9103921063966,-3.14422942661634,0.0139170227887175,0.341032704657487,-3.28893572699564,"HNRPU_HUMAN",22,-3.89712152490933,0.00327862217973744,0.185135241562348,0.106901497244625,"Non-significant",0.732510902915109,"HNRNPU"
-0.371520195103152,14.6502536064304,-4.37289717275149,0.00243688631891602,0.167336137730825,-1.48395190865308,"ATRN_HUMAN",3,-3.88535855624589,0.00333997429689011,0.185763211519691,0.371520195103152,"Non-significant",0.731040289351712,"ATRN"
-0.119523758245499,20.6324719409853,-3.23749211083741,0.0121069110610204,0.33780250528527,-3.14610196824869,"CLPX_HUMAN",20,-3.87805792381476,0.00337865857031538,0.185763211519691,0.119523758245499,"Non-significant",0.731040289351712,"CLPX"
-0.420456941631576,16.080860182103,-4.74481052425338,0.00150126045309514,0.123794413552846,-0.978366670073832,"SLFN5_HUMAN",2,-3.87462389404413,0.00339701734251601,0.185763211519691,0.420456941631574,"Non-significant",0.731040289351712,"SLFN5"
-0.210768174731598,17.8873087504467,-3.50060091852613,0.00821870272104576,0.291426531142977,-2.74718462953146,"DEOC_HUMAN",13,-3.84373020783681,0.00356697257329183,0.19103528369331,0.210768174731598,"Non-significant",0.718886412343304,"DERA"
0.209773398650576,19.7775348156211,3.40057482375282,0.00951281349103787,0.306950721030694,-2.89806126560224,"PURA1_HUMAN",21,3.8491604768283,0.00353646365278277,0.19103528369331,-0.209773398650572,"Non-significant",0.718886412343304,"ADSS1"
0.217873601031499,18.0105752995455,3.46789244986875,0.00861999340773552,0.294671783454898,-2.79640752717069,"CP2B6_HUMAN",13,3.80723198424543,0.00377934053968201,0.198627602157274,-0.217873601031499,"Non-significant",0.701960400192908,"CYP2B6"
0.234968681862703,16.5086795275441,3.51592032252968,0.00803762390486317,0.289968445734473,-2.72416975644466,"ROCK1_HUMAN",11,3.80625514284858,0.0037852035829779,0.198627602157274,-0.2349686818627,"Non-significant",0.701960400192908,"ROCK1"
-0.198398363806049,19.5981575448872,-3.56252550533074,0.00751235918767411,0.284175633483809,-2.65431107332726,"PPAL_HUMAN",10,-3.78537267412129,0.00391285160010801,0.203272640625611,0.198398363806049,"Non-significant",0.691921071066423,"ACP2"
0.344768973924971,17.7882237493784,3.59646447795545,0.00715290391424141,0.277804620111191,-2.60359150398129,"LIMS1_HUMAN",6,3.75134460552476,0.00413062210616823,0.21246120635192,-0.344768973924975,"Non-significant",0.672720356932919,"LIMS1"
1.04584393442077,15.7626663259658,3.62552201112154,0.00685970603405294,0.276249401913992,-2.56027209578312,"CO8B_HUMAN",1,3.74054557839144,0.00420236067097715,0.214031996918885,-1.04584393442078,"Non-significant",0.669521296526726,"C8B"
0.153510361522024,20.0880215575515,3.19695791622718,0.0128611570850314,0.338339855350903,-3.20810161904564,"NHRF3_HUMAN",22,3.71262984273759,0.00439392299588586,0.221615824889583,-0.153510361522024,"Non-significant",0.65439923123224,"PDZK1"
0.347147135299149,15.7176623560756,3.54021569869289,0.00775909232918334,0.284175633483809,-2.68772232865991,"A1BG_HUMAN",6,3.70039677290166,0.00448073049300744,0.222194289407144,-0.347147135299149,"Non-significant",0.653267107010072,"A1BG"
0.3260432426686,16.8751807461099,4.36946540640633,0.00244803589365596,0.167336137730825,-1.4887137607015,"TSN9_HUMAN",3,3.69897524776333,0.00449093366462948,0.222194289407144,-0.3260432426686,"Non-significant",0.653267107010072,"TSPAN9"
0.556150332422549,15.1785530182267,4.27464809272542,0.00277902660617707,0.182747382520125,-1.62096863148392,"DCNL4_HUMAN",1,3.66811007237138,0.00471857405703314,0.222845383875338,-0.556150332422549,"Non-significant",0.651996357665901,"DCUN1D4"
-0.232807145031799,25.3556047921576,-3.32180145492874,0.0106835360780187,0.32338372344811,-3.01757480914038,"H4_HUMAN",15,-3.67764458849732,0.00464699234627859,0.222845383875338,0.232807145031799,"Non-significant",0.651996357665901,"H4C1"
0.269441180628803,20.7560666735286,3.27547629869344,0.0114423369289908,0.332163137405975,-3.0881216357812,"PH4H_HUMAN",38,3.69118047728073,0.00454731563213223,0.222845383875338,-0.269441180628803,"Non-significant",0.651996357665901,"PAH"
0.287600236311874,20.0681452279526,3.36129793037811,0.0100785769041689,0.319303232857327,-2.95757863857327,"PPGB_HUMAN",12,3.67327414307049,0.00467966199107612,0.222845383875338,-0.287600236311874,"Non-significant",0.651996357665901,"CTSA"
0.209377817943654,16.8321056869343,3.44173812809307,0.00895583347319763,0.302113992813388,-2.8358475584605,"ZPR1_HUMAN",10,3.67494263253903,0.0046671615467507,0.222845383875338,-0.209377817943651,"Non-significant",0.651996357665901,"ZPR1"
-0.471345765708325,20.2731656103896,-3.35628374192228,0.0101533280093246,0.319675993990553,-2.96518733793321,"SAMP_HUMAN",10,-3.66002459615001,0.00478018065982473,0.223721067817923,0.471345765708328,"Non-significant",0.650293116456586,"APCS"
