"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
0.901119466750512,19.4,5.62930622820812,0.000485678809596949,0.0394141851435388,0.330195780452421,"CH60_HUMAN",25,6.19977483275608,0.00023438061369053,0.0257520424087346,-0.9,"Up in CTRL",1.589,"HSPD1","60 kDa heat shock protein, mitochondrial"
-1.12312129660018,16.15,-6.57472249280512,0.000170661967087918,0.0231856472429443,1.36001065199822,"NDUV1_HUMAN",1,-5.95472780545246,0.000308967067628963,0.0257520424087346,1.12,"Up in CTRL.myr",1.589,"NDUFV1","DH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
-0.796218213262229,18.73,-5.38291712082171,0.000650009508249804,0.0394141851435388,0.0397949421941401,"FIBA_HUMAN",15,-5.82731308418745,0.000357776877598207,0.0261727546612227,0.8,"Up in CTRL.myr",1.582,"FGA","Fibrinogen alpha chain"
-0.677385789095933,23.36,-4.4814022664436,0.00203035789480798,0.0567903046459527,-1.10455011270449,"CO3_HUMAN",96,-5.74525645763621,0.000393659508620836,0.0267407280498868,0.68,"Up in CTRL.myr",1.573,"C3","Complement C3"
-1.19707109925963,19.6,-5.41200310811093,0.000627757659835478,0.0394141851435388,0.0745683207447749,"ATPA_HUMAN",11,-5.60911178340596,0.000462211977578935,0.0274727244173479,1.2,"Up in CTRL.myr",1.561,"ATP5F1A","ATP synthase subunit alpha, mitochondrial"
-1.21797724478757,16.05,-5.45696357896733,0.000594986006692685,0.0394141851435388,0.128060013122872,"KAIN_HUMAN",7,-5.62825042964089,0.000451830380244656,0.0274727244173479,1.22,"Up in CTRL.myr",1.561,"SERPINA4","Kallistatin"
-1.10760091521681,17.43,-5.97372737482661,0.000327540212573574,0.0389363427696836,0.720561188561962,"PIWL3_HUMAN",1,-5.49251652575122,0.000531382846549091,0.0297261815922462,1.11,"Up in CTRL.myr",1.527,"PIWIL3","Piwi-like protein 3"
-1.47901462595728,19.16,-5.62231653327875,0.000489655836931327,0.0394141851435388,0.32208701864855,"LRCC1_HUMAN",1,-5.40838622958139,0.000588312436058449,0.0310825070384214,1.48,"Up in CTRL.myr",1.507,"LRRCC1","Leucine-rich repeat and coiled-coil domain-containing protein 1"
-0.998675725698316,19.62,-5.05947136889361,0.00096512004807874,0.0420359105667659,-0.355884563922065,"APOE_HUMAN",21,-5.3635695158,0.00062133547708401,0.0310994757214154,1,"Up in CTRL.myr",1.507,"APOE","Apolipoprotein E"
-0.809134558394545,16.09,-5.00164181305269,0.00103740355544748,0.0420359105667659,-0.428379118561692,"APOA2_HUMAN",4,-5.16074428814071,0.000798330274453853,0.0364073985669723,0.81,"Up in CTRL.myr",1.439,"APOA2","Apolipoprotein A-II"
-0.858275631465261,20.51,-4.82381435611142,0.00129928966166466,0.044129445294396,-0.65464816685571,"APOH_HUMAN",14,-5.0960351300728,0.000865845777356305,0.0364073985669723,0.86,"Up in CTRL.myr",1.439,"APOH","Beta-2-glycoprotein 1"
-1.77470169678852,14.34,-5.14519002522273,0.000867896005428938,0.0420359105667659,-0.249408548458443,"CP3A4_HUMAN",1,-5.04901863767586,0.00091879870200561,0.0364073985669723,1.77,"Up in CTRL.myr",1.439,"CYP3A4","Cytochrome P450 3A4"
-0.864591835273824,16.53,-4.91501996693942,0.00115696370635421,0.0420359105667659,-0.537966100209021,"FHR2_HUMAN",4,-5.05459981700699,0.000912332136561493,0.0364073985669723,0.86,"Up in CTRL.myr",1.439,"CFHR2","Complement factor H-related protein 2"
-0.87925805748354,20.74,-4.73046569294305,0.00146493709469762,0.0477962130874837,-0.77544882341437,"PLMN_HUMAN",25,-5.08753107435381,0.00087517179830369,0.0364073985669723,0.88,"Up in CTRL.myr",1.439,"PLG","Plasminogen"
0.658511020825635,16.99,4.49244508706673,0.00200079977753215,0.0567903046459527,-1.08975032028966,"AMPN_HUMAN",8,4.78318374891294,0.00129293104370134,0.0464427415441127,-0.66,"Up in CTRL",1.333,"ANPEP","Aminopeptidase N"
-1.14706353510807,17.71,-5.03307080800333,0.00099741328052427,0.0420359105667659,-0.388913878896714,"TBCD_HUMAN",1,-4.76814466856844,0.00131856364005367,0.0464427415441127,1.15,"Up in CTRL.myr",1.333,"TBCD","Tubulin-specific chaperone D"
-1.57440771361908,16,-4.89051939647489,0.00119344856498705,0.0420359105667659,-0.569179770898865,"YKT6_HUMAN",1,-4.7791661004965,0.00129972534492592,0.0464427415441127,1.57,"Up in CTRL.myr",1.333,"YKT6","Synaptobrevin homolog YKT6"
0.808113119391489,14.97,5.31598897232388,0.000704564823806688,0.0394141851435388,-0.0407240912189177,"ADX_HUMAN",1,4.69512035718421,0.00145111803070498,0.0475866636965667,-0.81,"Up in CTRL",1.323,"FDX1","Adrenodoxin, mitochondrial"
-1.22009280864122,18.19,-4.93835862945263,0.00112333724047131,0.0420359105667659,-0.508321927171052,"KIF1A_HUMAN",1,-4.72107527152526,0.00140241832015623,0.0475866636965667,1.22,"Up in CTRL.myr",1.323,"KIF1A","Kinesin-like protein KIF1A"
-0.883239945991455,18.69,-5.09348246054403,0.000925189005081876,0.0420359105667659,-0.3134975289343,"RFX5_HUMAN",1,-4.62660975403547,0.00158869681516721,0.0503616890408005,0.88,"Non-significant",1.298,"RFX5","DNA-binding protein RFX5"
-0.957799201625047,15.41,-4.90447638980566,0.00117251341443289,0.0420359105667659,-0.55138683151914,"BTD_HUMAN",1,-4.54807281049721,0.00176402371036723,0.0515283570643337,0.96,"Non-significant",1.288,"BTD","Biotinidase"
1.45930711562902,15.19,4.62507454238913,0.00168003767445914,0.0499286196378325,-0.913504923745789,"HNRPK_HUMAN",2,4.57020491397455,0.00171258748021677,0.0515283570643337,-1.46,"Non-significant",1.288,"HNRNPK","Heterogeneous nuclear ribonucleoprotein K"
-1.01288970583655,19.92,-4.35688685491546,0.00239843683724271,0.0633587064504948,-1.27275310639869,"KNG1_HUMAN",18,-4.53797273933772,0.00178805024513461,0.0515283570643337,1.01,"Non-significant",1.288,"KNG1","Kininogen-1"
0.95088193954345,15.8,4.70819347971833,0.00150776697436857,0.0477962130874837,-0.804476503655284,"IMB1_HUMAN",2,4.51353196629051,0.00184766872773722,0.0516803811787677,-0.95,"Non-significant",1.287,"KPNB1","Importin subunit beta-1"
0.678480811617597,17.44,4.25821350039785,0.00274140773779067,0.068607335753656,-1.40776125810415,"HSPB1_HUMAN",6,4.47483852041465,0.00194649473846844,0.0528890427509567,-0.68,"Non-significant",1.277,"HSPB1","Heat shock protein beta-1"
-0.947714538603297,16.93,-4.21602795778228,0.00290388939064897,0.0708102259104404,-1.46593801366349,"HRG_HUMAN",12,-4.36936313832756,0.00224607853148783,0.0593339078734702,0.95,"Non-significant",1.227,"HRG","Histidine-rich glycoprotein"
-0.731548374155153,22.68,-4.13329325981932,0.00325352034499648,0.0754833845359642,-1.58082010562654,"A1BG_HUMAN",10,-4.34289234748073,0.00232884019276907,0.0598574871168481,0.73,"Non-significant",1.223,"A1BG","Alpha-1B-glycoprotein"
-0.712072579082282,22.03,-4.04680402316587,0.00366804081846793,0.0814350376973247,-1.70201220902099,"ANGT_HUMAN",16,-4.29802914119373,0.00247671291185143,0.0619829994518608,0.71,"Non-significant",1.208,"AGT","Angiotensinogen"
-1.44714061848612,19.81,-4.29846896195982,0.00259547970303818,0.0667108431780895,-1.35250076098054,"EFTU_HUMAN",2,-4.25871890334693,0.00261461706607968,0.0620489207796764,1.45,"Non-significant",1.207,"TUFM","Elongation factor Tu, mitochondrial"
-0.562674107017092,16.57,-3.99800382978985,0.00392671430405379,0.0848705750717081,-1.77087943609477,"G6PE_HUMAN",8,-4.27685127410078,0.00255000591644376,0.0620489207796764,0.56,"Non-significant",1.207,"H6PD","GDH/6PGL endoplasmic bifunctional protein"
-0.843372385182267,15.63,-4.62772219098404,0.00167423183495837,0.0499286196378325,-0.910014996799889,"NEUR1_HUMAN",1,-4.24218122928784,0.00267508491268847,0.0620489207796764,0.84,"Non-significant",1.207,"NEU1","Sialidase-1"
-0.681959854052206,22.33,-3.90548006748336,0.00447252610657218,0.0904972835606414,-1.9023936297963,"AMBP_HUMAN",15,-4.14209891962988,0.00307468228907094,0.0674199513430581,0.68,"Non-significant",1.171,"AMBP","Protein AMBP"
-0.586920219909675,20.01,-3.68547718698379,0.00612474105921349,0.0950485947612001,-2.2198721130493,"C1R_HUMAN",33,-4.14864804278129,0.00304666187520077,0.0674199513430581,0.59,"Non-significant",1.171,"C1R","Complement C1r subcomponent"
-0.561532736421604,18.29,-3.87560084061249,0.00466574374934318,0.0905535164413339,-1.94512365506485,"C4BPA_HUMAN",8,-4.13179614017609,0.00311932477297009,0.0674199513430581,0.56,"Non-significant",1.171,"C4BPA","C4b-binding protein alpha chain"
-0.577356323862109,21.82,-3.83169470461986,0.00496606622606578,0.0941775986275856,-2.00813886088062,"VTNC_HUMAN",11,-4.09721660255748,0.00327432327608879,0.0691973652346765,0.58,"Non-significant",1.16,"VTN","Vitronectin"
-0.863893777869826,17.68,-4.39197427110991,0.00228790718335614,0.0621657066106196,-1.22510936757447,"M0R1Q1_HUMAN",1,-4.07739391933946,0.00336688925931358,0.0696067757740699,0.86,"Non-significant",1.157,"C3","Complement C3 (Fragment)"
-0.731263681831837,22.04,-3.77632111985002,0.00537464413648863,0.0941775986275856,-2.087988680306,"APOA1_HUMAN",25,-4.04024403633734,0.00354801918823284,0.0707808872204436,0.73,"Non-significant",1.15,"APOA1","Apolipoprotein A-I"
-0.605937221267947,27.45,-3.78614859392262,0.00529958588827698,0.0941775986275856,-2.07378700405339,"FETUA_HUMAN",13,-4.03537228643693,0.00357253689440725,0.0707808872204436,0.61,"Non-significant",1.15,"AHSG","Alpha-2-HS-glycoprotein"
-0.661054423540886,20.61,-3.62219349640964,0.00671283759361039,0.0982139777157458,-2.31237256999069,"CERU_HUMAN",38,-3.99845526414114,0.00376433696725635,0.0730588664461385,0.66,"Non-significant",1.136,"CP","Ceruloplasmin"
-0.882365092968403,19.23,-4.04405181463752,0.00368213104204518,0.0814350376973247,-1.70588687914342,"APOC1_HUMAN",2,-3.9047901360168,0.00430223824110563,0.0757671956905825,0.88,"Non-significant",1.121,"APOC1","Apolipoprotein C-I"
0.658285246317188,16.75,3.88254121708422,0.00462007882403127,0.0905535164413339,-1.93518713612297,"ML12A_HUMAN;ML12B_HUMAN",3,3.90694903307079,0.00428895344536202,0.0757671956905825,-0.66,"Non-significant",1.121,"MYL12A;MYL12B","Myosin regulatory light chain 12B"
0.530053124746384,17.82,3.75973233350592,0.00550393200450487,0.0941775986275856,-2.111990444858,"NPC2_HUMAN",4,3.9060706556788,0.00429435324875878,0.0757671956905825,-0.53,"Non-significant",1.121,"NPC2","NPC intracellular cholesterol transporter 2"
-0.841276679617437,21.94,-3.77782819066995,0.00536306036138129,0.0941775986275856,-2.08580997201357,"TTHY_HUMAN",14,-3.9252409323736,0.00417813913928464,0.0757671956905825,0.84,"Non-significant",1.121,"TTR","Transthyretin"
0.990728687703784,15.49,4.13312446565685,0.00325427840796481,0.0754833845359642,-1.58105554134208,"VDAC3_HUMAN",1,3.93845328980792,0.00410000434834721,0.0757671956905825,-0.99,"Non-significant",1.121,"VDAC3","Voltage-dependent anion-selective channel protein 3"
-0.559949841041391,23.87,-3.41486090125951,0.00909906705758653,0.115764910765917,-2.61878545936504,"HPT_HUMAN",42,-3.89148414342785,0.00438509426828809,0.0758222663480359,0.56,"Non-significant",1.12,"HP","Haptoglobin"
-0.565055721664663,20.93,-3.46789926690015,0.00841342978332372,0.111127385054734,-2.53993581603929,"C1S_HUMAN",30,-3.85524132984471,0.00461954862299396,0.0770735217625834,0.57,"Non-significant",1.113,"C1S","Complement C1s subcomponent"
-0.639968124490242,17.06,-3.75446397347726,0.00554568404116172,0.0941775986275856,-2.11962072831321,"CBPB2_HUMAN",4,-3.86563614196891,0.00455096452821634,0.0770735217625834,0.64,"Non-significant",1.113,"CPB2","Carboxypeptidase B2"
-0.439664664797945,20.82,-3.26151927387792,0.0114347140008918,0.131017024275279,-2.84836759641369,"CFAB_HUMAN",31,-3.8309579129084,0.00478410775381035,0.0784428702392008,0.44,"Non-significant",1.105,"CFB","Complement factor B"
0.523926508832798,17.35,3.59393614577156,0.00699459449984034,0.100785748020427,-2.35383676292566,"DPP4_HUMAN",7,3.81665137346511,0.00488397831648446,0.0787231081182495,-0.52,"Non-significant",1.104,"DPP4","Dipeptidyl peptidase 4"
0.621786922285228,19.42,3.66518726559256,0.00630707819319094,0.0952068470115014,-2.24947441789328,"LAMP2_HUMAN",4,3.77441274827199,0.00519203526895314,0.0822937590129072,-0.62,"Non-significant",1.085,"LAMP2","Lysosome-associated membrane glycoprotein 2"
0.573854165383317,16.54,3.68478952825386,0.00613082788357893,0.0950485947612001,-2.22087452316321,"C1QBP_HUMAN",3,3.70524943825598,0.00574205072646173,0.0840106190902324,-0.57,"Non-significant",1.076,"C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial"
-0.586342206471237,18.02,-3.52896364271123,0.00769125419696381,0.106005546975545,-2.44954090981317,"CO2_HUMAN",9,-3.72200038630159,0.00560337522861955,0.0840106190902324,0.59,"Non-significant",1.076,"C2","Complement C2"
-0.560449401717314,20,-3.50633338709077,0.00795090760997469,0.108018759101228,-2.48299149040952,"IBP2_HUMAN",12,-3.73053909929327,0.00553406214215712,0.0840106190902324,0.56,"Non-significant",1.076,"IGFBP2","Insulin-like growth factor-binding protein 2"
-0.924457705244432,14.21,-3.92952609323951,0.00432325930106054,0.0893786868545343,-1.86809689507615,"PUR9_HUMAN",1,-3.73658738057629,0.00548551791621591,0.0840106190902324,0.92,"Non-significant",1.076,"ATIC","Bifunctional purine biosynthesis protein ATIC"
0.6589575530095,17.75,3.96577039733841,0.00410827895381825,0.086821628557359,-1.8165571855953,"SAA2_HUMAN",2,3.7145421943391,0.0056646736265038,0.0840106190902324,-0.66,"Non-significant",1.076,"SAA2","Serum amyloid A-2 protein"
-1.24588201424885,14.76,-3.69102474852752,0.00607587176478664,0.0950485947612001,-2.21178757058158,"APOBR_HUMAN",2,-3.6572563065915,0.00615997556080732,0.0874348769899665,1.25,"Non-significant",1.058,"APOBR","Apolipoprotein B receptor"
-1.3444262713609,14.35,-3.68425190784929,0.00613559113345681,0.0950485947612001,-2.221658262431,"TXND5_HUMAN",2,-3.66062327312319,0.00612962600340231,0.0874348769899665,1.34,"Non-significant",1.058,"TXNDC5","Thioredoxin domain-containing protein 5"
-0.546189349620459,20.62,-3.1118495261213,0.0143297668276137,0.147070341500099,-3.07446338263724,"FINC_HUMAN",73,-3.6311672156598,0.00640062336198962,0.0877746635088464,0.55,"Non-significant",1.057,"FN1","Fibronectin"
-0.99019457779352,14.45,-3.77327570093242,0.00539813378692825,0.0941775986275856,-2.09239224149282,"PSMD5_HUMAN",1,-3.62887654411206,0.00642222455985967,0.0877746635088464,0.99,"Non-significant",1.057,"PSMD5","26S proteasome non-ATPase regulatory subunit 5"
-0.627657979206099,23.3,-3.35459678424149,0.0099504840646383,0.122859301449067,-2.70873712955238,"VTDB_HUMAN",28,-3.62480551843841,0.00646080593650815,0.0877746635088464,0.63,"Non-significant",1.057,"GC","Vitamin D-binding protein"
0.584748780974742,17.78,3.41258912654749,0.00912972482381046,0.115764910765917,-2.6221695429663,"LEG1_HUMAN",6,3.56646568824296,0.00704156045131628,0.0943172392845321,-0.58,"Non-significant",1.025,"LGALS1","Galectin-1"
-1.31913988128387,15.17,-3.55138422152602,0.00744286763645733,0.104090692974572,-2.41645893573195,"CO6_HUMAN",2,-3.53062491981806,0.00742559705718522,0.095428956775448,1.32,"Non-significant",1.02,"C6","Complement component C6"
-0.575770997895894,19.44,-3.32663616537908,0.0103737261508442,0.123317669618161,-2.75059586781624,"HEP2_HUMAN",15,-3.53140197368864,0.00741703953135071,0.095428956775448,0.58,"Non-significant",1.02,"SERPIND1","Heparin cofactor 2"
-0.515001781828985,20.92,-3.20077307900529,0.012527758115155,0.136466220787467,-2.93991687921531,"ITIH4_HUMAN",26,-3.53119284624517,0.007419341578737,0.095428956775448,0.52,"Non-significant",1.02,"ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4"
0.830485133624133,16.08,3.724102936971,0.00579298287866097,0.0950485947612001,-2.16366475154004,"RS12_HUMAN",1,3.5186526695296,0.00755877481620506,0.0958452646694802,-0.83,"Non-significant",1.018,"RPS12","40S ribosomal protein S12"
-0.880720217615833,14.3,-3.67739959161326,0.00619664865951042,0.0950485947612001,-2.23165076039131,"PCYOX_HUMAN",1,-3.50385533642806,0.00772688204710927,0.0966876950894857,0.88,"Non-significant",1.015,"PCYOX1","Prenylcysteine oxidase 1"
-0.751556324866399,16.72,-3.55523311354395,0.00740109152569196,0.104090692974572,-2.41078576827409,"CBG_HUMAN",2,-3.42314246204205,0.00871616006394919,0.106128505265994,0.75,"Non-significant",0.974,"SERPINA6","Corticosteroid-binding globulin"
-0.589686995406769,19.05,-3.27898162321195,0.0111394213719521,0.130785058329957,-2.82210990792586,"DCXR_HUMAN",6,-3.41581543269872,0.00881236579341417,0.106128505265994,0.59,"Non-significant",0.974,"DCXR","L-xylulose reductase"
-0.485180083950734,20.13,-3.21766853024283,0.0122131408602929,0.135054615792309,-2.91442280139835,"ITIH1_HUMAN",8,-3.41552949175301,0.00881614291904685,0.106128505265994,0.49,"Non-significant",0.974,"ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1"
0.976874474575116,20.02,3.44221268950135,0.00873838661223458,0.11383843381144,-2.57808480351942,"ACTA_HUMAN",2,3.38410233401336,0.0092418719771437,0.108950197977566,-0.98,"Non-significant",0.963,"ACTA2","Actin, aortic smooth muscle"
-0.474407325281977,21.09,-3.14208362219162,0.0136883873956215,0.145738842570561,-3.02865126748285,"IC1_HUMAN",14,-3.3813862478301,0.00927966985928795,0.108950197977566,0.47,"Non-significant",0.963,"SERPING1","Plasma protease C1 inhibitor"
-0.693597737555308,18.18,-3.65355361321598,0.00641422737490552,0.0953114098989867,-2.26647109663138,"AFG32_HUMAN",1,-3.37262728031062,0.00940267647544,0.109048113757847,0.69,"Non-significant",0.962,"AFG3L2","AFG3-like protein 2"
-0.942949969611409,15.48,-3.47464321229796,0.00833025259022848,0.111127385054734,-2.52993194481183,"RS7_HUMAN",1,-3.3518935498466,0.00970074941325377,0.111149550506076,0.94,"Non-significant",0.954,"RPS7","40S ribosomal protein S7"
0.670117715461181,23.51,3.10238630501427,0.0145369212418605,0.147070341500099,-3.0888156432002,"SODM_HUMAN",20,3.25704477895656,0.0111967644018501,0.12676336840666,-0.67,"Non-significant",0.897,"SOD2","Superoxide dismutase [Mn], mitochondrial"
0.629328234335283,17.96,3.22100474097882,0.0121520034085022,0.135054615792309,-2.90939148268056,"MYL6_HUMAN",3,3.24441319183768,0.0114135842442444,0.12769786607384,-0.63,"Non-significant",0.894,"MYL6","Myosin light polypeptide 6"
0.737388885267126,16.01,3.33757151775225,0.0102059777228983,0.122859301449067,-2.7342158780214,"HNRPC_HUMAN",2,3.2260909797618,0.0117359446156229,0.129777713133226,-0.74,"Non-significant",0.887,"HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2"
0.5840574781685,18.64,3.34075716240891,0.0101576500983757,0.122859301449067,-2.72944631135519,"S10AA_HUMAN",2,3.1505868841662,0.013168466532496,0.143944961751767,-0.58,"Non-significant",0.842,"S100A10","Protein S100-A10"
-0.672994812972947,15.91,-3.26379227306239,0.0113958149351351,0.131017024275279,-2.84494819852297,"CO4B_HUMAN",2,-3.13520579678826,0.0134820868422281,0.145698461215443,0.67,"Non-significant",0.837,"C4B","Complement C4-B"
0.550664096815357,19.95,2.99633058238998,0.0170846079759496,0.16749961015596,-3.25004797707159,"CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN",6,3.11719011988498,0.013859375687522,0.146447403098149,-0.55,"Non-significant",0.834,"CALM1;CALM2;CALM3","Calmodulin-1"
-0.526740597383114,21.5,-2.92740004573489,0.0189864299169657,0.180560948510344,-3.35516009693871,"CLUS_HUMAN",19,-3.12213881155049,0.0137546530398405,0.146447403098149,0.53,"Non-significant",0.834,"CLU","Clusterin"
0.472998887766003,18.7,3.08280389746243,0.0149755994250381,0.149913632139065,-3.11853411313528,"HIBCH_HUMAN",3,3.09948369342903,0.0142409417099678,0.147207995284559,-0.47,"Non-significant",0.832,"HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
1.37911686404706,14.48,3.10606455194738,0.0144560328654225,0.147070341500099,-3.08323635576834,"S10AB_HUMAN",2,3.10268594802286,0.0141711308108561,0.147207995284559,-1.38,"Non-significant",0.832,"S100A11","Protein S100-A11"
0.546144330096869,17.76,3.24336333265814,0.0117504871819394,0.133032301309813,-2.87569693355306,"PSB4_HUMAN",2,3.04351978085826,0.0155206271859344,0.158710929611006,-0.55,"Non-significant",0.799,"PSMB4","Proteasome subunit beta type-4"
-0.574556029631278,20.18,-3.3445969061053,0.010099720313255,0.122859301449067,-2.72369874499874,"STXB5_HUMAN",1,-3.0325291665824,0.0157857100858622,0.15970436480484,0.57,"Non-significant",0.797,"STXBP5","Syntaxin-binding protein 5"
-0.674106128599799,16.88,-3.19549449339561,0.0126277890949497,0.136466220787467,-2.94788668507748,"CBPA1_HUMAN;CBPB1_HUMAN",1,-2.99721637833467,0.016669749711438,0.166872968163974,0.67,"Non-significant",0.778,"CPA1;CPB1","Carboxypeptidase A1"
-0.554850484968689,18.28,-2.86605656481088,0.0208637415064999,0.192635127890111,-3.4488611134327,"AL4A1_HUMAN",6,-2.97280374058376,0.0173108629684283,0.169717842092529,0.55,"Non-significant",0.77,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
-0.610722949914738,16.28,-2.88060088453873,0.0204019034244698,0.191682183584667,-3.42663381653997,"CALL5_HUMAN",7,-2.97783626184754,0.0171766378838926,0.169717842092529,0.61,"Non-significant",0.77,"CALML5","Calmodulin-like protein 5"
-0.416558980106178,16.8,-2.79941261684403,0.0231223748486453,0.208009507944963,-3.55077588356433,"ERP44_HUMAN",5,-2.93661491932841,0.0183086848603707,0.177668972471556,0.42,"Non-significant",0.75,"ERP44","Endoplasmic reticulum resident protein 44"
-0.668318650676275,15.68,-3.11309581423581,0.014302716070993,0.147070341500099,-3.07257367516743,"FGF21_HUMAN",1,-2.92688833618093,0.0185869072792033,0.178546957803256,0.67,"Non-significant",0.748,"FGF21","Fibroblast growth factor 21"
-0.477115432247853,17.63,-2.76205402911557,0.0244974394214889,0.208009507944963,-3.60793865650903,"CPN2_HUMAN",11,-2.91188768330173,0.0190246022281721,0.179163013852323,0.48,"Non-significant",0.747,"CPN2","Carboxypeptidase N subunit 2"
-0.483689977734187,21.3,-2.69936272855275,0.026996995911582,0.219734465064117,-3.7038792514447,"ZA2G_HUMAN",24,-2.91177846160798,0.0190278279695947,0.179163013852323,0.48,"Non-significant",0.747,"AZGP1","Zinc-alpha-2-glycoprotein"
0.458893849020825,16.86,3.13708486671443,0.013792319486173,0.145738842570561,-3.0362210969558,"NDUV2_HUMAN",2,2.88022746675689,0.0199837511875465,0.186319091954477,-0.46,"Non-significant",0.73,"NDUFV2","DH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
0.618411215138238,19.46,2.78824438705755,0.0235249036539903,0.208009507944963,-3.56786284333875,"RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN",4,2.84836675353926,0.0209994974819933,0.193888564129861,-0.62,"Non-significant",0.712,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B"
0.466930892874469,22.38,2.57863046830815,0.0325731194999758,0.242008098784976,-3.88851687297289,"ACTB_HUMAN;ACTG_HUMAN",24,2.77750967501222,0.0234537965189455,0.205879007480857,-0.47,"Non-significant",0.686,"ACTB;ACTG1","Actin, cytoplasmic 1"
-1.16946418807368,15.56,-2.76525109646583,0.0243765356836716,0.208009507944963,-3.60304625468119,"ECHB_HUMAN",4,-2.80214834654034,0.0225685292843313,0.205879007480857,1.17,"Non-significant",0.686,"HADHB","Trifunctional enzyme subunit beta, mitochondrial"
0.473762136678157,15.97,2.75598934440553,0.0247284869457153,0.208113195445798,-3.61721949943019,"ECHD3_HUMAN",3,2.77361222447343,0.0235970681550089,0.205879007480857,-0.47,"Non-significant",0.686,"ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
-2.08066348777499,15.92,-2.77389321696981,0.0240527814515738,0.208009507944963,-3.58982181758143,"FABP5_HUMAN",2,-2.79123123461369,0.0229564628149105,0.205879007480857,2.08,"Non-significant",0.686,"FABP5","Fatty acid-binding protein 5"
