"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
1.60437362065373,18.06,7.03453937967764,0.000130331313909096,0.00563386725125227,1.5897241157697,"HIBCH_HUMAN",3,7.07352236448594,0.000111315113119796,0.00302459064505503,-1.6,"Up in CTRL",2.519,"HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
-0.882877829769143,19.62,-6.14826110750882,0.000319380595335273,0.00651390879503292,0.667018353050896,"HEP2_HUMAN",15,-6.95799249588065,0.000124741121472296,0.00320995675297804,0.88,"Up in HBV",2.494,"SERPIND1","Heparin cofactor 2"
1.05209431900484,17.71,6.33727973552448,0.000261834578761772,0.00641143875098332,0.87245524037627,"PYGL_HUMAN",15,6.95680683890607,0.000124887907318809,0.00320995675297804,-1.05,"Up in CTRL",2.494,"PYGL","Glycogen phosphorylase, liver form"
1.4893650350603,15.98,6.8447247514037,0.000156760339101596,0.00567795593402227,1.40058227250082,"LGUL_HUMAN",4,6.89675926719027,0.000132578384858311,0.00331794852632248,-1.49,"Up in CTRL",2.479,"GLO1","Lactoylglutathione lyase"
-0.820853939923897,20.21,-5.92821182748585,0.000404690869182721,0.00709542858524136,0.421654115718685,"FIBB_HUMAN",16,-6.84345371016112,0.00013984693309012,0.00332486083421761,0.82,"Up in HBV",2.478,"FGB","Fibrinogen beta chain"
1.29173227490288,17.08,6.44625414542916,0.00023394513151031,0.00618005055739736,0.988706985866155,"HAOX1_HUMAN",14,6.85838301983149,0.000137767676913446,0.00332486083421761,-1.29,"Up in CTRL",2.478,"HAO1","Hydroxyacid oxidase 1"
-1.54124869920817,17.94,-7.22510057763766,0.000108688771043532,0.00516815106311995,1.77519773305449,"TBCD_HUMAN",1,-6.75593423250197,0.000152757923457208,0.00354323866360499,1.54,"Up in HBV",2.451,"TBCD","Tubulin-specific chaperone D"
-0.993728397344526,22.83,-6.20380141296897,0.000301136783039186,0.00651390879503292,0.727887760797571,"A1BG_HUMAN",10,-6.5822024762952,0.00018248568110145,0.00374891081101765,0.99,"Up in HBV",2.426,"A1BG","Alpha-1B-glycoprotein"
-0.74187547367859,21.03,-5.1835108208214,0.000944385321874781,0.00992031386603851,-0.460425982812973,"C1S_HUMAN",30,-6.57990400372224,0.000182919665364254,0.00374891081101765,0.74,"Up in HBV",2.426,"C1S","Complement C1s subcomponent"
-0.88243708418711,18.78,-5.86692072469299,0.000432739072496318,0.00709542858524136,0.35210103550394,"FIBA_HUMAN",15,-6.56752148515137,0.000185277400754816,0.00374891081101765,0.88,"Up in HBV",2.426,"FGA","Fibrinogen alpha chain"
-0.900449281546489,20.19,-6.03220213610713,0.00036158681250075,0.00674253056251398,0.538449684537334,"IBP2_HUMAN",12,-6.5803160817406,0.000182841775221262,0.00374891081101765,0.9,"Up in HBV",2.426,"IGFBP2","Insulin-like growth factor-binding protein 2"
1.34545114549336,15.24,6.63317293078432,0.000193460748323969,0.00567795593402227,1.18446106367424,"SPRY4_HUMAN",5,6.66869506530751,0.000166954512322146,0.00374891081101765,-1.35,"Up in CTRL",2.426,"SPRYD4","SPRY domain-containing protein 4"
-0.712982551107366,21.43,-5.27856070033621,0.000844067412429913,0.00939082896522816,-0.343271238288286,"ZA2G_HUMAN",24,-6.6296174968404,0.00017378251034564,0.00374891081101765,0.71,"Up in HBV",2.426,"AZGP1","Zinc-alpha-2-glycoprotein"
-1.71787039297782,15.85,-6.77653633704023,0.000167668173311393,0.00567795593402227,1.33154103174378,"BTD_HUMAN",1,-6.47707950634415,0.000203553882712181,0.00403291130123509,1.72,"Up in HBV",2.394,"BTD","Biotinidase"
0.942453932698733,16.73,6.33326700322288,0.000262929664866824,0.00641143875098332,0.868144233036419,"ANXA5_HUMAN",6,6.43415621178477,0.0002129186257134,0.00413235945007027,-0.94,"Up in CTRL",2.384,"ANXA5","Annexin A5"
1.4436439605624,18.15,6.69252733093383,0.000182282812027866,0.00567795593402227,1.24567270367104,"S10AA_HUMAN",2,6.3653950062229,0.000228929467130445,0.00435423846482107,-1.44,"Up in CTRL",2.361,"S100A10","Protein S100-A10"
1.37069319574377,15.16,6.64558226418935,0.000191062254326235,0.00567795593402227,1.19729613832536,"A0A494BZZ2_HUMAN;B7Z596_HUMAN;F5H7S3_HUMAN;H0YK48_HUMAN;H0YKJ4_HUMAN;H7BYY1_HUMAN",2,6.28619320245816,0.000249041401829722,0.00436965864288598,-1.37,"Up in CTRL",2.36,"TPM1","Tropomyosin alpha-1 chain"
1.09347643879421,16.74,6.11289298309302,0.000331634577181753,0.00651390879503292,0.628035599960157,"AMPN_HUMAN",8,6.3196254901689,0.000240323007346658,0.00436965864288598,-1.09,"Up in CTRL",2.36,"ANPEP","Aminopeptidase N"
-0.732349207264967,21.6,-4.5064843862736,0.00218109095873637,0.0144042882066548,-1.33468575336137,"APOB_HUMAN",111,-6.29479091885651,0.000246766404504466,0.00436965864288598,0.73,"Up in HBV",2.36,"APOB","Apolipoprotein B-100"
1.01013307093933,17.01,6.04605724039338,0.000356237704147018,0.00674253056251398,0.553896514536566,"EST2_HUMAN",8,6.27009100971143,0.000253364724535635,0.00436965864288598,-1.01,"Up in CTRL",2.36,"CES2","Cocaine esterase"
1.2475470471067,17.85,6.01179302704405,0.000369628837436418,0.00675994277696218,0.515647077148085,"FUMH_HUMAN",10,6.25566309457373,0.000257309026289816,0.00436965864288598,-1.25,"Up in CTRL",2.36,"FH","Fumarate hydratase, mitochondrial"
-0.809129382669763,21.95,-5.74782129482217,0.000493593875462763,0.0075710931542756,0.215415008623665,"VTNC_HUMAN",11,-6.26274142394573,0.000255365541839604,0.00436965864288598,0.81,"Up in HBV",2.36,"VTN","Vitronectin"
-0.847666473368072,27.59,-5.65449282073642,0.000547901476334855,0.00796489577995313,0.106877427330661,"FETUA_HUMAN",13,-6.22204668772359,0.000266764849915178,0.00445076091700586,0.85,"Up in HBV",2.352,"AHSG","Alpha-2-HS-glycoprotein"
-0.82594416900735,21.29,-5.54747461429323,0.000618433954151871,0.00835587151270166,-0.0191420970779363,"IC1_HUMAN",14,-6.16866688424322,0.000282578324139105,0.00456243137100195,0.83,"Up in HBV",2.341,"SERPING1","Plasma protease C1 inhibitor"
0.87835926416464,16.62,6.1995309615182,0.000302497787080824,0.00651390879503292,0.72322255654186,"ML12A_HUMAN;ML12B_HUMAN",3,6.16711577920712,0.000283053050356588,0.00456243137100195,-0.88,"Up in CTRL",2.341,"MYL12A;MYL12B","Myosin regulatory light chain 12B"
-1.2959725297148,17.93,-6.67639505644287,0.000185248231069451,0.00567795593402227,1.22908039259934,"M0R1Q1_HUMAN",1,-6.14963564716298,0.000288464274475403,0.00457215875043514,1.3,"Up in HBV",2.34,"C3","Complement C3 (Fragment)"
1.15840682960712,19.15,5.65536820609153,0.000547362426449525,0.00796489577995313,0.10790134056437,"THIL_HUMAN",14,6.00351159042936,0.000338439238136554,0.0052763232043912,-1.16,"Up in CTRL",2.278,"ACAT1","Acetyl-CoA acetyltransferase, mitochondrial"
1.04359967631897,17.05,5.82063544267151,0.000455344732155587,0.00733953966576209,0.299222422689627,"DPP4_HUMAN",7,5.96231359276773,0.000354203253552675,0.00534678244648562,-1.04,"Up in CTRL",2.272,"DPP4","Dipeptidyl peptidase 4"
1.54172743816122,16.06,5.86701562884557,0.000432694014655162,0.00709542858524136,0.352209144968329,"GUAD_HUMAN",7,5.97236572187601,0.00035028357155672,0.00534678244648562,-1.54,"Up in CTRL",2.272,"GDA","Guanine deaminase"
0.971516852963546,18.24,5.52757724496797,0.000632621187081514,0.00835587151270166,-0.0427574938880833,"ATPB_HUMAN",13,5.93762471361536,0.000364037161155306,0.00540936469154213,-0.97,"Up in CTRL",2.267,"ATP5F1B","ATP synthase subunit beta, mitochondrial"
1.0837567569652,16.61,5.67414204893886,0.000535941459980322,0.00796489577995313,0.12983373510331,"M2GD_HUMAN",9,5.89512768742234,0.000381676904074548,0.00558422670422915,-1.08,"Up in CTRL",2.253,"DMGDH","Dimethylglycine dehydrogenase, mitochondrial"
1.3930101940295,16.43,6.12153768070407,0.000328592106500884,0.00651390879503292,0.637579724419238,"SKP1_HUMAN",2,5.85734029685489,0.000398155187978367,0.00573705429950647,-1.39,"Up in CTRL",2.241,"SKP1","S-phase kinase-associated protein 1"
1.05395549607378,17.23,5.75193081220986,0.000491343128388058,0.0075710931542756,0.22016526832454,"HSPB1_HUMAN",6,5.83680364618769,0.000407438427293452,0.00578319319934437,-1.05,"Up in CTRL",2.238,"HSPB1","Heat shock protein beta-1"
1.35795327009359,17.99,5.48229921927985,0.000666261106048743,0.00856235556557236,-0.0967137631379273,"ADH4_HUMAN",19,5.80490220256654,0.000422335364238475,0.00590648428515868,-1.36,"Up in CTRL",2.229,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4"
1.86729551394043,15,5.88702743958799,0.000423307764635382,0.00709542858524136,0.374976860964233,"TXNL1_HUMAN",1,5.74086144991117,0.000454084738560765,0.00625847226625054,-1.87,"Up in CTRL",2.204,"TXNL1","Thioredoxin-like protein 1"
1.02747808431932,17.49,6.26494568383745,0.000282375707700068,0.00651390879503292,0.794411472902755,"PSB4_HUMAN",2,5.71842030144609,0.000465824851648491,0.00632856334168165,-1.03,"Up in CTRL",2.199,"PSMB4","Proteasome subunit beta type-4"
-1.03628270819595,16.63,-5.60493718051986,0.000579393603962586,0.00822393010997641,0.0487314081179866,"FHR2_HUMAN",4,-5.63709855598641,0.000511251748168065,0.00654949232520863,1.04,"Up in HBV",2.184,"CFHR2","Complement factor H-related protein 2"
1.62965677218511,16.88,5.40409140737167,0.0007291060633506,0.00900353798287312,-0.190626374071783,"GABT_HUMAN",19,5.63686249300336,0.000511390511243361,0.00654949232520863,-1.63,"Up in CTRL",2.184,"ABAT","4-aminobutyrate aminotransferase, mitochondrial"
1.66890093241358,15.74,5.80518822613677,0.000463177056401309,0.00734135634396074,0.281506620602023,"GCSH_HUMAN",1,5.61706058030018,0.000523179334362339,0.00654949232520863,-1.67,"Up in CTRL",2.184,"GCSH","Glycine cleavage system H protein, mitochondrial"
0.940205665545211,19.37,5.03082013172812,0.00113408056734212,0.0112344856202328,-0.651489213896763,"CH60_HUMAN",25,5.65444054055351,0.00050117013724913,0.00654949232520863,-0.94,"Up in CTRL",2.184,"HSPD1","60 kDa heat shock protein, mitochondrial"
1.35327628106561,23.12,5.34519944443702,0.000780738554248384,0.00928102956362766,-0.26194518787926,"SODM_HUMAN",20,5.66042201777145,0.000497743744557437,0.00654949232520863,-1.35,"Up in CTRL",2.184,"SOD2","Superoxide dismutase [Mn], mitochondrial"
1.07978772388019,14.79,5.58141696050184,0.000595034863785811,0.00832173758029862,0.0210083907089853,"SUCB2_HUMAN",4,5.6166806403446,0.000523408429774822,0.00654949232520863,-1.08,"Up in CTRL",2.184,"SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"
1.21090919098056,17.05,5.54423954147842,0.00062071655552911,0.00835587151270166,-0.0229777094738726,"FRIH_HUMAN",3,5.5715180030724,0.000551442905412838,0.00681067796165726,-1.21,"Up in CTRL",2.167,"FTH1","Ferritin heavy chain"
-6.06589142481486,18.36,-5.39308768656097,0.000738460528563726,0.00900353798287312,-0.203912693653532,"CAPSD_HBVD3;HBEAG_HBVD3",4,-5.4594628362441,0.000628397289462956,0.00746238357662548,6.07,"Up in HBV",2.127,"C","Capsid protein"
1.40203727217181,14.83,5.6466313505747,0.000552768792299586,0.00796489577995313,0.097677089689082,"CRK_HUMAN",2,5.4497587179592,0.000635597339334031,0.00746238357662548,-1.4,"Up in CTRL",2.127,"CRK","Adapter molecule crk"
1.0666414441748,18.8,5.29843166598539,0.000824611432564258,0.00939082896522816,-0.318950971713473,"HCDH_HUMAN",8,5.45324634458805,0.000632999289632236,0.00746238357662548,-1.07,"Up in CTRL",2.127,"HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
-1.0147359443472,20.44,-6.10168065041094,0.000335627267041654,0.00651390879503292,0.615641304684417,"STXB5_HUMAN",1,-5.45254133627542,0.00063352353195456,0.00746238357662548,1.01,"Up in HBV",2.127,"STXBP5","Syntaxin-binding protein 5"
-0.718947187928279,18.89,-4.90708187304089,0.00131860901641638,0.0120980457586455,-0.808927742653912,"LG3BP_HUMAN",13,-5.4227100760143,0.000656148930815962,0.00760972723421926,0.72,"Up in HBV",2.119,"LGALS3BP","Galectin-3-binding protein"
0.822912597240997,18.29,4.98790088995626,0.0011946644371462,0.0116446159085542,-0.705832870570442,"MDHM_HUMAN",13,5.4038805559629,0.00067088604028147,0.00768689908804431,-0.82,"Up in CTRL",2.114,"MDH2","Malate dehydrogenase, mitochondrial"
1.02443034742919,16.78,5.35956629750834,0.000767781614583825,0.00924253563885086,-0.244499013025194,"PIMT_HUMAN",4,5.39262752640473,0.00067986655230158,0.00769706060998574,-1.02,"Up in CTRL",2.114,"PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
1.2957087753936,19.63,5.08707557425619,0.00105971801721831,0.0108517662599436,-0.580684332307658,"THIM_HUMAN",18,5.36100451717457,0.000705817524536674,0.00789685253922796,-1.3,"Up in CTRL",2.103,"ACAA2","3-ketoacyl-CoA thiolase, mitochondrial"
1.3642989421885,15.25,5.53927544775909,0.00062423719824792,0.00835587151270166,-0.0288663021586784,"HNRPK_HUMAN",2,5.34216675342455,0.000721791844255093,0.00798167492891388,-1.36,"Up in CTRL",2.098,"HNRNPK","Heterogeneous nuclear ribonucleoprotein K"
1.54412650215836,18.12,5.18702572101962,0.000940450569070599,0.00992031386603851,-0.456069377962993,"ADH1G_HUMAN",7,5.27386777564337,0.00078312185783587,0.00830347584562125,-1.54,"Up in CTRL",2.081,"ADH1C","Alcohol dehydrogenase 1C"
0.876988191738103,16.09,5.29377664576947,0.000829124593720605,0.00939082896522816,-0.324642976900007,"ARK73_HUMAN",3,5.29080692417671,0.000767395496737187,0.00830347584562125,-0.88,"Up in CTRL",2.081,"AKR7A3","Aflatoxin B1 aldehyde reductase member 3"
0.991355862676272,18.24,4.92665468643776,0.00128734961192713,0.0120980457586455,-0.783868576842372,"EF2_HUMAN",15,5.26280982182749,0.000793578560385596,0.00830347584562125,-0.99,"Up in CTRL",2.081,"EEF2","Elongation factor 2"
1.21982021323305,20.26,4.89656597413553,0.00133574637713751,0.0120980457586455,-0.822415484481849,"ENOA_HUMAN",25,5.24370016951335,0.000812011833483466,0.00830347584562125,-1.22,"Up in CTRL",2.081,"ENO1","Alpha-enolase"
1.54367330164366,15.83,5.40290397256149,0.000730109216770858,0.00900353798287312,-0.192059260781059,"ICAL_HUMAN",2,5.27382638664582,0.000783160713632297,0.00830347584562125,-1.54,"Up in CTRL",2.081,"CAST","Calpastatin"
-1.09399510348578,15.69,-5.21677402844879,0.000907861043764991,0.00992031386603851,-0.41927207567137,"PON1_HUMAN",4,-5.2544933615787,0.000801543675185569,0.00830347584562125,1.09,"Up in HBV",2.081,"PON1","Serum paraoxonase/arylesterase 1"
0.951672942445658,15.03,5.08590185147011,0.00106121373519954,0.0108517662599436,-0.582156700277052,"SPTB2_HUMAN",8,5.24828951203077,0.000807542496947017,0.00830347584562125,-0.95,"Up in CTRL",2.081,"SPTBN1","Spectrin beta chain, non-erythrocytic 1"
1.23818557667599,16.9,5.17917639009546,0.000949262420409574,0.00992031386603851,-0.465800941528953,"GAL3A_HUMAN;GAL3B_HUMAN",3,5.21108328266189,0.000844567808904752,0.00836649985696271,-1.24,"Up in CTRL",2.077,"GATD3A;GATD3B","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial"
1.4364440037049,18.36,5.05172990890541,0.00110579223345547,0.0110695622528016,-0.625115272157794,"GLGB_HUMAN",12,5.21535802368065,0.000840220737023842,0.00836649985696271,-1.44,"Up in CTRL",2.077,"GBE1","1,4-alpha-glucan-branching enzyme"
-1.93711503126906,14.62,-5.29934608584863,0.000823728058062657,0.00939082896522816,-0.317833231520797,"NSF1C_HUMAN",1,-5.21459100559385,0.000840998925162321,0.00836649985696271,1.94,"Up in HBV",2.077,"NSFL1C","NSFL1 cofactor p47"
1.18934875259153,19.1,4.89993649051678,0.00133022715993172,0.0120980457586455,-0.818090602879713,"AATM_HUMAN",17,5.17245301335519,0.000884988395499842,0.00867653571258092,-1.19,"Up in CTRL",2.062,"GOT2","Aspartate aminotransferase, mitochondrial"
0.828826109139815,20.12,4.78942646343316,0.00152494460450911,0.0127212484112997,-0.960797395777834,"G3P_HUMAN",13,5.15492306763414,0.000904025713430456,0.00877273932114657,-0.83,"Up in CTRL",2.057,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase"
0.932361118081147,19.76,4.68460385378462,0.0017387592296761,0.0139599227737112,-1.09788704555547,"PDIA1_HUMAN",22,5.14652145288934,0.000913308363597524,0.00877329549273985,-0.93,"Up in CTRL",2.057,"P4HB","Protein disulfide-isomerase"
1.06915438961548,17.79,4.97591193923073,0.00121221553622173,0.0116446159085542,-0.721063286769251,"AK1BA_HUMAN",8,5.11091202201428,0.000953827018206751,0.00898108410212496,-1.07,"Up in CTRL",2.047,"AKR1B10","Aldo-keto reductase family 1 member B10"
-0.655419039590264,23.17,-4.64363905599142,0.00183104352102304,0.0140429224878461,-1.15191858501008,"RET4_HUMAN",12,-5.11455582239948,0.000949591837437842,0.00898108410212496,0.66,"Up in HBV",2.047,"RBP4","Retinol-binding protein 4"
1.1254341104664,17.52,4.97613803996166,0.00121188193520694,0.0116446159085542,-0.720775852008762,"PSB5_HUMAN",4,5.01576483142613,0.00107207188566703,0.00989845012882856,-1.13,"Up in CTRL",2.004,"PSMB5","Proteasome subunit beta type-5"
1.12725190567512,16.8,5.28805769003073,0.00083470649577684,0.00939082896522816,-0.331640381592442,"SPB4_HUMAN",2,5.02250280650612,0.00106319104634677,0.00989845012882856,-1.13,"Up in CTRL",2.004,"SERPINB4","Serpin B4"
0.821142501337231,19.31,4.96720932386348,0.00122513265155115,0.0116510115162514,-0.732132578632322,"LAMP2_HUMAN",4,4.98740114908948,0.00111035549578159,0.0101533468893105,-0.82,"Up in CTRL",1.993,"LAMP2","Lysosome-associated membrane glycoprotein 2"
-1.27170418776863,15.35,-5.18478366793063,0.000942958348978418,0.00992031386603851,-0.458848114339655,"HPTR_HUMAN",1,-4.93737618219749,0.00118156941960999,0.0105016123182159,1.27,"Up in HBV",1.979,"HPR","Haptoglobin-related protein"
0.879626216345123,16.62,5.42084197931982,0.000715115570086409,0.00900353798287312,-0.170435693063464,"NDUV2_HUMAN",2,4.93801011697307,0.00118063634829707,0.0105016123182159,-0.88,"Up in CTRL",1.979,"NDUFV2","DH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
1.08655341838898,15.81,4.90076142636883,0.00132888013587588,0.0120980457586455,-0.817032350200567,"NPM_HUMAN",4,4.93889341926746,0.00117933758162587,0.0105016123182159,-1.09,"Up in CTRL",1.979,"NPM1","Nucleophosmin"
